Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	57.59760221633292	39.0	106.1109185441941	112	27.27272727272727	504875.0
4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	23.205864646031316	39.0	112.6876692250557	122	36.36363636363637	504875.0
4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	77.01476411894382	40.0	109.28761388135811	117	27.27272727272727	4135993.0
4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	34.1205662704708	40.0	115.42271348138162	127	27.27272727272727	4135993.0
4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.432882434026	38.0	122.77200544371456	137	27.27272727272727	18021518.0
4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.803482437503703	38.0	123.53997959550355	132	18.181818181818183	18021518.0
4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	89.44077308784033	35.0	125.17214360129604	137	18.181818181818183	22046152.0
4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	27.30675819259214	35.0	122.08174855185612	132	18.181818181818183	22046152.0
4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.23383679194167	39.0	112.21470635249968	122	27.27272727272727	11054121.0
4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	34.93980920561248	40.0	117.12321884299982	127	27.27272727272727	11054121.0
4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	86.49884841414736	37.0	117.62221684523874	132	18.181818181818183	17452991.0
4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	30.212733954107748	38.0	120.5423362104524	132	18.181818181818183	17452991.0
4_G09_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2	43.632926192193835	38.0	124.34296873056543	137	9.090909090909092	40199.0
4_G09_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2	5.830990820667182	36.0	121.78492002288614	132	27.27272727272727	40199.0
4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	87.065203052741	37.0	124.99962123932062	137	18.181818181818183	21947896.0
4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	33.2665037890675	36.0	121.29832927948993	132	18.181818181818183	21947896.0
4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.6017011771635	37.0	123.85808298306418	137	18.181818181818183	20341500.0
4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	29.863847709434594	37.0	122.85474488115429	132	18.181818181818183	20341500.0
4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	83.97041901540621	38.0	126.66965029640866	137	18.181818181818183	16953958.0
4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	25.650814331984975	37.0	119.52288686806939	132	18.181818181818183	16953958.0
4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	73.2356726278547	39.0	112.1561594480186	122	27.27272727272727	3514901.0
4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	31.517567749073876	39.0	112.7305636773269	127	18.181818181818183	3514901.0
4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	80.58460008005548	36.0	110.96847106172879	122	18.181818181818183	14335497.0
4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	39.30227257268534	37.0	113.74675666982456	127	18.181818181818183	14335497.0
4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	79.22089522815955	40.0	97.81440710373089	97	27.27272727272727	4087317.0
4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	44.81180826046695	40.0	106.34094345997632	112	27.27272727272727	4087317.0
4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	90.78486045453387	36.0	117.98578951546608	127	27.27272727272727	19222638.0
4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	34.868040826790065	37.0	121.06898454832266	132	18.181818181818183	19222638.0
4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.97329554690901	38.0	123.57444524978702	137	18.181818181818183	23615899.0
4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	27.836669328991732	38.0	123.40634404813468	132	18.181818181818183	23615899.0
4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	84.30637643279809	37.0	120.67629764490586	137	18.181818181818183	12137604.0
4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	24.752885917838	38.0	122.0867050861109	132	18.181818181818183	12137604.0
4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.73310456780355	38.0	128.20795503001673	137	18.181818181818183	20871700.0
4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	23.31152263335146	37.0	123.96651307751645	137	18.181818181818183	20871700.0
4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	85.03371460047283	38.0	110.51322487557056	117	27.27272727272727	13760810.0
4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	36.002302006298926	39.0	116.23160489825817	127	27.27272727272727	13760810.0
4_H09_210_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.35454514856626	37.0	121.17088402269869	137	18.181818181818183	23953989.0
4_H09_210_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	30.77502662336164	37.0	120.82735192873304	132	18.181818181818183	23953989.0
4_H10_411_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	87.64569205963373	38.0	126.88763406808619	137	18.181818181818183	19535503.0
4_H10_411_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	26.68183845290379	37.0	122.87647991454328	132	18.181818181818183	19535503.0
4_H11_206_C17_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.45621969282642	36.0	112.52130626063176	122	27.27272727272727	10906583.0
4_H11_206_C17_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	36.350274339465514	36.0	116.30971689299939	132	18.181818181818183	10906583.0
4_H12_317_X4_42_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	82.64435802588059	39.0	128.9772503866103	137	18.181818181818183	14744822.0
4_H12_317_X4_42_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	22.888334556895714	37.0	121.29304538230438	132	18.181818181818183	14744822.0
