Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22573379.0	2.3 Gbp	0.0	18-139	36.0	16.168131269923535	103.99327247373998	107	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22573379.0	2.4 Gbp	0.0	18-151	37.0	64.47639350933994	110.16654600093322	117	pass	pass	fail	pass	fail	fail	pass	warn	warn	warn	pass
3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20418832.0	2.1 Gbp	0.0	18-139	38.0	11.787108397715835	103.19445225858169	107	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20418832.0	2.3 Gbp	0.0	18-151	40.0	73.66451403179738	113.6898397518526	122	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_B07_219_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_B07_219_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22007134.0	2.1 Gbp	0.0	18-139	38.0	11.977849922987897	98.52080161823889	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_B07_219_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_B07_219_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22007134.0	2.3 Gbp	0.0	18-151	39.0	65.51217933578558	108.31876213413341	117	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_B08_206_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B08_206_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22622033.0	2.6 Gbp	0.0	18-139	37.0	13.011268048505725	116.10818249624161	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_B08_206_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B08_206_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22622033.0	2.6 Gbp	0.0	18-151	36.0	61.81926593117634	115.91217394121917	132	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_B09_106_X4_46_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B09_106_X4_46_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6338244.0	613.7 Mbp	0.0	18-139	43.0	19.305981371649537	96.58290340352943	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_B09_106_X4_46_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B09_106_X4_46_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6338244.0	676.7 Mbp	0.0	18-151	43.0	58.13006422788889	106.76317999117737	112	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_B10_118_C14_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B10_118_C14_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28318502.0	3 Gbp	0.0	18-139	38.0	11.411143869387917	107.21360169404441	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_B10_118_C14_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B10_118_C14_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28318502.0	3.2 Gbp	0.0	18-151	39.0	76.53765502692849	115.68579810471613	127	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_B11_207_A04_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B11_207_A04_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2091600.0	207.2 Mbp	0.0	18-139	44.0	25.083845344840334	98.81139319181487	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_B11_207_A04_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B11_207_A04_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2091600.0	226.7 Mbp	0.0	18-151	44.0	60.99281556126994	108.37699799196787	117	pass	warn	fail	pass	fail	fail	pass	warn	warn	fail	pass
3_B12_220_X10_39_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_B12_220_X10_39_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15710698.0	1.6 Gbp	0.0	18-139	38.0	13.888704595039018	104.19856304283871	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_B12_220_X10_39_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_B12_220_X10_39_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15710698.0	1.7 Gbp	0.0	18-151	39.0	62.3457011247066	111.17220399755631	122	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_C01_320_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C01_320_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1718.0	215 kbp	0.0	18-139	45.0	80.55878928987195	124.13038416763679	137	pass	pass	fail	pass	fail	warn	pass	warn	pass	warn	pass
3_C01_320_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C01_320_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1718.0	218.4 kbp	0.0	18-151	42.0	95.22700814901047	127.08323632130384	142	pass	warn	fail	warn	fail	warn	pass	warn	pass	fail	pass
3_C02_313_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C02_313_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11792057.0	1.2 Gbp	0.0	18-139	40.0	14.15074124799437	103.27088513903892	107	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C02_313_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C02_313_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11792057.0	1.3 Gbp	0.0	18-151	41.0	54.67158459743858	110.6119336092083	117	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_C03_115_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C03_115_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22926650.0	2.4 Gbp	0.0	18-139	39.0	10.741220207867086	106.81506521886102	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C03_115_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C03_115_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22926650.0	2.6 Gbp	0.0	18-151	40.0	55.626878225265756	113.9201102210746	122	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_C04_411_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C04_411_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23958712.0	2.7 Gbp	0.0	18-139	37.0	9.273191111712508	114.12730780352466	127	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_C04_411_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C04_411_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23958712.0	2.7 Gbp	0.0	18-151	37.0	67.20073284394925	116.03433640339264	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_C05_113_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C05_113_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1058030.0	101.9 Mbp	0.0	18-139	41.0	30.562114331006157	96.17784939935541	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_C05_113_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C05_113_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1058030.0	110.6 Mbp	0.0	18-151	42.0	57.84805881001128	104.58042777615002	107	pass	pass	fail	pass	fail	fail	pass	warn	warn	fail	pass
3_C06_113_C17_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_C06_113_C17_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11747305.0	1.1 Gbp	0.0	18-139	37.0	15.13977273584644	100.78050199598972	102	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_C06_113_C17_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_C06_113_C17_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11747305.0	1.2 Gbp	0.0	18-151	38.0	61.60898093983177	109.04418324032619	117	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_C07_109_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_C07_109_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7067130.0	630.6 Mbp	0.0	18-139	38.0	21.05451016840673	89.00256327533242	87	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C07_109_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_C07_109_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7067130.0	711 Mbp	0.0	18-151	39.0	67.7751910055735	100.59413269601663	102	pass	pass	fail	pass	fail	fail	pass	warn	warn	warn	pass
3_C08_206_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_C08_206_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27210055.0	3.1 Gbp	0.0	18-139	36.0	12.403267747949705	115.11110580261598	127	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_C08_206_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_C08_206_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27210055.0	3.2 Gbp	0.0	18-151	37.0	74.67940536769055	117.89397764907127	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_C09_106_X4_46_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_C09_106_X4_46_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14353451.0	1.4 Gbp	0.0	18-139	39.0	15.815928628009326	98.00466292043635	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C09_106_X4_46_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_C09_106_X4_46_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14353451.0	1.5 Gbp	0.0	18-151	40.0	61.654385262849665	107.49846862611646	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_C10_118_C14_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C10_118_C14_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14558640.0	1.3 Gbp	0.0	18-139	39.0	14.983375699959096	95.59947598127297	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C10_118_C14_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C10_118_C14_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14558640.0	1.5 Gbp	0.0	18-151	40.0	64.29683082339619	106.47972708989302	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_C11_210_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C11_210_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26537916.0	3 Gbp	0.0	18-139	37.0	10.47728607969168	114.56628760901948	127	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_C11_210_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C11_210_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26537916.0	3.1 Gbp	0.0	18-151	38.0	69.03095246922341	118.33149762023514	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_C12_220_X10_39_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_C12_220_X10_39_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19096947.0	1.8 Gbp	0.0	18-139	38.0	13.776766255728015	96.21310537228804	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_C12_220_X10_39_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_C12_220_X10_39_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19096947.0	2 Gbp	0.0	18-151	39.0	63.34849675018203	106.87736458607756	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_D01_320_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_D01_320_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13524.0	1.4 Mbp	0.0	18-139	38.0	74.65246968352558	109.42901508429459	117	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
3_D01_320_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_D01_320_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13524.0	1.5 Mbp	0.0	18-151	38.0	93.99585921325053	115.5818544809228	127	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
3_D02_313_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D02_313_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1298393.0	123.3 Mbp	0.0	18-139	41.0	31.56515599649337	94.8102931854993	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_D02_313_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D02_313_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1298393.0	136.3 Mbp	0.0	18-151	42.0	69.84036153202808	105.02123856182219	107	pass	warn	fail	pass	fail	fail	pass	warn	warn	fail	pass
3_D03_115_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D03_115_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29012494.0	3.1 Gbp	0.0	18-139	38.0	11.077266688102451	107.86732236808045	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_D03_115_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D03_115_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29012494.0	3.3 Gbp	0.0	18-151	39.0	61.98977254324248	114.16308818538661	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_D04_302_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_D04_302_C17_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22542596.0	2.4 Gbp	0.0	18-139	38.0	11.556859132539305	107.26891956010745	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_D04_302_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_D04_302_C17_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22542596.0	2.5 Gbp	0.0	18-151	38.0	64.29351071360702	114.07727211187212	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_D05_219_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D05_219_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28547002.0	3.2 Gbp	0.0	18-139	34.0	9.044185354420256	113.1582396638358	122	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
3_D05_219_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D05_219_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28547002.0	3.3 Gbp	0.0	18-151	35.0	68.2906773126205	116.86058826772774	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_D06_320_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D06_320_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42382.0	4 Mbp	0.0	18-139	39.0	65.11726676419235	94.43995092256147	97	pass	pass	fail	pass	warn	fail	pass	warn	warn	warn	pass
3_D06_320_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D06_320_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42382.0	4.3 Mbp	0.0	18-151	40.0	85.34755320654995	103.56122882355717	107	pass	pass	fail	pass	fail	fail	pass	warn	pass	fail	pass
3_D07_303_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D07_303_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12851833.0	1.1 Gbp	0.0	18-139	38.0	15.612996390116365	91.27050522676416	87	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_D07_303_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D07_303_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12851833.0	1.3 Gbp	0.0	18-151	38.0	73.82182867101832	103.07577596129673	107	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
3_D08_105_X5_66_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_D08_105_X5_66_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23654783.0	2.4 Gbp	0.0	18-139	40.0	10.115885387980116	104.79390726179986	107	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_D08_105_X5_66_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_D08_105_X5_66_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23654783.0	2.6 Gbp	0.0	18-151	40.0	60.08774292422496	112.90857798188215	122	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_D09_107_X4_32_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_D09_107_X4_32_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25064686.0	2.4 Gbp	0.0	18-139	36.0	10.385853533498326	99.36633305519966	102	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
3_D09_107_X4_32_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_D09_107_X4_32_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25064686.0	2.7 Gbp	0.0	18-151	37.0	65.5777358736521	109.66472650006467	117	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_D10_118_C14_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D10_118_C14_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34740184.0	3.8 Gbp	0.0	18-139	36.0	13.785616435499174	111.33001434304435	122	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_D10_118_C14_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D10_118_C14_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34740184.0	4 Gbp	0.0	18-151	37.0	72.45651276418681	115.45048379709215	127	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_D11_210_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D11_210_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15043027.0	1.2 Gbp	0.0	18-139	47.0	12.852692463496124	85.68270827407277	87	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3_D11_210_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D11_210_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15043027.0	1.4 Gbp	0.0	18-151	46.0	58.15299594494271	98.88606701297552	102	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_D12_302_C17_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_D12_302_C17_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11237644.0	968.7 Mbp	0.0	18-139	42.0	15.773100641652466	86.06948778587397	87	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_D12_302_C17_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_D12_302_C17_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11237644.0	1.1 Gbp	0.0	18-151	42.0	63.43697092702914	99.60926231512585	102	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_E01_320_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E01_320_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66619.0	7 Mbp	0.0	18-139	44.0	47.89924796229304	106.02370194689203	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_E01_320_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E01_320_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66619.0	7.4 Mbp	0.0	18-151	43.0	72.57539140485447	111.18602801002717	122	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
3_E02_412_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E02_412_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	383750.0	34.9 Mbp	0.0	18-139	40.0	42.567603820950104	90.9821368078176	92	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_E02_412_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E02_412_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	383750.0	39 Mbp	0.0	18-151	41.0	74.3228982934431	101.64107882736157	107	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
3_E03_115_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E03_115_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23775129.0	2.5 Gbp	0.0	18-139	38.0	11.685114342833398	108.02147773835422	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E03_115_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E03_115_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23775129.0	2.7 Gbp	0.0	18-151	39.0	62.14843526550858	114.54521588505366	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_E04_418_X5_36_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E04_418_X5_36_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41898604.0	4.5 Gbp	0.0	18-139	38.0	11.21024872402885	107.88328575338691	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_E04_418_X5_36_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E04_418_X5_36_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41898604.0	4.7 Gbp	0.0	18-151	38.0	68.12184985440499	113.93912947553098	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
