Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
4_B08_220_X10_39_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_B08_220_X10_39_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24469798.0	3 Gbp	0.0	18-151	37.0	69.13791247641245	122.73419989000318	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21262967.0	2.5 Gbp	0.0	18-139	37.0	13.192558544748923	119.72391101392388	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21262967.0	2.5 Gbp	0.0	18-151	38.0	62.2618950535442	120.48055631182609	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99627.0	11.5 Mbp	0.0	18-139	37.0	9.960151364589919	114.86021861543557	127	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99627.0	11.6 Mbp	0.0	18-151	36.0	82.24577674726731	117.06364740481997	132	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15351275.0	1.9 Gbp	0.0	18-139	37.0	19.02436592117859	126.15211342380356	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15351275.0	1.8 Gbp	0.0	18-151	36.0	73.72879151750014	122.02707312584785	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22139660.0	2.7 Gbp	0.0	18-139	37.0	15.10761356511361	122.78071953227827	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22139660.0	2.7 Gbp	0.0	18-151	37.0	73.07350137661423	122.8821302585496	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6886413.0	836.7 Mbp	0.0	18-139	37.0	26.986734582208715	120.47686378961006	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6886413.0	826.2 Mbp	0.0	18-151	37.0	78.82650800351198	119.94290351159594	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7675475.0	965.2 Mbp	0.0	18-139	39.0	20.188246372690287	124.6429940817995	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7675475.0	934.1 Mbp	0.0	18-151	38.0	77.30357045484676	121.67352704555744	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16818237.0	2 Gbp	0.0	18-139	38.0	15.886003692293475	122.3323169366682	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16818237.0	2 Gbp	0.0	18-151	38.0	73.26897894147001	121.92988563545632	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7557966.0	859.1 Mbp	0.0	18-139	38.0	19.356982885094645	113.06165402173019	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7557966.0	888.3 Mbp	0.0	18-151	38.0	67.38422875897298	117.50935635328341	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13176125.0	1.6 Gbp	0.0	18-139	38.0	16.881332243000717	126.43205684524092	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13176125.0	1.6 Gbp	0.0	18-151	37.0	67.46080226732087	122.50943414698935	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17459297.0	2.1 Gbp	0.0	18-139	38.0	15.21218826786599	124.60712616321264	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17459297.0	2.1 Gbp	0.0	18-151	37.0	75.25700385546502	122.88891912429234	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17422248.0	2 Gbp	0.0	18-139	38.0	15.36628302179982	114.98624236091692	127	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17422248.0	2 Gbp	0.0	18-151	38.0	69.3050380847752	118.63155724795101	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15479006.0	1.7 Gbp	0.0	18-139	38.0	14.087411248945383	113.38146435242676	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15479006.0	1.8 Gbp	0.0	18-151	39.0	64.86337819212646	118.23184977123208	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4596118.0	490.5 Mbp	0.0	18-139	38.0	23.80996839192015	106.26972719151249	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4596118.0	521.2 Mbp	0.0	18-151	39.0	68.42249055407468	113.3872609449975	122	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933138.0	107.1 Mbp	0.0	18-139	38.0	32.21646487918412	114.01366786048794	127	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933138.0	109.5 Mbp	0.0	18-151	38.0	75.43795319157843	117.4017197884986	132	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21959865.0	2.7 Gbp	0.0	18-139	37.0	14.498360162536564	122.31671369564431	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21959865.0	2.7 Gbp	0.0	18-151	37.0	81.02128381927633	123.98431606933832	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17537160.0	2.2 Gbp	0.0	18-139	37.0	17.45320863567023	128.22098817596464	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	pass	pass
4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17537160.0	2.1 Gbp	0.0	18-151	36.0	83.73895761838322	122.8429830713753	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	pass	pass
4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7727843.0	949.5 Mbp	0.0	18-139	38.0	25.27131018112928	121.82032567173013	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7727843.0	951.5 Mbp	0.0	18-151	38.0	84.61064440971664	123.10539085744884	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12271949.0	1.5 Gbp	0.0	18-139	38.0	15.864047457709498	122.46867901748939	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12271949.0	1.4 Gbp	0.0	18-151	37.0	73.02998019240073	120.89428720735394	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	339911.0	31.9 Mbp	0.0	18-139	34.0	44.37727728762772	93.71984725413417	92	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	339911.0	35.7 Mbp	0.0	18-151	35.0	80.92995559276464	105.2172215668219	112	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15109006.0	1.7 Gbp	0.0	18-139	40.0	13.885641454407981	113.84465477080359	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15109006.0	1.7 Gbp	0.0	18-151	40.0	53.84804818105818	117.60073879115542	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17216125.0	2 Gbp	0.0	18-139	39.0	13.567529862322852	119.77488372093023	137	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17216125.0	2.1 Gbp	0.0	18-151	40.0	74.98566717386555	124.16521092870782	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	fail	pass
4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29096597.0	3.6 Gbp	0.0	18-139	37.0	11.151960383857846	124.78070456143033	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29096597.0	3.6 Gbp	0.0	18-151	37.0	70.86090965066867	124.14482319014832	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14578901.0	1.6 Gbp	0.0	18-139	37.0	16.676401010065657	111.83840242827631	122	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14578901.0	1.7 Gbp	0.0	18-151	37.0	68.2068922182808	116.94761621606457	132	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14853758.0	1.7 Gbp	0.0	18-139	38.0	15.478454913636636	115.95033330959075	127	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14853758.0	1.7 Gbp	0.0	18-151	38.0	66.33497807754217	118.79545883270752	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26038.0	1.1 Mbp	0.0	18-139	52.0	8.460711268146555	42.539403948075886	37	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26038.0	1.5 Mbp	0.0	18-151	51.0	45.23388893156156	60.09747292418773	62	pass	fail	fail	warn	fail	fail	pass	warn	fail	fail	pass
4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17891694.0	2.2 Gbp	0.0	18-139	37.0	15.104187960103296	125.60951092724926	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17891694.0	2.2 Gbp	0.0	18-151	36.0	71.55954919300272	122.98713866892649	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20935751.0	2.6 Gbp	0.0	18-139	37.0	13.974930125635469	125.77174480151201	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20935751.0	2.5 Gbp	0.0	18-151	36.0	71.94433542834754	122.84068472155596	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27636207.0	3.5 Gbp	0.0	18-139	37.0	12.762263901037189	126.21384490281173	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27636207.0	3.4 Gbp	0.0	18-151	37.0	82.24462128655068	125.23692046451961	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	pass	pass
4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3161366.0	349.4 Mbp	0.0	18-139	39.0	27.966549778290755	109.87053760937519	117	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3161366.0	363.3 Mbp	0.0	18-151	39.0	71.47272078399533	114.92112681669886	127	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34999.0	3.3 Mbp	0.0	18-139	38.0	72.89922569216263	94.57221634903854	97	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34999.0	3.6 Mbp	0.0	18-151	39.0	92.32549501414327	104.9046829909426	112	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4775725.0	540.5 Mbp	0.0	18-139	40.0	22.260870250423288	112.56383271649854	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4775725.0	555.4 Mbp	0.0	18-151	40.0	59.345230937610296	116.26883122457846	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18111534.0	1.5 Gbp	0.0	18-139	36.0	11.810464112176419	88.1286175428321	87	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18111534.0	1.8 Gbp	0.0	18-151	38.0	70.49148666584688	103.12683309983572	107	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19432641.0	2.4 Gbp	0.0	18-139	37.0	11.641279254500505	122.99889330534126	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19432641.0	2.3 Gbp	0.0	18-151	37.0	70.54679245653284	123.25480772273825	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24518754.0	3.1 Gbp	0.0	18-139	39.0	13.775057125394902	128.441252275707	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24518754.0	3 Gbp	0.0	18-151	38.0	82.5624999376072	125.7645201709679	142	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18857022.0	2.3 Gbp	0.0	18-139	37.0	14.216931182728587	124.00779794391713	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18857022.0	2.2 Gbp	0.0	18-151	37.0	59.13860683822936	121.17582224807289	132	pass	warn	warn	pass	warn	fail	pass	warn	warn	warn	pass
4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11198164.0	1 Gbp	0.0	18-139	35.0	15.1365600504279	96.39134352738539	97	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
