tube_number,sample_ID,sample_weight_g,date_extracted,technician,note
78,315_X8_41.5_rt3_o,0.247,7/8/2024,SV,
79,316_X4_67_rt1_i,0.257,7/2/2024,KG ,
80,316_X4_67_rt1_o,0.258,7/2/2024,KG ,
81,316_X4_67_rt2_i,0.251,7/2/2024,KG ,
82,316_X4_67_rt2_o,0.257,7/2/2024,KG ,
83,316_X4_67_rt3_i,0.259,7/2/2024,KG ,
84,316_X4_67_rt3_o,0.257,7/2/2024,SV,
85,320_X2_24_rt1_i,0.254,7/2/2024,KG ,
86,320_X2_24_rt1_o,0.245,7/2/2024,SV,
87,320_X2_24_rt2_i,0.249,7/2/2024,SV,
88,320_X2_24_rt2_o,0.255,7/2/2024,KG ,
89,320_X2_24_rt3_i,0.257,7/8/2024,SV,
90,320_X2_24_rt3_o,,,,not grinded
91,401_X4_42_rt1_i,0.243,7/2/2024,KG ,
92,401_X4_42_rt1_o,0.258,7/2/2024,KG ,
93,401_X4_42_rt2_i,0.249,7/2/2024,SV,
94,401_X4_42_rt2_o,0.260,7/2/2024,KG ,
95,401_X4_42_rt3_i,0.248,7/2/2024,SV,
96,401_X4_42_rt3_o,0.254,7/2/2024,KG ,
97,404_X10_52_rt1_i,0.259,7/2/2024,KG ,
98,404_X10_52_rt1_o,0.248,7/2/2024,KG ,
99,404_X10_52_rt2_i,0.255,7/2/2024,SV,
100,404_X10_52_rt2_o,,,,
101,404_X10_52_rt3_i,,,,
102,404_X10_52_rt3_o,0.250,6/20/2024,KG,
103,406_X8_37_rt1_i,0.258,7/2/2024,SV,
104,406_X8_37_rt1_o,,,,
105,406_X8_37_rt2_i,0.248,7/2/2024,SV,
106,406_X8_37_rt2_o,,,,
107,406_X8_37_rt3_i,0.256,7/2/2024,SV,
108,406_X8_37_rt3_o,,,,
109,417_X1_54_rt1_i,,,,
110,417_X1_54_rt1_o,0.255,6/20/2024,SV,
111,417_X1_54_rt2_i,0.245,7/2/2024,SV,
112,417_X1_54_rt2_o,,,,
113,417_X1_54_rt3_i,,,,
114,417_X1_54_rt3_o,,,,
115,419_X5_31_rt1_i,,,,
116,419_X5_31_rt1_o,,,,
117,419_X5_31_rt2_i,0.250,7/2/2024,SV,
118,419_X5_31_rt2_o,,,,
119,419_X5_31_rt3_i,,,,
120,419_X5_31_rt3_o,,,,
121,101_X2_24_rt1_i,0.256,6/20/2024,SV,
122,101_X2_24_rt1_o,0.251,6/25/2024,KG ,
123,101_X2_24_rt2_i,0.251,6/25/2024,KG ,
124,101_X2_24_rt2_o,0.248,6/25/2024,KG ,
125,101_X2_24_rt3_i,0.243,6/25/2024,KG ,
126,101_X2_24_rt3_o,0.254,6/20/2024,SV,
127,108_X8_37_rt1_i,0.256,6/25/2024,KG ,still appeared wet after long dry down
128,108_X8_37_rt1_o,0.254,6/20/2024,SV,
129,108_X8_37_rt2_i,0.253,6/25/2024,KG ,
130,108_X8_37_rt2_o,0.250,6/20/2024,SV,
131,108_X8_37_rt3_i,0.255,6/20/2024,SV,
132,108_X8_37_rt3_o,0.253,6/20/2024,SV,
133,110_X4_42_rt1_i,0.254,6/20/2024,SV,
134,110_X4_42_rt1_o,0.254,6/20/2024,SV,still appeared wet after long dry down
135,110_X4_42_rt2_i,0.259,6/25/2024,KG ,
136,110_X4_42_rt2_o,0.249,6/25/2024,KG ,
137,110_X4_42_rt3_i,0.252,6/25/2024,KG ,
138,110_X4_42_rt3_o,0.247,6/25/2024,KG ,
139,113_C17_rt1_i,0.254,6/25/2024,KG,
140,113_C17_rt1_o,0.257,6/25/2024,KG ,still appeared wet after long dry down
141,113_C17_rt2_i,0.255,6/25/2024,KG,
142,113_C17_rt2_o,0.246,6/25/2024,KG ,
143,113_C17_rt3_i,0.242,6/25/2024,KG ,
144,113_C17_rt3_o,0.252,6/20/2024,SV,
145,116_X8_41.5_rt1_i,0.252,6/20/2024,SV,
146,116_X8_41.5_rt1_o,0.255,6/20/2024,SV,
147,116_X8_41.5_rt2_i,0.254,6/20/2024,SV,
148,116_X8_41.5_rt2_o,0.249,6/20/2024,SV,
149,116_X8_41.5_rt3_i,0.255,6/25/2024,KG ,
150,116_X8_41.5_rt3_o,0.253,6/20/2024,SV,
151,203_X11_57_rt1_i,0.254,6/20/2024,SV,
152,203_X11_57_rt1_o,0.247,6/20/2024,SV,
153,203_X11_57_rt2_i,0.255,6/20/2024,SV,
154,203_X11_57_rt2_o,0.249,6/20/2024,SV,
155,203_X11_57_rt3_i,0.257,6/20/2024,SV,
156,203_X11_57_rt3_o,0.256,6/20/2024,SV,
157,204_X2_45_rt1_i,0.255,6/20/2024,SV,
158,204_X2_45_rt1_o,,,,
159,204_X2_45_rt2_i,,,,
160,204_X2_45_rt2_o,,,,
161,204_X2_45_rt3_i,0.252,6/20/2024,SV,
162,204_X2_45_rt3_o,0.254,6/20/2024,SV,
163,208_X10_52_rt1_i,0.244,6/20/2024,SV,
164,208_X10_52_rt1_o,0.249,6/20/2024,SV,
165,208_X10_52_rt2_i,0.246,6/25/2024,KG ,
166,208_X10_52_rt2_o,,,,
167,208_X10_52_rt3_i,0.245,6/20/2024,SV,little sample left 
168,208_X10_52_rt3_o,0.255,6/20/2024,SV,
169,209_A03_rt1_i,,,,
170,209_A03_rt1_o,,,,
171,209_A03_rt2_i,,,,
172,209_A03_rt2_o,,,,
173,209_A03_rt3_i,,,,
174,209_A03_rt3_o,,,,
175,216_X5_31_rt1_i,,,,
176,216_X5_31_rt1_o,,,,
177,216_X5_31_rt2_i,,,,
178,216_X5_31_rt2_o,,,,
179,216_X5_31_rt3_i,,,,
180,216_X5_31_rt3_o,,,,
181,306_X1_34_rt1_i,,,,
182,306_X1_34_rt1_o,,,,
183,306_X1_34_rt2_i,,,,
184,306_X1_34_rt2_o,,,,
185,306_X1_34_rt3_i,,,,
186,306_X1_34_rt3_o,,,,
187,308_X4_46_rt1_i,,,,
188,308_X4_46_rt1_o,,,,
189,308_X4_46_rt2_i,,,,
190,308_X4_46_rt2_o,,,,
191,308_X4_46_rt3_i,,,,
192,308_X4_46_rt3_o,,,,
193,309_X5_36_rt1_i,,,,
194,309_X5_36_rt1_o,,,,
195,309_X5_36_rt2_i,,,,
196,309_X5_36_rt2_o,,,,
197,309_X5_36_rt3_i,,,,
198,309_X5_36_rt3_o,,,,
199,312_A20_rt1_i,0.210,7/8/2024,KG,
200,312_A20_rt1_o,0.276,7/8/2024,SV,
201,312_A20_rt2_i,0.216,7/8/2024,KG,
202,312_A20_rt2_o,0.231,7/8/2024,SV,
203,312_A20_rt3_i,0.224,7/8/2024,SV,
204,312_A20_rt3_o,0.214,7/8/2024,KG,
205,313_X1_54_rt1_i,0.250,7/8/2024,KG,
206,313_X1_54_rt1_o,0.299,7/8/2024,SV,not well ground but weighed out some
207,313_X1_54_rt2_i,0.239,7/8/2024,SV,
208,313_X1_54_rt2_o,0.260,7/8/2024,SV,
209,313_X1_54_rt3_i,0.263,7/8/2024,SV,
210,313_X1_54_rt3_o,0.258,7/8/2024,SV,
211,410_A04_rt1_i,,,,
212,410_A04_rt1_o,0.247,7/8/2024,KG,
213,410_A04_rt2_i,0.213,7/8/2024,KG,
214,410_A04_rt2_o,,,,
215,410_A04_rt3_i,0.171,7/8/2024,KG,
216,410_A04_rt3_o,0.207,7/8/2024,SV,
217,412_X11_68_rt1_i,0.214,7/8/2024,KG,
218,412_X11_68_rt1_o,0.241,7/8/2024,KG,
219,412_X11_68_rt2_i,0.172,7/8/2024,KG,
220,412_X11_68_rt2_o,,,,
221,412_X11_68_rt3_i,0.248,7/8/2024,KG,
222,412_X11_68_rt3_o,0.252,7/8/2024,KG,
223,413_C14_rt1_i,,,,
224,413_C14_rt1_o,0.256,7/8/2024,SV,
225,413_C14_rt2_i,0.196,7/8/2024,SV,
226,413_C14_rt2_o,0.177,7/8/2024,SV,
227,413_C14_rt3_i,0.225,7/8/2024,KG,
228,413_C14_rt3_o,,,,
229,415_X5_66_rt1_i,0.212,7/8/2024,SV,
230,415_X5_66_rt1_o,0.238,7/8/2024,KG,not well ground but weighed out some
231,415_X5_66_rt2_i,0.196,7/8/2024,KG,
232,415_X5_66_rt2_o,0.221,7/8/2024,SV,
233,415_X5_66_rt3_i,0.087,7/8/2024,KG,
234,415_X5_66_rt3_o,0.178,7/8/2024,KG,
235,416_X4_67_rt1_i,0.204,7/8/2024,SV,
236,416_X4_67_rt1_o,0.185,7/8/2024,SV,
237,416_X4_67_rt2_i,0.222,7/8/2024,SV,
238,416_X4_67_rt2_o,0.245,7/8/2024,KG,
239,416_X4_67_rt3_i,0.247,7/8/2024,SV,
240,416_X4_67_rt3_o,0.245,7/8/2024,SV,
241,104_X5_36_rt1_i,,,,
242,104_X5_36_rt1_o,,,,
243,104_X5_36_rt2_i,,,,
244,104_X5_36_rt2_o,,,,
245,104_X5_36_rt3_i,,,,
246,104_X5_36_rt3_o,0.149,7/8/2024,KG,
247,115_X1_54_rt1_i,,,,
248,115_X1_54_rt1_o,,,,
249,115_X1_54_rt2_i,,,,
250,115_X1_54_rt2_o,,,,
251,115_X1_54_rt3_i,,,,
252,115_X1_54_rt3_o,,,,
253,117_A20_rt1_i,,,,
254,117_A20_rt1_o,,,,
255,117_A20_rt2_i,,,,
256,117_A20_rt2_o,,,,
257,117_A20_rt3_i,,,,
258,117_A20_rt3_o,,,,
259,119_X11_57_rt1_i,,,,
260,119_X11_57_rt1_o,,,,
261,119_X11_57_rt2_i,,,,
262,119_X11_57_rt2_o,,,,
263,119_X11_57_rt3_i,,,,
264,119_X11_57_rt3_o,,,,
265,120_X5_31_rt1_i,,,,
266,120_X5_31_rt1_o,,,,
267,120_X5_31_rt2_i,,,,
268,120_X5_31_rt2_o,,,,
269,120_X5_31_rt3_i,,,,
270,120_X5_31_rt3_o,,,,
271,202_X4_67_rt1_i,,,,
272,202_X4_67_rt1_o,,,,
273,202_X4_67_rt2_i,,,,
274,202_X4_67_rt2_o,,,,
275,202_X4_67_rt3_i,,,,
276,202_X4_67_rt3_o,,,,
277,211_C14_rt1_i,,,,
278,211_C14_rt1_o,,,,
279,211_C14_rt2_i,0.256,6/20/2024,KG ,
280,211_C14_rt2_o,0.246,6/20/2024,KG ,
281,211_C14_rt3_i,0.248,6/13/2024,SV,
282,211_C14_rt3_o,,,,
283,212_X8_37_rt1_i,0.253,6/13/2024,SV,
284,212_X8_37_rt1_o,,,,
285,212_X8_37_rt2_i,0.251,6/13/2024,SV,
286,212_X8_37_rt2_o,0.255,6/20/2024,KG ,
287,212_X8_37_rt3_i,,,,
288,212_X8_37_rt3_o,0.245,6/13/2024,SV,
289,213_X4_42_rt1_i,0.245,6/13/2024,SV,
290,213_X4_42_rt1_o,0.244,6/20/2024,SV,
291,213_X4_42_rt2_i,,,,
292,213_X4_42_rt2_o,,,,
293,213_X4_42_rt3_i,,,,
294,213_X4_42_rt3_o,0.250,6/13/2024,SV,slight yellow color visible in tissue chunk remaining after 4th extraction
295,219_X2_24_rt1_i,,,,
296,219_X2_24_rt1_o,,,,
297,219_X2_24_rt2_i,,,,
298,219_X2_24_rt2_o,,,,
299,219_X2_24_rt3_i,,,,
300,219_X2_24_rt3_o,0.254,6/13/2024,SV,
301,301_X2_45_rt1_i,,,,
302,301_X2_45_rt1_o,0.256,6/13/2024,SV,
303,301_X2_45_rt2_i,,,,
304,301_X2_45_rt2_o,0.245,6/13/2024,SV,
305,301_X2_45_rt3_i,,,,
306,301_X2_45_rt3_o,,,,
307,303_X11_68_rt1_i,,,,
308,303_X11_68_rt1_o,,,,
309,303_X11_68_rt2_i,,,,
310,303_X11_68_rt2_o,0.256,6/13/2024,SV,
311,303_X11_68_rt3_i,,,,
312,303_X11_68_rt3_o,,,,
313,307_X4_32_rt1_i,,,,
314,307_X4_32_rt1_o,,,,
315,307_X4_32_rt2_i,,,,
316,307_X4_32_rt2_o,,,,
317,307_X4_32_rt3_i,,,,
318,307_X4_32_rt3_o,,,,
319,314_X5_66_rt1_i,0.252,6/13/2024,SV,
320,314_X5_66_rt1_o,0.256,6/13/2024,SV,
321,314_X5_66_rt2_i,,,,
322,314_X5_66_rt2_o,,,,
323,314_X5_66_rt3_i,0.252,6/20/2024,KG ,still appeared wet after long dry down
324,314_X5_66_rt3_o,0.251,6/13/2024,SV,
325,318_A04_rt1_i,0.255,6/20/2024,KG ,
326,318_A04_rt1_o,0.245,6/20/2024,KG ,
327,318_A04_rt2_i,0.238,7/8/2024,SV,
328,318_A04_rt2_o,0.244,6/13/2024,SV,
329,318_A04_rt3_i,0.253,6/20/2024,SV,
330,318_A04_rt3_o,0.245,6/20/2024,KG ,
331,405_X1_34_rt1_i,0.249,6/13/2024,SV,
332,405_X1_34_rt1_o,0.252,6/20/2024,KG ,
333,405_X1_34_rt2_i,0.250,6/20/2024,KG ,
334,405_X1_34_rt2_o,0.253,6/13/2024,SV,
335,405_X1_34_rt3_i,0.256,6/20/2024,KG ,
336,405_X1_34_rt3_o,0.257,6/13/2024,SV,
337,408_X4_46_rt1_i,0.248,6/20/2024,KG ,
338,408_X4_46_rt1_o,,,,
339,408_X4_46_rt2_i,0.244,6/13/2024,SV,
340,408_X4_46_rt2_o,0.247,6/20/2024,KG ,
341,408_X4_46_rt3_i,0.244,6/13/2024,SV,
342,408_X4_46_rt3_o,,,,
343,411_C17_rt1_i,0.251,6/20/2024,KG ,still appeared wet after long dry down
344,411_C17_rt1_o,,,,
345,411_C17_rt2_i,0.244,6/13/2024,SV,
346,411_C17_rt2_o,0.254,6/13/2024,SV,
347,411_C17_rt3_i,0.249,6/13/2024,SV,
348,411_C17_rt3_o,0.249,6/20/2024,KG ,
349,414_X8_41.5_rt1_i,0.252,6/20/2024,KG ,
350,414_X8_41.5_rt1_o,0.242,6/20/2024,KG,
351,414_X8_41.5_rt2_i,0.246,6/20/2024,KG ,still appeared wet after long dry down
352,414_X8_41.5_rt2_o,,,,
353,414_X8_41.5_rt3_i,0.256,6/20/2024,KG ,
354,414_X8_41.5_rt3_o,,,,
355,420_A03_rt1_i,0.254,6/20/2024,KG,
356,420_A03_rt1_o,0.250,6/20/2024,KG ,
357,420_A03_rt2_i,0.251,6/20/2024,KG ,
358,420_A03_rt2_o,0.250,6/20/2024,SV,
359,420_A03_rt3_i,0.247,6/13/2024,SV,
360,420_A03_rt3_o,0.242,6/20/2024,KG ,
361,105_X5_66_rt1_i,,,,
362,105_X5_66_rt1_o,,,,
363,105_X5_66_rt2_i,,,,
364,105_X5_66_rt2_o,,,,
365,105_X5_66_rt3_i,,,,
366,105_X5_66_rt3_o,,,,
367,106_X4_46_rt1_i,,,,
368,106_X4_46_rt1_o,,,,
369,106_X4_46_rt2_i,,,,
370,106_X4_46_rt2_o,,,,
371,106_X4_46_rt3_i,,,,
372,106_X4_46_rt3_o,,,,
373,107_X10_52_rt1_i,,,,
374,107_X10_52_rt1_o,,,,
375,107_X10_52_rt2_i,,,,
376,107_X10_52_rt2_o,,,,
377,107_X10_52_rt3_i,,,,
378,107_X10_52_rt3_o,,,,
379,112_X4_67_rt1_i,,,,
380,112_X4_67_rt1_o,,,,
381,112_X4_67_rt2_i,,,,
382,112_X4_67_rt2_o,,,,
383,112_X4_67_rt3_i,,,,
384,112_X4_67_rt3_o,,,,
385,118_C14_rt1_i,0.247,6/25/2024,SV,
386,118_C14_rt1_o,,,,
387,118_C14_rt2_i,,,,
388,118_C14_rt2_o,,,,
389,118_C14_rt3_i,,,,
390,118_C14_rt3_o,,,,
391,205_X1_54_rt1_i,,,,
392,205_X1_54_rt1_o,,,,
393,205_X1_54_rt2_i,,,,
394,205_X1_54_rt2_o,,,,
395,205_X1_54_rt3_i,,,,
396,205_X1_54_rt3_o,,,,
397,207_A04_rt1_i,,,,
398,207_A04_rt1_o,,,,
399,207_A04_rt2_i,,,,
400,207_A04_rt2_o,,,,
401,207_A04_rt3_i,,,,
402,207_A04_rt3_o,,,,
403,210_X11_68_rt1_i,,,,
404,210_X11_68_rt1_o,,,,
405,210_X11_68_rt2_i,,,,
406,210_X11_68_rt2_o,,,,
407,210_X11_68_rt3_i,,,,
408,210_X11_68_rt3_o,,,,
409,218_X8_41.5_rt1_i,0.248,6/25/2024,SV,
410,218_X8_41.5_rt1_o,0.256,6/27/2024,KG ,
411,218_X8_41.5_rt2_i,,,,
412,218_X8_41.5_rt2_o,,,,
413,218_X8_41.5_rt3_i,0.252,6/27/2024,KG ,
414,218_X8_41.5_rt3_o,0.249,6/25/2024,SV,
415,220_X1_34_rt1_i,0.253,6/25/2024,SV,
416,220_X1_34_rt1_o,0.253,6/25/2024,SV,
417,220_X1_34_rt2_i,,,,
418,220_X1_34_rt2_o,,,,
419,220_X1_34_rt3_i,,,,
420,220_X1_34_rt3_o,,,,
421,302_C17_rt1_i,0.209,7/8/2024,KG,
422,302_C17_rt1_o,0.257,6/27/2024,KG ,
423,302_C17_rt2_i,,,,
424,302_C17_rt2_o,,,,
425,302_C17_rt3_i,0.257,6/25/2024,SV,
426,302_C17_rt3_o,0.252,6/25/2024,SV,
427,304_X5_31_rt1_i,0.252,6/27/2024,KG ,
428,304_X5_31_rt1_o,0.253,6/27/2024,KG ,
429,304_X5_31_rt2_i,0.245,6/27/2024,KG ,
430,304_X5_31_rt2_o,0.245,6/25/2024,SV,
431,304_X5_31_rt3_i,0.221,7/8/2024,KG,
432,304_X5_31_rt3_o,0.251,6/27/2024,KG ,
433,307_A03_rt1_i,0.251,6/27/2024,KG ,
434,307_A03_rt1_o,0.254,,,
435,307_A03_rt2_i,,,,
436,307_A03_rt2_o,0.249,6/27/2024,KG ,
437,307_A03_rt3_i,0.252,6/27/2024,KG ,
438,307_A03_rt3_o,0.251,6/25/2024,SV,
439,317_X4_42_rt1_i,,,,
440,317_X4_42_rt1_o,0.254,6/25/2024,SV,pink
441,317_X4_42_rt2_i,0.214,6/27/2024,KG ,not enough sample
442,317_X4_42_rt2_o,0.255,6/25/2024,SV,
443,317_X4_42_rt3_i,0.181,6/27/2024,KG ,not enough sample
444,317_X4_42_rt3_o,0.256,6/25/2024,SV,
445,319_X8_37_rt1_i,,,,
446,319_X8_37_rt1_o,0.253,6/27/2024,KG ,
447,319_X8_37_rt2_i,0.250,6/25/2024,SV,
448,319_X8_37_rt2_o,0.253,6/25/2024,SV,
449,319_X8_37_rt3_i,,,,
450,319_X8_37_rt3_o,0.257,6/25/2024,SV,
451,402_X11_57_rt1_i,0.245,6/25/2024,SV,
452,402_X11_57_rt1_o,,,,
453,402_X11_57_rt2_i,,,,
454,402_X11_57_rt2_o,,,,
455,402_X11_57_rt3_i,,,,
456,402_X11_57_rt3_o,0.253,6/27/2024,KG ,
457,403_A20_rt1_i,0.250,,,
458,403_A20_rt1_o,0.256,6/27/2024,KG ,
459,403_A20_rt2_i,0.254,6/25/2024,SV,
460,403_A20_rt2_o,0.257,7/8/2024,KG,
461,403_A20_rt3_i,0.249,6/25/2024,SV,
462,403_A20_rt3_o,0.254,6/27/2024,KG ,
463,407_X2_24_rt1_i,0.246,,,
464,407_X2_24_rt1_o,0.251,6/25/2024,SV,
465,407_X2_24_rt2_i,0.254,6/25/2024,SV,
466,407_X2_24_rt2_o,0.255,,,
467,407_X2_24_rt3_i,0.240,6/27/2024,KG ,
468,407_X2_24_rt3_o,0.252,6/25/2024,SV,
469,409_X2_45_rt1_i,0.246,6/25/2024,SV,
470,409_X2_45_rt1_o,,,,
471,409_X2_45_rt2_i,0.252,6/27/2024,KG ,
472,409_X2_45_rt2_o,0.244,7/8/2024,KG,
473,409_X2_45_rt3_i,0.248,6/27/2024,KG ,
474,409_X2_45_rt3_o,0.253,6/27/2024,KG ,
475,418_X5_36_rt1_i,,,,
476,418_X5_36_rt1_o,0.255,6/27/2024,KG ,
477,418_X5_36_rt2_i,0.253,6/27/2024,KG ,
478,418_X5_36_rt2_o,,,,
479,418_X5_36_rt3_i,0.253,,,
480,418_X5_36_rt3_o,0.255,6/25/2024,SV,
S1,Standard_1,0.2131,6/11/2024,KG,
S2,Standard_2,0.2472,6/11/2024,SV,
S3,Standard_3,0.2402,6/11/2024,SV,
S4,Standard_4,0.2465,6/13/2024,KG,
S5,Standard_5,0.2444,6/13/2024,SV,
S6,Standard_6,0.2739,6/20/2024,KG,
S7,Standard_7,0.2489,6/20/2024,SV,
S8,Standard_8,0.1998,6/25/2024,KG ,
S9,Standard_9,0.2588,6/25/2024,SV,
S10,Standard_10,0.1943,6/27/2024,KG ,
S11,Standard_11,0.2539,7/2/2024,KG ,
S12,Standard_12,0.2589,7/2/2024,SV,
S13,Standard_13,0.2582,7/8/2024,KG ,
S14,Standard_14,0.2635,7/8/2024,SV,
S15,Standard_15,0.2352,,,
S16,Standard_16,0.2407,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,progress (weighting):,60.00%,samples so far:,283,
