Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
209141_HY5CNBGXT_TCDM_2_G02_A04_3_2_i_GGCTGC_S15_trim1										13.783897818412624	3.7779708869136233	6.377956861335419	1.591894092504615	1.2493635899838773	0.0	0.0
209142_HY5CNBGXT_TCDM_2_H02_A04_3_1_o_TACCTT_S16_trim1										13.189021094784472	3.608466089955989	5.688353571707755	1.400313354117529	1.22223442738852	0.0	0.0
209143_HY5CNBGXT_TCDM_2_A03_C14_3_3_o_TCTTAA_S17_trim1										12.299758734858896	3.637910092108718	5.130315203657948	2.080820207899952	1.5378068566444396	0.0	0.0
209144_HY5CNBGXT_TCDM_2_B03_C14_3_1_i_GTCAGG_S18_trim1										13.894021193350683	4.091880454636938	6.449078214811375	1.8449706586892642	1.8124443216354522	0.0	0.0
209145_HY5CNBGXT_TCDM_2_C03_A04_3_3_o_ATACTG_S19_trim1										11.81461885642401	2.8393211909353373	4.651328990673188	0.651202556225611	0.26208578235934016	0.0	0.0
209146_HY5CNBGXT_TCDM_2_D03_A27_3_3_i_TATGTC_S20_trim1										13.889098363863603	4.012459752777161	6.137912956715052	1.62098916843836	1.3191593317969235	0.0	0.0
209147_HY5CNBGXT_TCDM_2_E03_C14_3_3_i_GAGTCC_S21_trim1										4.758983679806127	1.0602446135787043	0.6096406528077549	0.0	0.0	0.0	0.0
209148_HY5CNBGXT_TCDM_2_F03_A03_3_1_i_GGAGGT_S22_trim1										12.001296983963819	3.7077896728861686	7.104979105480101	1.9714233339834315	2.770566638521967	0.4951310574282138	0.0
209149_HY5CNBGXT_TCDM_2_G03_A03_3_3_i_CACACT_S23_trim1										11.307618936169717	3.1012060461615216	5.143027029833818	1.6372453940045388	0.7830197425363495	0.0	0.0
209150_HY5CNBGXT_TCDM_2_H03_X4_32_1_o_CCGCAA_S24_trim1										13.239816586348313	4.024830797242646	6.272852596713978	1.7106436692168838	2.5439838769122862	0.1412939745670202	0.0
209151_HY5CNBGXT_TCDM_2_A04_A04_3_3_i_TTTATG_S25_trim1										13.896031203140371	3.7856171737608926	6.182461483679284	1.6509323481678575	1.5105074206384257	0.09192013637578682	0.0
209152_HY5CNBGXT_TCDM_2_B04_X4_32_2_o_AACGCC_S26_trim1										0.752954225502325	0.0	0.0	0.0	0.0	0.0	0.0
209153_HY5CNBGXT_TCDM_2_C04_A27_3_1_o_CAAGCA_S27_trim1										13.857136645992583	4.189720848573305	6.345658817150566	1.4975138435913888	1.395503156428533	0.0	0.0
209154_HY5CNBGXT_TCDM_2_D04_A27_3_3_o_GCTCGA_S28_trim1										13.638397321899786	3.8039276946703553	5.869180811732236	1.2040616099354213	0.901131897948424	0.0	0.0
209155_HY5CNBGXT_TCDM_2_E04_A27_3_2_o_GCGAAT_S29_trim1										13.745605756363274	3.7474189250014516	6.073776696258629	1.305788373806311	0.9254348925035759	0.0	0.0
209156_HY5CNBGXT_TCDM_2_F04_X5_66_3_o_TGGATT_S30_trim1										14.041833892157626	3.9655167116412704	6.363970618045883	1.5614677135125206	1.69738294899302	0.08081489387492281	0.0
209157_HY5CNBGXT_TCDM_2_G04_C17_3_1_i_ACCTAC_S31_trim1										13.834446955041088	4.077344512962173	7.570495267545881	2.4073929982519915	2.643150115148165	0.37510743086156206	0.3841007400246972
209158_HY5CNBGXT_TCDM_2_H04_C17_3_1_o_CGAAGG_S32_trim1										13.886374453704953	3.9214294692663487	6.918612391983614	1.845187190125637	2.1736726264624884	0.0	0.16549082930763986
209159_HY5CNBGXT_TCDM_2_A05_C17_3_2_i_AGATAG_S33_trim1										12.742298115308017	3.4255657249858547	6.069171125598014	1.5187613146231915	1.1875394227977598	0.11986361184686577	0.0
209160_HY5CNBGXT_TCDM_2_B05_C17_3_2_o_TTGGTA_S34_trim1										12.49175162325312	3.276310522511184	5.858146114831286	1.7256172596169586	0.7474718393598444	0.12152286709305278	0.0
