Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
209175_HY5CNBGXT_TCDM_2_A07_X9_35_1_i_GTGCCA_S49_trim1	49.344392370492365	38.0	81.68397165855043	86	18.181818181818183	4419534.0
209176_HY5CNBGXT_TCDM_2_B07_C64_3_3_i_TCGAGG_S50_trim1	50.48328652038605	40.0	77.54778979525894	86	18.181818181818183	4255375.0
209177_HY5CNBGXT_TCDM_2_C07_C17_3_3_i_CACTAA_S51_trim1	45.37613216017636	38.0	81.24688644749283	86	0.0	4832663.0
209178_HY5CNBGXT_TCDM_2_D07_X9_35_1_o_GGTATA_S52_trim1	38.19187683207866	39.0	78.15548730477045	86	9.090909090909092	1542351.0
209179_HY5CNBGXT_TCDM_2_E07_X2_24_3_i_CGCCTG_S53_trim1	49.433377822971195	40.0	82.43642404652581	86	9.090909090909092	5208636.0
209180_HY5CNBGXT_TCDM_2_F07_X2_24_2_o_AATGAA_S54_trim1	54.40344689933851	42.0	80.61067050291493	86	18.181818181818183	5298232.0
209181_HY5CNBGXT_TCDM_2_G07_X2_24_1_o_ACAACG_S55_trim1	43.196830563075295	39.0	81.27660260448707	86	0.0	6476208.0
209182_HY5CNBGXT_TCDM_2_H07_X10_39_2_i_ATATCC_S56_trim1	44.827008994581995	39.0	82.64472950362521	86	0.0	5574437.0
209183_HY5CNBGXT_TCDM_2_A08_X2_24_3_o_AGTACT_S57_trim1	47.57263474765004	40.0	82.13518998225955	86	9.090909090909092	8280510.0
209184_HY5CNBGXT_TCDM_2_B08_X2_24_2_i_ATAAGA_S58_trim1	45.09560202561473	40.0	82.2362093997148	86	0.0	4649290.0
209185_HY5CNBGXT_TCDM_2_C08_X10_39_3_o_GGTGAG_S59_trim1	42.95827886016047	39.0	83.30046515104587	86	0.0	5030194.0
209186_HY5CNBGXT_TCDM_2_D08_X10_39_2_o_TTCCGC_S60_trim1	46.44201348745243	38.0	83.01036931210609	86	0.0	5540869.0
209187_HY5CNBGXT_TCDM_2_E08_X2_24_1_i_GAAGTG_S61_trim1	46.980762885982344	38.0	83.20980352472735	86	9.090909090909092	5573424.0
209188_HY5CNBGXT_TCDM_2_F08_X10_39_3_i_CAATGC_S62_trim1	46.797917594814706	39.0	82.48142103327224	86	0.0	5168183.0
209189_HY5CNBGXT_TCDM_2_G08_X5_36_3_i_ACGTCT_S63_trim1	57.631636890747174	40.0	81.84792681624793	86	18.181818181818183	5825774.0
209190_HY5CNBGXT_TCDM_2_H08_C64_4_2_i_CAGGAC_S64_trim1	56.24581899181605	41.0	80.72277645433662	86	18.181818181818183	6584686.0
209191_HY5CNBGXT_TCDM_2_A09_C64_4_3_i_AAGCTC_S65_trim1	46.355801620493764	41.0	82.01653769814908	86	9.090909090909092	5682653.0
209192_HY5CNBGXT_TCDM_2_B09_X5_36_2_i_GACGAT_S66_trim1	46.32276813451443	40.0	81.73900929607545	86	9.090909090909092	6306102.0
