Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
209162_HY5CNBGXT_TCDM_2_D05_X5_66_1_i_CGCAAC_S36_trim1	209162_HY5CNBGXT_TCDM_2_D05_X5_66_1_i_CGCAAC_S36_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5314311.0	441.6 Mbp	0.0	20-86	39.0	51.01018420350739	82.874708687542	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209163_HY5CNBGXT_TCDM_2_E05_C17_3_3_o_TGGCGA_S37_trim1	209163_HY5CNBGXT_TCDM_2_E05_C17_3_3_o_TGGCGA_S37_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4522678.0	374.9 Mbp	0.0	20-86	38.0	54.941861602057266	82.69528496169747	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209164_HY5CNBGXT_TCDM_2_F05_A03_3_2_o_ACCGTG_S38_trim1	209164_HY5CNBGXT_TCDM_2_F05_A03_3_2_o_ACCGTG_S38_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5131995.0	425.5 Mbp	0.0	20-86	38.0	53.257160402731564	82.69432335768059	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
209165_HY5CNBGXT_TCDM_2_G05_X5_66_3_i_CAACAG_S39_trim1	209165_HY5CNBGXT_TCDM_2_G05_X5_66_3_i_CAACAG_S39_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4686469.0	391.6 Mbp	0.0	20-86	38.0	55.10903990488668	83.36168445795758	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209166_HY5CNBGXT_TCDM_2_H05_X5_66_1_o_GATTGT_S40_trim1	209166_HY5CNBGXT_TCDM_2_H05_X5_66_1_o_GATTGT_S40_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1150178.0	84.1 Mbp	0.0	20-86	41.0	62.651773630254226	72.84051685912964	82	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
209167_HY5CNBGXT_TCDM_2_A06_X5_66_2_o_CTCTCG_S41_trim1	209167_HY5CNBGXT_TCDM_2_A06_X5_66_2_o_CTCTCG_S41_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5421312.0	445.6 Mbp	0.0	20-86	39.0	56.10751324988168	81.96070877307929	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209168_HY5CNBGXT_TCDM_2_B06_A27_3_2_i_TGACAC_S42_trim1	209168_HY5CNBGXT_TCDM_2_B06_A27_3_2_i_TGACAC_S42_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4500479.0	366.8 Mbp	0.0	20-86	39.0	54.457780138076814	81.26704646327646	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209169_HY5CNBGXT_TCDM_2_C06_C64_3_1_o_AAGACA_S43_trim1	209169_HY5CNBGXT_TCDM_2_C06_C64_3_1_o_AAGACA_S43_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5007439.0	412.9 Mbp	0.0	20-86	38.0	57.672582243615956	82.23366195773927	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209170_HY5CNBGXT_TCDM_2_D06_X9_35_2_i_ACAGAT_S44_trim1	209170_HY5CNBGXT_TCDM_2_D06_X9_35_2_i_ACAGAT_S44_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5657784.0	463.4 Mbp	0.0	20-86	38.0	49.834889274599156	81.68028047730348	86	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
209171_HY5CNBGXT_TCDM_2_E06_C64_3_1_i_TAGGCT_S45_trim1	209171_HY5CNBGXT_TCDM_2_E06_C64_3_1_i_TAGGCT_S45_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5788862.0	476.3 Mbp	0.0	20-86	39.0	51.17511169643464	82.0444816269588	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209172_HY5CNBGXT_TCDM_2_F06_C14_3_1_o_CTCCAT_S46_trim1	209172_HY5CNBGXT_TCDM_2_F06_C14_3_1_o_CTCCAT_S46_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5771081.0	477.8 Mbp	0.0	20-86	38.0	55.233923311042844	82.56574808081882	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209173_HY5CNBGXT_TCDM_2_G06_X9_35_2_o_GCATGG_S47_trim1	209173_HY5CNBGXT_TCDM_2_G06_X9_35_2_o_GCATGG_S47_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5336147.0	442.8 Mbp	0.0	20-86	38.0	53.84124287941834	82.76365137617086	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209174_HY5CNBGXT_TCDM_2_H06_C64_3_2_o_AATAGC_S48_trim1	209174_HY5CNBGXT_TCDM_2_H06_C64_3_2_o_AATAGC_S48_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6263996.0	510 Mbp	0.0	20-86	38.0	54.43022079446339	81.17752054758655	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209175_HY5CNBGXT_TCDM_2_A07_X9_35_1_i_GTGCCA_S49_trim1	209175_HY5CNBGXT_TCDM_2_A07_X9_35_1_i_GTGCCA_S49_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4419534.0	362 Mbp	0.0	20-86	38.0	50.655607629507635	81.68397165855043	86	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
209176_HY5CNBGXT_TCDM_2_B07_C64_3_3_i_TCGAGG_S50_trim1	209176_HY5CNBGXT_TCDM_2_B07_C64_3_3_i_TCGAGG_S50_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4255375.0	331.2 Mbp	0.0	20-86	40.0	49.51671347961395	77.54778979525894	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209177_HY5CNBGXT_TCDM_2_C07_C17_3_3_i_CACTAA_S51_trim1	209177_HY5CNBGXT_TCDM_2_C07_C17_3_3_i_CACTAA_S51_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4832663.0	393.8 Mbp	0.0	20-86	38.0	54.62386783982364	81.24688644749283	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209178_HY5CNBGXT_TCDM_2_D07_X9_35_1_o_GGTATA_S52_trim1	209178_HY5CNBGXT_TCDM_2_D07_X9_35_1_o_GGTATA_S52_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1542351.0	120.9 Mbp	0.0	20-86	39.0	61.80812316792134	78.15548730477045	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209179_HY5CNBGXT_TCDM_2_E07_X2_24_3_i_CGCCTG_S53_trim1	209179_HY5CNBGXT_TCDM_2_E07_X2_24_3_i_CGCCTG_S53_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5208636.0	430.6 Mbp	0.0	20-86	40.0	50.566622177028805	82.43642404652581	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209180_HY5CNBGXT_TCDM_2_F07_X2_24_2_o_AATGAA_S54_trim1	209180_HY5CNBGXT_TCDM_2_F07_X2_24_2_o_AATGAA_S54_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5298232.0	428.5 Mbp	0.0	20-86	42.0	45.59655310066149	80.61067050291493	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209181_HY5CNBGXT_TCDM_2_G07_X2_24_1_o_ACAACG_S55_trim1	209181_HY5CNBGXT_TCDM_2_G07_X2_24_1_o_ACAACG_S55_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6476208.0	528 Mbp	0.0	20-86	39.0	56.803169436924705	81.27660260448707	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209182_HY5CNBGXT_TCDM_2_H07_X10_39_2_i_ATATCC_S56_trim1	209182_HY5CNBGXT_TCDM_2_H07_X10_39_2_i_ATATCC_S56_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5574437.0	461.9 Mbp	0.0	20-86	39.0	55.172991005418005	82.64472950362521	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209183_HY5CNBGXT_TCDM_2_A08_X2_24_3_o_AGTACT_S57_trim1	209183_HY5CNBGXT_TCDM_2_A08_X2_24_3_o_AGTACT_S57_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8280510.0	682.1 Mbp	0.0	20-86	40.0	52.42736525234996	82.13518998225955	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209184_HY5CNBGXT_TCDM_2_B08_X2_24_2_i_ATAAGA_S58_trim1	209184_HY5CNBGXT_TCDM_2_B08_X2_24_2_i_ATAAGA_S58_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4649290.0	383.4 Mbp	0.0	20-86	40.0	54.90439797438527	82.2362093997148	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209185_HY5CNBGXT_TCDM_2_C08_X10_39_3_o_GGTGAG_S59_trim1	209185_HY5CNBGXT_TCDM_2_C08_X10_39_3_o_GGTGAG_S59_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5030194.0	420.1 Mbp	0.0	20-86	39.0	57.04172113983953	83.30046515104587	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209186_HY5CNBGXT_TCDM_2_D08_X10_39_2_o_TTCCGC_S60_trim1	209186_HY5CNBGXT_TCDM_2_D08_X10_39_2_o_TTCCGC_S60_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5540869.0	461.1 Mbp	0.0	20-86	38.0	53.55798651254757	83.01036931210609	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209187_HY5CNBGXT_TCDM_2_E08_X2_24_1_i_GAAGTG_S61_trim1	209187_HY5CNBGXT_TCDM_2_E08_X2_24_1_i_GAAGTG_S61_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5573424.0	464.9 Mbp	0.0	20-86	38.0	53.019237114017656	83.20980352472735	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209188_HY5CNBGXT_TCDM_2_F08_X10_39_3_i_CAATGC_S62_trim1	209188_HY5CNBGXT_TCDM_2_F08_X10_39_3_i_CAATGC_S62_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5168183.0	427.5 Mbp	0.0	20-86	39.0	53.202082405185294	82.48142103327224	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209189_HY5CNBGXT_TCDM_2_G08_X5_36_3_i_ACGTCT_S63_trim1	209189_HY5CNBGXT_TCDM_2_G08_X5_36_3_i_ACGTCT_S63_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5825774.0	478.2 Mbp	0.0	20-86	40.0	42.368363109252826	81.84792681624793	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209190_HY5CNBGXT_TCDM_2_H08_C64_4_2_i_CAGGAC_S64_trim1	209190_HY5CNBGXT_TCDM_2_H08_C64_4_2_i_CAGGAC_S64_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6584686.0	533.3 Mbp	0.0	20-86	41.0	43.75418100818395	80.72277645433662	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209191_HY5CNBGXT_TCDM_2_A09_C64_4_3_i_AAGCTC_S65_trim1	209191_HY5CNBGXT_TCDM_2_A09_C64_4_3_i_AAGCTC_S65_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5682653.0	467.4 Mbp	0.0	20-86	41.0	53.644198379506236	82.01653769814908	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209192_HY5CNBGXT_TCDM_2_B09_X5_36_2_i_GACGAT_S66_trim1	209192_HY5CNBGXT_TCDM_2_B09_X5_36_2_i_GACGAT_S66_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6306102.0	516.9 Mbp	0.0	20-86	40.0	53.67723186548557	81.73900929607545	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209193_HY5CNBGXT_TCDM_2_C09_C64_4_1_i_TCGTTC_S67_trim1	209193_HY5CNBGXT_TCDM_2_C09_C64_4_1_i_TCGTTC_S67_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4629173.0	373.5 Mbp	0.0	20-86	46.0	38.31608628076591	80.40331048331959	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209194_HY5CNBGXT_TCDM_2_D09_C14_4_3_o_CCAATT_S68_trim1	209194_HY5CNBGXT_TCDM_2_D09_C14_4_3_o_CCAATT_S68_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6736934.0	548.8 Mbp	0.0	20-86	40.0	57.12873581692832	81.21200178003822	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209195_HY5CNBGXT_TCDM_2_E09_C64_4_2_o_AGTTGA_S69_trim1	209195_HY5CNBGXT_TCDM_2_E09_C64_4_2_o_AGTTGA_S69_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6542229.0	540.6 Mbp	0.0	20-86	40.0	55.29532565458797	82.41375989742946	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209196_HY5CNBGXT_TCDM_2_F09_C64_4_1_o_AACCGA_S70_trim1	209196_HY5CNBGXT_TCDM_2_F09_C64_4_1_o_AACCGA_S70_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4593140.0	371.8 Mbp	0.0	20-86	42.0	51.6279022136143	80.68410107246895	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209197_HY5CNBGXT_TCDM_2_G09_X5_36_1_i_CAGATG_S71_trim1	209197_HY5CNBGXT_TCDM_2_G09_X5_36_1_i_CAGATG_S71_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4639868.0	371.3 Mbp	0.0	20-86	42.0	47.628580770510624	79.75969661205879	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209198_HY5CNBGXT_TCDM_2_H09_X5_36_2_o_GTAGAA_S72_trim1	209198_HY5CNBGXT_TCDM_2_H09_X5_36_2_o_GTAGAA_S72_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6423990.0	522.5 Mbp	0.0	20-86	40.0	54.55255809429245	81.09412125485873	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209199_HY5CNBGXT_TCDM_2_A10_A03_4_2_i_GACATC_S73_trim1	209199_HY5CNBGXT_TCDM_2_A10_A03_4_2_i_GACATC_S73_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5888568.0	479.3 Mbp	0.0	20-86	39.0	58.59947955439729	81.16476127982219	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209200_HY5CNBGXT_TCDM_2_B10_A03_4_3_o_CGATCT_S74_trim1	209200_HY5CNBGXT_TCDM_2_B10_A03_4_3_o_CGATCT_S74_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4809367.0	377 Mbp	0.0	20-86	42.0	54.84711543920522	78.10583762894369	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209201_HY5CNBGXT_TCDM_2_C10_A27_4_1_i_CGTCGC_S75_trim1	209201_HY5CNBGXT_TCDM_2_C10_A27_4_1_i_CGTCGC_S75_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4645242.0	374.8 Mbp	0.0	20-86	42.0	57.77157487615617	80.43320197311571	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209202_HY5CNBGXT_TCDM_2_D10_A27_4_1_o_ATGGCG_S76_trim1	209202_HY5CNBGXT_TCDM_2_D10_A27_4_1_o_ATGGCG_S76_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1427782.0	106.3 Mbp	0.0	20-86	45.0	61.152794160485435	74.12699697853033	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209203_HY5CNBGXT_TCDM_2_E10_A27_4_2_o_ATTGGT_S77_trim1	209203_HY5CNBGXT_TCDM_2_E10_A27_4_2_o_ATTGGT_S77_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6647167.0	539.1 Mbp	0.0	20-86	41.0	59.44910339683085	80.86126886837656	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209204_HY5CNBGXT_TCDM_2_F10_X4_24_1_o_GCCACA_S78_trim1	209204_HY5CNBGXT_TCDM_2_F10_X4_24_1_o_GCCACA_S78_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5974225.0	482.9 Mbp	0.0	20-86	41.0	58.91718453902583	80.57993932267365	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209205_HY5CNBGXT_TCDM_2_G10_A27_4_2_i_CATCTA_S79_trim1	209205_HY5CNBGXT_TCDM_2_G10_A27_4_2_i_CATCTA_S79_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6573594.0	536.5 Mbp	0.0	20-86	40.0	56.39444214849117	81.38146073517774	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209206_HY5CNBGXT_TCDM_2_H10_A27_4_3_i_AACAAG_S80_trim1	209206_HY5CNBGXT_TCDM_2_H10_A27_4_3_i_AACAAG_S80_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6430300.0	515.8 Mbp	0.0	20-86	41.0	57.010416056855576	79.95257297482233	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209207_HY5CNBGXT_TCDM_2_A11_X4_24_2_o_GCAGCC_S81_trim1	209207_HY5CNBGXT_TCDM_2_A11_X4_24_2_o_GCAGCC_S81_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5658796.0	468.7 Mbp	0.0	20-86	37.0	55.9426876331249	82.61298057042522	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209208_HY5CNBGXT_TCDM_2_B11_X4_24_1_i_ACTCTT_S82_trim1	209208_HY5CNBGXT_TCDM_2_B11_X4_24_1_i_ACTCTT_S82_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5764999.0	478.6 Mbp	0.0	20-86	36.0	45.83200445473177	82.81551965577097	86	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
209209_HY5CNBGXT_TCDM_2_C11_X5_36_3_o_TGCTAT_S83_trim1	209209_HY5CNBGXT_TCDM_2_C11_X5_36_3_o_TGCTAT_S83_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45159.0	3.5 Mbp	0.0	20-86	41.0	84.14269580814455	79.01007551097234	86	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
209210_HY5CNBGXT_TCDM_2_D11_X4_24_2_i_AAGTGG_S84_trim1	209210_HY5CNBGXT_TCDM_2_D11_X4_24_2_i_AAGTGG_S84_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4637263.0	374.1 Mbp	0.0	20-86	40.0	49.99341680680907	80.42093752284484	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209211_HY5CNBGXT_TCDM_2_E11_X4_24_3_o_CTCATA_S85_trim1	209211_HY5CNBGXT_TCDM_2_E11_X4_24_3_o_CTCATA_S85_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5666206.0	468.6 Mbp	0.0	20-86	39.0	56.7885778902661	82.47532899439237	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209212_HY5CNBGXT_TCDM_2_F11_BLANK_AATCCG_S86_trim1	209212_HY5CNBGXT_TCDM_2_F11_BLANK_AATCCG_S86_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17688.0	1.3 Mbp	0.0	20-86	37.0	96.6644052464948	77.37030755314338	84	pass	pass	fail	pass	warn	warn	pass	warn	pass	warn	pass
209213_HY5CNBGXT_TCDM_2_G11_A03_4_1_i_GGCCAA_S87_trim1	209213_HY5CNBGXT_TCDM_2_G11_A03_4_1_i_GGCCAA_S87_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4939106.0	405.9 Mbp	0.0	20-86	38.0	58.56704212531682	81.95885247249198	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209214_HY5CNBGXT_TCDM_2_H11_X8_37_2_i_AGACCA_S88_trim1	209214_HY5CNBGXT_TCDM_2_H11_X8_37_2_i_AGACCA_S88_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5500616.0	452 Mbp	0.0	20-86	40.0	50.60596105051845	81.93687143403575	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209215_HY5CNBGXT_TCDM_2_A12_X4_24_3_i_CGCGGA_S89_trim1	209215_HY5CNBGXT_TCDM_2_A12_X4_24_3_i_CGCGGA_S89_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6910618.0	569.7 Mbp	0.0	20-86	39.0	51.30219234547436	82.21653982321118	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209216_HY5CNBGXT_TCDM_2_B12_X8_37_3_o_CCTGCT_S90_trim1	209216_HY5CNBGXT_TCDM_2_B12_X8_37_3_o_CCTGCT_S90_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5504413.0	449.1 Mbp	0.0	20-86	39.0	54.60856897321719	81.34853507540222	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209217_HY5CNBGXT_TCDM_2_C12_X8_37_2_o_GCGCTG_S91_trim1	209217_HY5CNBGXT_TCDM_2_C12_X8_37_2_o_GCGCTG_S91_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4963927.0	408 Mbp	0.0	20-86	39.0	56.280313678661955	81.9749770695661	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209218_HY5CNBGXT_TCDM_2_D12_X8_37_1_o_GAACCT_S92_trim1	209218_HY5CNBGXT_TCDM_2_D12_X8_37_1_o_GAACCT_S92_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5140083.0	424.9 Mbp	0.0	20-86	39.0	53.93722310482192	82.43912831757775	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209219_HY5CNBGXT_TCDM_2_E12_X8_37_3_i_TTCGAG_S93_trim1	209219_HY5CNBGXT_TCDM_2_E12_X8_37_3_i_TTCGAG_S93_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6602150.0	546.3 Mbp	0.0	20-86	38.0	53.176120266098316	82.52428617950213	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209220_HY5CNBGXT_TCDM_2_F12_C14_4_1_i_AGAATC_S94_trim1	209220_HY5CNBGXT_TCDM_2_F12_C14_4_1_i_AGAATC_S94_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6241356.0	513.3 Mbp	0.0	20-86	39.0	52.15236666139257	82.02119731673695	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209221_HY5CNBGXT_TCDM_2_G12_X8_37_1_i_AGGCAT_S95_trim1	209221_HY5CNBGXT_TCDM_2_G12_X8_37_1_i_AGGCAT_S95_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4624261.0	376.9 Mbp	0.0	20-86	38.0	56.8387938164249	81.27272573931272	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209222_HY5CNBGXT_TCDM_2_H12_C14_4_1_o_ACACGC_S96_trim1	209222_HY5CNBGXT_TCDM_2_H12_C14_4_1_o_ACACGC_S96_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6217280.0	507.5 Mbp	0.0	20-86	39.0	54.313811007064395	81.38967104585929	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
