gene_id	colors
Manes.05G066800.v8.1	turquoise
Manes.05G067200.v8.1	grey
Manes.05G067300.v8.1	grey
Manes.05G067500.v8.1	grey
Manes.05G067800.v8.1	tan
Manes.05G067900.v8.1	turquoise
Manes.05G068000.v8.1	grey
Manes.05G068201.v8.1	grey
Manes.05G068700.v8.1	salmon
Manes.05G068800.v8.1	turquoise
Manes.05G068900.v8.1	grey
Manes.05G069100.v8.1	grey
Manes.05G069300.v8.1	brown
Manes.05G069700.v8.1	black
Manes.05G069900.v8.1	black
Manes.05G070100.v8.1	grey
Manes.05G070200.v8.1	grey
Manes.05G070300.v8.1	turquoise
Manes.05G070500.v8.1	turquoise
Manes.05G070650.v8.1	grey
Manes.05G070800.v8.1	turquoise
Manes.05G070900.v8.1	turquoise
Manes.05G071000.v8.1	turquoise
Manes.05G071200.v8.1	grey
Manes.05G071400.v8.1	grey
Manes.05G071500.v8.1	grey
Manes.05G071600.v8.1	turquoise
Manes.05G071700.v8.1	turquoise
Manes.05G071800.v8.1	grey
Manes.05G071900.v8.1	grey
Manes.05G072000.v8.1	pink
Manes.05G072100.v8.1	turquoise
Manes.05G072200.v8.1	turquoise
Manes.05G072300.v8.1	turquoise
Manes.05G072700.v8.1	grey
Manes.05G072900.v8.1	blue
Manes.05G073000.v8.1	pink
Manes.05G073100.v8.1	turquoise
Manes.05G073200.v8.1	turquoise
Manes.05G073300.v8.1	blue
Manes.05G073400.v8.1	red
Manes.05G073600.v8.1	magenta
Manes.05G073700.v8.1	salmon
Manes.05G074100.v8.1	grey
Manes.05G074000.v8.1	grey
Manes.05G074400.v8.1	grey
Manes.05G074600.v8.1	red
Manes.05G074800.v8.1	grey
Manes.05G075000.v8.1	yellow
Manes.05G075200.v8.1	grey
Manes.05G075300.v8.1	grey
Manes.05G075400.v8.1	grey
Manes.05G075500.v8.1	turquoise
Manes.05G075600.v8.1	turquoise
Manes.05G075700.v8.1	turquoise
Manes.05G075800.v8.1	grey
Manes.05G075900.v8.1	grey
Manes.05G076000.v8.1	grey
Manes.05G076137.v8.1	turquoise
Manes.05G076300.v8.1	turquoise
Manes.05G076400.v8.1	turquoise
Manes.05G076500.v8.1	turquoise
Manes.05G076600.v8.1	yellow
Manes.05G076700.v8.1	grey
Manes.05G076800.v8.1	grey
Manes.05G076900.v8.1	brown
Manes.05G077000.v8.1	turquoise
Manes.05G077100.v8.1	grey
Manes.05G077300.v8.1	grey
Manes.05G077400.v8.1	turquoise
Manes.05G077500.v8.1	greenyellow
Manes.05G077600.v8.1	yellow
Manes.05G077700.v8.1	brown
Manes.05G077800.v8.1	turquoise
Manes.05G077900.v8.1	yellow
Manes.05G078300.v8.1	blue
Manes.05G078400.v8.1	turquoise
Manes.05G078500.v8.1	grey
Manes.05G078600.v8.1	grey
Manes.05G078800.v8.1	grey
Manes.05G079200.v8.1	turquoise
Manes.05G079300.v8.1	yellow
Manes.05G079400.v8.1	grey
Manes.05G079500.v8.1	grey
Manes.05G079600.v8.1	grey
Manes.05G079700.v8.1	blue
Manes.05G079800.v8.1	grey
Manes.05G080000.v8.1	blue
Manes.05G080300.v8.1	salmon
Manes.05G080400.v8.1	turquoise
Manes.05G080800.v8.1	grey
Manes.05G081400.v8.1	grey
Manes.05G081500.v8.1	turquoise
Manes.05G081600.v8.1	yellow
Manes.05G081700.v8.1	tan
Manes.05G081800.v8.1	purple
Manes.05G081900.v8.1	black
Manes.05G082400.v8.1	blue
Manes.05G082700.v8.1	turquoise
Manes.05G082900.v8.1	purple
Manes.05G083000.v8.1	turquoise
Manes.05G083100.v8.1	grey
Manes.05G083466.v8.1	grey
Manes.05G083700.v8.1	turquoise
Manes.05G083800.v8.1	grey
Manes.05G083900.v8.1	grey
Manes.05G084000.v8.1	grey
Manes.05G084100.v8.1	turquoise
Manes.05G084500.v8.1	grey
Manes.05G084600.v8.1	purple
Manes.05G084700.v8.1	turquoise
Manes.05G084900.v8.1	green
Manes.05G085100.v8.1	turquoise
Manes.05G085200.v8.1	grey
Manes.05G085600.v8.1	turquoise
Manes.05G085801.v8.1	turquoise
Manes.05G086300.v8.1	grey
Manes.05G086309.v8.1	grey
Manes.05G086337.v8.1	grey
Manes.05G086324.v8.1	grey
Manes.05G086326.v8.1	grey
Manes.05G086408.v8.1	grey
Manes.05G086444.v8.1	turquoise
Manes.05G086462.v8.1	turquoise
Manes.05G087000.v8.1	grey
Manes.05G087100.v8.1	turquoise
Manes.05G087400.v8.1	blue
Manes.05G087500.v8.1	turquoise
Manes.05G087700.v8.1	blue
Manes.05G087900.v8.1	green
Manes.05G088000.v8.1	brown
Manes.05G088100.v8.1	yellow
Manes.05G088200.v8.1	grey
Manes.05G088300.v8.1	turquoise
Manes.05G088400.v8.1	grey
Manes.05G088800.v8.1	grey
Manes.05G089100.v8.1	brown
Manes.05G089300.v8.1	turquoise
Manes.05G089500.v8.1	turquoise
Manes.05G089600.v8.1	turquoise
Manes.05G089700.v8.1	grey
Manes.05G090300.v8.1	brown
Manes.05G090400.v8.1	grey
Manes.05G090500.v8.1	turquoise
Manes.05G090600.v8.1	grey
Manes.05G090700.v8.1	blue
Manes.05G090800.v8.1	grey
Manes.05G090900.v8.1	grey
Manes.05G091350.v8.1	grey
Manes.05G091600.v8.1	turquoise
Manes.05G091800.v8.1	grey
Manes.05G092000.v8.1	cyan
Manes.05G092100.v8.1	green
Manes.05G092200.v8.1	grey
Manes.05G092400.v8.1	grey
Manes.05G092900.v8.1	black
Manes.05G093100.v8.1	purple
Manes.05G093200.v8.1	grey
Manes.05G093300.v8.1	grey
Manes.05G093400.v8.1	turquoise
Manes.05G093500.v8.1	brown
Manes.05G093600.v8.1	magenta
Manes.05G093700.v8.1	grey
Manes.05G093900.v8.1	grey
Manes.05G094000.v8.1	blue
Manes.05G094300.v8.1	yellow
Manes.05G094400.v8.1	blue
Manes.05G094600.v8.1	black
Manes.05G094700.v8.1	grey
Manes.05G094800.v8.1	grey
Manes.05G095000.v8.1	turquoise
Manes.05G095100.v8.1	grey
Manes.05G095200.v8.1	grey
Manes.05G095300.v8.1	grey
Manes.05G095400.v8.1	turquoise
Manes.05G095600.v8.1	turquoise
Manes.05G095700.v8.1	grey
Manes.05G095800.v8.1	yellow
Manes.05G095900.v8.1	grey
Manes.05G096000.v8.1	grey
Manes.05G096100.v8.1	grey
Manes.05G096200.v8.1	grey
Manes.05G096300.v8.1	green
Manes.05G096500.v8.1	turquoise
Manes.05G096700.v8.1	turquoise
Manes.05G096800.v8.1	turquoise
Manes.05G096900.v8.1	turquoise
Manes.05G097001.v8.1	yellow
Manes.05G097100.v8.1	grey
Manes.05G097501.v8.1	turquoise
Manes.05G097600.v8.1	grey
Manes.05G097701.v8.1	brown
Manes.05G097902.v8.1	brown
Manes.05G098100.v8.1	brown
Manes.05G098175.v8.1	brown
Manes.05G098825.v8.1	pink
Manes.05G099401.v8.1	turquoise
Manes.05G101600.v8.1	turquoise
Manes.05G098700.v8.1	grey
Manes.05G098800.v8.1	grey
Manes.05G098900.v8.1	grey
Manes.05G099000.v8.1	grey
Manes.05G099400.v8.1	grey
Manes.05G099500.v8.1	grey
Manes.05G099600.v8.1	pink
Manes.05G099700.v8.1	blue
Manes.05G099900.v8.1	turquoise
Manes.05G100000.v8.1	turquoise
Manes.05G100100.v8.1	turquoise
Manes.05G100200.v8.1	pink
Manes.05G100300.v8.1	pink
Manes.05G100500.v8.1	brown
Manes.05G100600.v8.1	grey
Manes.05G100800.v8.1	blue
Manes.05G100900.v8.1	grey
Manes.05G101100.v8.1	turquoise
Manes.05G101200.v8.1	turquoise
Manes.05G101300.v8.1	brown
Manes.05G101500.v8.1	grey
Manes.05G101716.v8.1	grey
Manes.05G102900.v8.1	turquoise
Manes.05G102800.v8.1	grey
Manes.05G102700.v8.1	grey
Manes.05G102600.v8.1	grey
Manes.05G102500.v8.1	turquoise
Manes.05G102400.v8.1	brown
Manes.05G102300.v8.1	grey
Manes.05G102100.v8.1	grey
Manes.05G102000.v8.1	tan
Manes.05G101900.v8.1	brown
Manes.05G103000.v8.1	grey
Manes.05G103100.v8.1	yellow
Manes.05G103601.v8.1	turquoise
Manes.05G103900.v8.1	turquoise
Manes.05G104000.v8.1	grey
Manes.05G104200.v8.1	turquoise
Manes.05G104300.v8.1	turquoise
Manes.05G104500.v8.1	red
Manes.05G104750.v8.1	grey
Manes.05G104800.v8.1	turquoise
Manes.05G105100.v8.1	grey
Manes.05G105300.v8.1	turquoise
Manes.05G105400.v8.1	yellow
Manes.05G105600.v8.1	turquoise
Manes.05G105800.v8.1	grey
Manes.05G105900.v8.1	grey
Manes.05G106000.v8.1	grey
Manes.05G106100.v8.1	turquoise
Manes.05G106200.v8.1	grey
Manes.05G106300.v8.1	turquoise
Manes.05G106500.v8.1	cyan
Manes.05G106600.v8.1	grey
Manes.05G106700.v8.1	pink
Manes.05G106800.v8.1	turquoise
Manes.05G106900.v8.1	green
Manes.05G107100.v8.1	yellow
Manes.05G107500.v8.1	turquoise
Manes.05G107600.v8.1	red
Manes.05G107700.v8.1	turquoise
Manes.05G107751.v8.1	grey
Manes.05G107800.v8.1	grey
Manes.05G108100.v8.1	magenta
Manes.05G108200.v8.1	grey
Manes.05G108500.v8.1	green
Manes.05G108600.v8.1	grey
Manes.05G108750.v8.1	grey
Manes.05G108800.v8.1	red
Manes.05G108900.v8.1	turquoise
Manes.05G109000.v8.1	turquoise
Manes.05G110700.v8.1	turquoise
Manes.05G110600.v8.1	turquoise
Manes.05G110500.v8.1	grey
Manes.05G110400.v8.1	grey
Manes.05G110200.v8.1	yellow
Manes.05G110000.v8.1	greenyellow
Manes.05G109900.v8.1	blue
Manes.05G109800.v8.1	salmon
Manes.05G109700.v8.1	grey
Manes.05G109500.v8.1	blue
Manes.05G109300.v8.1	turquoise
Manes.05G112600.v8.1	grey
Manes.05G112500.v8.1	turquoise
Manes.05G112400.v8.1	turquoise
Manes.05G110800.v8.1	brown
Manes.05G112200.v8.1	grey
Manes.05G111800.v8.1	brown
Manes.05G111300.v8.1	turquoise
Manes.05G112800.v8.1	grey
Manes.05G113000.v8.1	grey
Manes.05G113100.v8.1	turquoise
Manes.05G115200.v8.1	lightcyan
Manes.05G115800.v8.1	grey
Manes.05G115900.v8.1	blue
Manes.05G116000.v8.1	grey
Manes.05G116100.v8.1	black
Manes.05G116200.v8.1	grey
Manes.05G116300.v8.1	grey
Manes.05G116600.v8.1	grey
Manes.05G116700.v8.1	grey
Manes.05G117000.v8.1	turquoise
Manes.05G117200.v8.1	grey
Manes.05G117300.v8.1	salmon
Manes.05G117400.v8.1	black
Manes.05G117502.v8.1	lightcyan
Manes.05G117700.v8.1	turquoise
Manes.05G117800.v8.1	turquoise
Manes.05G117900.v8.1	grey
Manes.05G118000.v8.1	blue
Manes.05G118100.v8.1	yellow
Manes.05G118200.v8.1	turquoise
Manes.05G118500.v8.1	blue
Manes.05G118701.v8.1	turquoise
Manes.05G118900.v8.1	pink
Manes.05G119100.v8.1	blue
Manes.05G119232.v8.1	grey
Manes.05G119300.v8.1	turquoise
Manes.05G119500.v8.1	blue
Manes.05G139300.v8.1	grey
Manes.05G139200.v8.1	grey
Manes.05G138900.v8.1	grey
Manes.05G138800.v8.1	turquoise
Manes.05G138700.v8.1	red
Manes.05G138600.v8.1	brown
Manes.05G138500.v8.1	turquoise
Manes.05G138400.v8.1	turquoise
Manes.05G138101.v8.1	blue
Manes.05G140027.v8.1	turquoise
Manes.05G143879.v8.1	turquoise
Manes.05G145805.v8.1	turquoise
Manes.05G137750.v8.1	grey
Manes.05G137600.v8.1	grey
Manes.05G137500.v8.1	turquoise
Manes.05G137300.v8.1	turquoise
Manes.05G112755.v8.1	turquoise
Manes.05G113166.v8.1	yellow
Manes.05G113577.v8.1	turquoise
Manes.05G113988.v8.1	turquoise
Manes.05G114500.v8.1	grey
Manes.05G114400.v8.1	grey
Manes.05G114600.v8.1	black
Manes.05G114700.v8.1	blue
Manes.05G114800.v8.1	turquoise
Manes.05G114900.v8.1	grey
Manes.05G117026.v8.1	turquoise
Manes.05G120878.v8.1	grey
Manes.05G124730.v8.1	grey
Manes.05G126656.v8.1	grey
Manes.05G132300.v8.1	grey
Manes.05G132500.v8.1	turquoise
Manes.05G132600.v8.1	grey
Manes.05G132900.v8.1	grey
Manes.05G133000.v8.1	turquoise
Manes.05G133100.v8.1	turquoise
Manes.05G119700.v8.1	turquoise
Manes.05G119600.v8.1	brown
Manes.05G120000.v8.1	cyan
Manes.05G120100.v8.1	grey
Manes.05G137200.v8.1	turquoise
Manes.05G137100.v8.1	grey
Manes.05G137000.v8.1	yellow
Manes.05G136800.v8.1	blue
Manes.05G131200.v8.1	turquoise
Manes.05G131300.v8.1	turquoise
Manes.05G186753.v8.1	turquoise
Manes.05G186754.v8.1	yellow
Manes.05G131600.v8.1	grey
Manes.05G131700.v8.1	grey
Manes.05G132000.v8.1	grey
Manes.05G132100.v8.1	grey
Manes.05G132200.v8.1	brown
Manes.05G137535.v8.1	blue
Manes.05G137682.v8.1	turquoise
Manes.05G120300.v8.1	brown
Manes.05G120400.v8.1	brown
Manes.05G121300.v8.1	cyan
Manes.05G121500.v8.1	grey
Manes.05G121700.v8.1	brown
Manes.05G122900.v8.1	grey
Manes.05G123347.v8.1	turquoise
Manes.05G123400.v8.1	grey
Manes.05G123500.v8.1	blue
Manes.05G114300.v8.1	turquoise
Manes.05G114200.v8.1	grey
Manes.05G113900.v8.1	turquoise
Manes.05G113800.v8.1	grey
Manes.05G113600.v8.1	blue
Manes.05G113400.v8.1	turquoise
Manes.05G113300.v8.1	grey
Manes.05G113200.v8.1	magenta
Manes.05G136300.v8.1	brown
Manes.05G136400.v8.1	grey
Manes.05G136500.v8.1	grey
Manes.05G136700.v8.1	magenta
Manes.05G130400.v8.1	cyan
Manes.05G130300.v8.1	brown
Manes.05G130100.v8.1	grey
Manes.05G129900.v8.1	turquoise
Manes.05G129800.v8.1	grey
Manes.05G129700.v8.1	turquoise
Manes.05G129600.v8.1	turquoise
Manes.05G129400.v8.1	grey
Manes.05G129300.v8.1	turquoise
Manes.05G129200.v8.1	grey
Manes.05G129000.v8.1	red
Manes.05G128600.v8.1	grey
Manes.05G128500.v8.1	turquoise
Manes.05G128647.v8.1	turquoise
Manes.05G128400.v8.1	turquoise
Manes.05G128247.v8.1	blue
Manes.05G127900.v8.1	blue
Manes.05G127800.v8.1	grey
Manes.05G127600.v8.1	blue
Manes.05G127000.v8.1	brown
Manes.05G126800.v8.1	brown
Manes.05G126500.v8.1	grey
Manes.05G126400.v8.1	turquoise
Manes.05G126200.v8.1	grey
Manes.05G126100.v8.1	blue
Manes.05G126000.v8.1	grey
Manes.05G125800.v8.1	turquoise
Manes.05G125700.v8.1	grey
Manes.05G125500.v8.1	cyan
Manes.05G125300.v8.1	turquoise
Manes.05G125100.v8.1	grey
Manes.05G125000.v8.1	brown
Manes.05G124900.v8.1	turquoise
Manes.05G124800.v8.1	turquoise
Manes.05G124600.v8.1	turquoise
Manes.05G124500.v8.1	turquoise
Manes.05G124400.v8.1	turquoise
Manes.05G124300.v8.1	turquoise
Manes.05G124200.v8.1	grey
Manes.05G124100.v8.1	turquoise
Manes.05G124000.v8.1	yellow
Manes.05G123900.v8.1	blue
Manes.05G131100.v8.1	turquoise
Manes.05G131000.v8.1	turquoise
Manes.05G130900.v8.1	grey
Manes.05G130800.v8.1	grey
Manes.05G130700.v8.1	green
Manes.05G130500.v8.1	green
Manes.05G133500.v8.1	turquoise
Manes.05G133600.v8.1	turquoise
Manes.05G133700.v8.1	yellow
Manes.05G133800.v8.1	cyan
Manes.05G133900.v8.1	brown
Manes.05G134100.v8.1	green
Manes.05G134400.v8.1	grey
Manes.05G134500.v8.1	turquoise
Manes.05G134800.v8.1	salmon
Manes.05G134900.v8.1	green
Manes.05G135000.v8.1	blue
Manes.05G135100.v8.1	grey
Manes.05G135200.v8.1	turquoise
Manes.05G135300.v8.1	turquoise
Manes.05G135400.v8.1	grey
Manes.05G135500.v8.1	grey
Manes.05G136000.v8.1	yellow
Manes.05G136100.v8.1	grey
Manes.05G136200.v8.1	brown
Manes.05G140400.v8.1	grey
Manes.05G140600.v8.1	turquoise
Manes.05G140700.v8.1	grey
Manes.05G140900.v8.1	brown
Manes.05G141000.v8.1	turquoise
Manes.05G141100.v8.1	turquoise
Manes.05G141200.v8.1	turquoise
Manes.05G141400.v8.1	turquoise
Manes.05G141500.v8.1	green
Manes.05G141600.v8.1	grey
Manes.05G142000.v8.1	brown
Manes.05G142100.v8.1	purple
Manes.05G142200.v8.1	brown
Manes.05G142300.v8.1	grey
Manes.05G142400.v8.1	grey
Manes.05G142600.v8.1	turquoise
Manes.05G142800.v8.1	turquoise
Manes.05G142900.v8.1	red
Manes.05G143000.v8.1	grey
Manes.05G143100.v8.1	lightcyan
Manes.05G143200.v8.1	blue
Manes.05G143400.v8.1	grey
Manes.05G143500.v8.1	grey
Manes.05G143600.v8.1	greenyellow
Manes.05G143700.v8.1	grey
Manes.05G143900.v8.1	brown
Manes.05G144100.v8.1	grey
Manes.05G144200.v8.1	grey
Manes.05G144300.v8.1	turquoise
Manes.05G144400.v8.1	turquoise
Manes.05G144500.v8.1	turquoise
Manes.05G144700.v8.1	turquoise
Manes.05G144900.v8.1	turquoise
Manes.05G145100.v8.1	grey
Manes.05G145200.v8.1	turquoise
Manes.05G145300.v8.1	turquoise
Manes.05G145400.v8.1	grey
Manes.05G145700.v8.1	grey
Manes.05G145800.v8.1	grey
Manes.05G145900.v8.1	green
Manes.05G146000.v8.1	brown
Manes.05G146200.v8.1	purple
Manes.05G146300.v8.1	turquoise
Manes.05G146400.v8.1	green
Manes.05G146500.v8.1	blue
Manes.05G146600.v8.1	red
Manes.05G146700.v8.1	yellow
Manes.05G146900.v8.1	blue
Manes.05G147000.v8.1	turquoise
Manes.05G147400.v8.1	grey
Manes.05G147500.v8.1	grey
Manes.05G147600.v8.1	red
Manes.05G147700.v8.1	turquoise
Manes.05G147800.v8.1	cyan
Manes.05G147900.v8.1	blue
Manes.05G148000.v8.1	turquoise
Manes.05G148300.v8.1	grey
Manes.05G148301.v8.1	yellow
Manes.05G148500.v8.1	green
Manes.05G148550.v8.1	grey
Manes.05G148600.v8.1	grey
Manes.05G148800.v8.1	turquoise
Manes.05G148900.v8.1	turquoise
Manes.05G149100.v8.1	grey
Manes.05G149133.v8.1	turquoise
Manes.05G149400.v8.1	turquoise
Manes.05G149600.v8.1	grey
Manes.05G149700.v8.1	grey
Manes.05G149800.v8.1	blue
Manes.05G149900.v8.1	turquoise
Manes.05G139700.v8.1	grey
Manes.05G151200.v8.1	turquoise
Manes.05G151400.v8.1	grey
Manes.05G151500.v8.1	grey
Manes.05G151700.v8.1	turquoise
Manes.05G151800.v8.1	pink
Manes.05G152000.v8.1	turquoise
Manes.05G152200.v8.1	turquoise
Manes.05G152300.v8.1	grey
Manes.05G152500.v8.1	grey
Manes.05G152600.v8.1	yellow
Manes.05G152900.v8.1	turquoise
Manes.05G153000.v8.1	grey
Manes.05G153200.v8.1	turquoise
Manes.05G153300.v8.1	grey
Manes.05G153500.v8.1	brown
Manes.05G153600.v8.1	brown
Manes.05G153800.v8.1	black
Manes.05G154000.v8.1	grey
Manes.05G154200.v8.1	grey
Manes.05G154300.v8.1	yellow
Manes.05G154600.v8.1	grey
Manes.05G154700.v8.1	turquoise
Manes.05G154800.v8.1	turquoise
Manes.05G154900.v8.1	turquoise
Manes.05G155000.v8.1	grey
Manes.05G155100.v8.1	grey
Manes.05G155200.v8.1	grey
Manes.05G155266.v8.1	grey
Manes.05G155333.v8.1	turquoise
Manes.05G155400.v8.1	grey
Manes.05G155500.v8.1	turquoise
Manes.05G155600.v8.1	brown
Manes.05G155800.v8.1	grey
Manes.05G155900.v8.1	yellow
Manes.05G156100.v8.1	turquoise
Manes.05G156200.v8.1	turquoise
Manes.05G156300.v8.1	grey
Manes.05G156400.v8.1	turquoise
Manes.05G157000.v8.1	blue
Manes.05G157200.v8.1	turquoise
Manes.05G157300.v8.1	grey
Manes.05G157400.v8.1	turquoise
Manes.05G157500.v8.1	turquoise
Manes.05G157600.v8.1	grey
Manes.05G157700.v8.1	grey
Manes.05G157800.v8.1	brown
Manes.05G157900.v8.1	grey
Manes.05G158200.v8.1	grey
Manes.05G158700.v8.1	turquoise
Manes.05G158900.v8.1	blue
Manes.05G159000.v8.1	grey
Manes.05G159100.v8.1	grey
Manes.05G159300.v8.1	grey
Manes.05G159400.v8.1	turquoise
Manes.05G159500.v8.1	turquoise
Manes.05G159600.v8.1	black
Manes.05G159700.v8.1	turquoise
Manes.05G159800.v8.1	turquoise
Manes.05G159900.v8.1	grey
Manes.05G160200.v8.1	grey
Manes.05G160350.v8.1	green
Manes.05G160500.v8.1	turquoise
Manes.05G160600.v8.1	grey
Manes.05G160700.v8.1	turquoise
Manes.05G160800.v8.1	grey
Manes.05G161100.v8.1	grey
Manes.05G161400.v8.1	brown
Manes.05G161500.v8.1	grey
Manes.05G161600.v8.1	grey
Manes.05G161700.v8.1	grey
Manes.05G161800.v8.1	yellow
Manes.05G161900.v8.1	turquoise
Manes.05G162000.v8.1	blue
Manes.05G162100.v8.1	brown
Manes.05G162250.v8.1	turquoise
Manes.05G162400.v8.1	grey
Manes.05G162600.v8.1	brown
Manes.05G162700.v8.1	grey
Manes.05G162900.v8.1	grey
Manes.05G163000.v8.1	turquoise
Manes.05G163100.v8.1	turquoise
Manes.05G163200.v8.1	grey
Manes.05G163300.v8.1	turquoise
Manes.05G163400.v8.1	yellow
Manes.05G163500.v8.1	red
Manes.05G163700.v8.1	green
Manes.05G163900.v8.1	grey
Manes.05G164000.v8.1	turquoise
Manes.05G164100.v8.1	grey
Manes.05G164200.v8.1	turquoise
Manes.05G164400.v8.1	grey
Manes.05G164600.v8.1	turquoise
Manes.05G164700.v8.1	turquoise
Manes.05G164701.v8.1	grey
Manes.05G165800.v8.1	grey
Manes.05G165900.v8.1	grey
Manes.05G166100.v8.1	yellow
Manes.05G166200.v8.1	turquoise
Manes.05G166301.v8.1	turquoise
Manes.05G166400.v8.1	grey
Manes.05G166500.v8.1	lightcyan
Manes.05G166600.v8.1	brown
Manes.05G166700.v8.1	grey
Manes.05G166900.v8.1	purple
Manes.05G167000.v8.1	green
Manes.05G167700.v8.1	grey
Manes.05G168200.v8.1	grey
Manes.05G168400.v8.1	grey
Manes.05G168500.v8.1	yellow
Manes.05G168700.v8.1	grey
Manes.05G168800.v8.1	turquoise
Manes.05G168900.v8.1	turquoise
Manes.05G169000.v8.1	brown
Manes.05G169100.v8.1	brown
Manes.05G169200.v8.1	blue
Manes.05G169300.v8.1	cyan
Manes.05G169500.v8.1	grey
Manes.05G169600.v8.1	magenta
Manes.05G169800.v8.1	grey
Manes.05G169801.v8.1	turquoise
Manes.05G170000.v8.1	grey
Manes.05G170600.v8.1	grey
Manes.05G170800.v8.1	grey
Manes.05G170901.v8.1	turquoise
Manes.05G171920.v8.1	turquoise
Manes.05G171000.v8.1	turquoise
Manes.05G171200.v8.1	turquoise
Manes.05G171500.v8.1	turquoise
Manes.05G172100.v8.1	red
Manes.05G172200.v8.1	grey
Manes.05G172300.v8.1	grey
Manes.05G172400.v8.1	turquoise
Manes.05G172500.v8.1	turquoise
Manes.05G173100.v8.1	turquoise
Manes.05G173200.v8.1	grey
Manes.05G173500.v8.1	turquoise
Manes.05G173700.v8.1	turquoise
Manes.05G173800.v8.1	greenyellow
Manes.05G174000.v8.1	grey
Manes.05G174002.v8.1	yellow
Manes.05G174003.v8.1	greenyellow
Manes.05G174100.v8.1	yellow
Manes.05G174200.v8.1	greenyellow
Manes.05G174300.v8.1	grey
Manes.05G174500.v8.1	turquoise
Manes.05G174600.v8.1	grey
Manes.05G174700.v8.1	brown
Manes.05G174900.v8.1	brown
Manes.05G175100.v8.1	blue
Manes.05G175200.v8.1	brown
Manes.05G175300.v8.1	brown
Manes.05G175500.v8.1	brown
Manes.05G175600.v8.1	grey
Manes.05G175700.v8.1	grey
Manes.05G175800.v8.1	cyan
Manes.05G176200.v8.1	grey
Manes.05G176400.v8.1	turquoise
Manes.05G176500.v8.1	tan
Manes.05G176600.v8.1	grey
Manes.05G176700.v8.1	grey
Manes.05G176800.v8.1	blue
Manes.05G176900.v8.1	grey
Manes.05G177000.v8.1	grey
Manes.05G177300.v8.1	turquoise
Manes.05G177400.v8.1	turquoise
Manes.05G177500.v8.1	blue
Manes.05G177600.v8.1	grey
Manes.05G177800.v8.1	grey
Manes.05G177900.v8.1	magenta
Manes.05G178100.v8.1	grey
Manes.05G179100.v8.1	turquoise
Manes.05G179600.v8.1	black
Manes.05G179700.v8.1	turquoise
Manes.05G179800.v8.1	grey
Manes.05G180000.v8.1	grey
Manes.05G180100.v8.1	grey
Manes.05G180200.v8.1	green
Manes.05G180201.v8.1	green
Manes.05G180400.v8.1	grey
Manes.05G180700.v8.1	turquoise
Manes.05G180800.v8.1	grey
Manes.05G180900.v8.1	magenta
Manes.05G181000.v8.1	yellow
Manes.05G181200.v8.1	grey
Manes.05G181300.v8.1	yellow
Manes.05G181400.v8.1	grey
Manes.05G181600.v8.1	grey
Manes.05G181700.v8.1	grey
Manes.05G181800.v8.1	grey
Manes.05G181801.v8.1	turquoise
Manes.05G181850.v8.1	grey
Manes.05G181900.v8.1	turquoise
Manes.05G182000.v8.1	grey
Manes.05G182100.v8.1	blue
Manes.05G182600.v8.1	brown
Manes.05G182700.v8.1	lightcyan
Manes.05G182800.v8.1	grey
Manes.05G182900.v8.1	grey
Manes.05G183000.v8.1	brown
Manes.05G183100.v8.1	grey
Manes.05G183300.v8.1	turquoise
Manes.05G183400.v8.1	brown
Manes.05G183601.v8.1	grey
Manes.05G183900.v8.1	grey
Manes.05G184000.v8.1	grey
Manes.05G184100.v8.1	turquoise
Manes.05G184200.v8.1	green
Manes.05G184300.v8.1	brown
Manes.05G184700.v8.1	brown
Manes.05G184800.v8.1	cyan
Manes.05G184900.v8.1	purple
Manes.05G185101.v8.1	grey
Manes.05G185300.v8.1	grey
Manes.05G185400.v8.1	turquoise
Manes.05G185500.v8.1	cyan
Manes.05G185600.v8.1	brown
Manes.05G185900.v8.1	grey
Manes.05G186000.v8.1	black
Manes.05G186100.v8.1	brown
Manes.05G186400.v8.1	grey
Manes.05G186500.v8.1	grey
Manes.05G186600.v8.1	grey
Manes.05G186800.v8.1	grey
Manes.05G187000.v8.1	turquoise
Manes.05G187100.v8.1	grey
Manes.05G187200.v8.1	grey
Manes.05G187300.v8.1	greenyellow
Manes.05G187400.v8.1	turquoise
Manes.05G187600.v8.1	grey
Manes.05G187800.v8.1	grey
Manes.05G188200.v8.1	turquoise
Manes.05G189000.v8.1	turquoise
Manes.05G189200.v8.1	salmon
Manes.05G189300.v8.1	turquoise
Manes.05G189400.v8.1	turquoise
Manes.05G189500.v8.1	turquoise
Manes.05G189600.v8.1	blue
Manes.05G189700.v8.1	purple
Manes.05G189800.v8.1	turquoise
Manes.05G189900.v8.1	blue
Manes.05G190000.v8.1	turquoise
Manes.05G190100.v8.1	turquoise
Manes.05G190200.v8.1	blue
Manes.05G190400.v8.1	grey
Manes.05G190500.v8.1	grey
Manes.05G190600.v8.1	black
Manes.05G191000.v8.1	black
Manes.05G191100.v8.1	green
Manes.05G191200.v8.1	grey
Manes.05G191300.v8.1	yellow
Manes.05G191400.v8.1	purple
Manes.05G191500.v8.1	turquoise
Manes.05G191900.v8.1	grey
Manes.05G192200.v8.1	turquoise
Manes.05G192300.v8.1	grey
Manes.05G192400.v8.1	grey
Manes.05G192500.v8.1	blue
Manes.05G192700.v8.1	blue
Manes.05G192730.v8.1	yellow
Manes.05G192781.v8.1	turquoise
Manes.05G193000.v8.1	grey
