"sourceNode","targetNode","bicor","shared_name","cor_direction"
"Manes.15G018800","Manes.16G108900",0.163685491111597,"Manes.15G018800 (interacts with) Manes.16G108900","+"
"Manes.15G034400","Manes.16G108900",-0.243628667851686,"Manes.15G034400 (interacts with) Manes.16G108900","-"
"Manes.15G040800","Manes.16G108900",-0.0068290948491999,"Manes.15G040800 (interacts with) Manes.16G108900","-"
"Manes.15G047700","Manes.16G108900",0.241443870878105,"Manes.15G047700 (interacts with) Manes.16G108900","+"
"Manes.15G050500","Manes.16G108900",0.240601131989169,"Manes.15G050500 (interacts with) Manes.16G108900","+"
"Manes.15G060100","Manes.16G108900",-0.0547975961096583,"Manes.15G060100 (interacts with) Manes.16G108900","-"
"Manes.15G091900","Manes.16G108900",0.332542488702608,"Manes.15G091900 (interacts with) Manes.16G108900","+"
"Manes.15G099200","Manes.16G108900",-0.15825329048534,"Manes.15G099200 (interacts with) Manes.16G108900","-"
"Manes.15G100400","Manes.16G108900",-0.0198990275672669,"Manes.15G100400 (interacts with) Manes.16G108900","-"
"Manes.15G102000","Manes.16G108900",0.235151596557745,"Manes.15G102000 (interacts with) Manes.16G108900","+"
"Manes.15G118600","Manes.16G108900",-0.0464291305563512,"Manes.15G118600 (interacts with) Manes.16G108900","-"
"Manes.15G122400","Manes.16G108900",0.282489320842041,"Manes.15G122400 (interacts with) Manes.16G108900","+"
"Manes.15G122600","Manes.16G108900",0.396907997812919,"Manes.15G122600 (interacts with) Manes.16G108900","+"
"Manes.15G131800","Manes.16G108900",0.127580639249311,"Manes.15G131800 (interacts with) Manes.16G108900","+"
"Manes.15G147700","Manes.16G108900",0.0792730224804354,"Manes.15G147700 (interacts with) Manes.16G108900","+"
"Manes.15G156700","Manes.16G108900",-0.231701061596272,"Manes.15G156700 (interacts with) Manes.16G108900","-"
"Manes.15G170100","Manes.16G108900",0.166047545265373,"Manes.15G170100 (interacts with) Manes.16G108900","+"
"Manes.15G190275","Manes.16G108900",-0.043138802517798,"Manes.15G190275 (interacts with) Manes.16G108900","-"
"Manes.16G002600","Manes.16G108900",0.0696106528257254,"Manes.16G002600 (interacts with) Manes.16G108900","+"
"Manes.16G006900","Manes.16G108900",-0.170324104027992,"Manes.16G006900 (interacts with) Manes.16G108900","-"
"Manes.16G035000","Manes.16G108900",0.00278670423975231,"Manes.16G035000 (interacts with) Manes.16G108900","+"
"Manes.16G036400","Manes.16G108900",-0.330668398773973,"Manes.16G036400 (interacts with) Manes.16G108900","-"
"Manes.16G076300","Manes.16G108900",0.167390088558254,"Manes.16G076300 (interacts with) Manes.16G108900","+"
"Manes.16G090600","Manes.16G108900",-0.0968061009644803,"Manes.16G090600 (interacts with) Manes.16G108900","-"
"Manes.16G099600","Manes.16G108900",-0.263786490455377,"Manes.16G099600 (interacts with) Manes.16G108900","-"
"Manes.16G106600","Manes.16G108900",-0.271002800996218,"Manes.16G106600 (interacts with) Manes.16G108900","-"
"Manes.16G108900","Manes.16G108900",1,"Manes.16G108900 (interacts with) Manes.16G108900","+"
"Manes.16G118600","Manes.16G108900",0.0898299133517228,"Manes.16G118600 (interacts with) Manes.16G108900","+"
"Manes.16G123800","Manes.16G108900",0.058690249290691,"Manes.16G123800 (interacts with) Manes.16G108900","+"
"Manes.16G128400","Manes.16G108900",-0.0714890020970524,"Manes.16G128400 (interacts with) Manes.16G108900","-"
"Manes.16G135300","Manes.16G108900",-0.0758094942337306,"Manes.16G135300 (interacts with) Manes.16G108900","-"
"Manes.17G038964","Manes.16G108900",0.0115526245906958,"Manes.17G038964 (interacts with) Manes.16G108900","+"
"Manes.17G038908","Manes.16G108900",0.0815438263668908,"Manes.17G038908 (interacts with) Manes.16G108900","+"
"Manes.17G049200","Manes.16G108900",-0.173759319829053,"Manes.17G049200 (interacts with) Manes.16G108900","-"
"Manes.17G052300","Manes.16G108900",0.0193334491105577,"Manes.17G052300 (interacts with) Manes.16G108900","+"
"Manes.17G053600","Manes.16G108900",-0.254893250954003,"Manes.17G053600 (interacts with) Manes.16G108900","-"
"Manes.17G071300","Manes.16G108900",-0.485147363738349,"Manes.17G071300 (interacts with) Manes.16G108900","-"
"Manes.17G081000","Manes.16G108900",-0.0552037764345457,"Manes.17G081000 (interacts with) Manes.16G108900","-"
"Manes.17G098700","Manes.16G108900",-0.122463486671226,"Manes.17G098700 (interacts with) Manes.16G108900","-"
"Manes.17G107100","Manes.16G108900",-0.102269841260892,"Manes.17G107100 (interacts with) Manes.16G108900","-"
"Manes.17G108500","Manes.16G108900",0.227299888438007,"Manes.17G108500 (interacts with) Manes.16G108900","+"
"Manes.18G001100","Manes.16G108900",-0.355924225288646,"Manes.18G001100 (interacts with) Manes.16G108900","-"
"Manes.18G003300","Manes.16G108900",-0.134951943625014,"Manes.18G003300 (interacts with) Manes.16G108900","-"
"Manes.18G007380","Manes.16G108900",-0.0863044231892012,"Manes.18G007380 (interacts with) Manes.16G108900","-"
"Manes.18G014000","Manes.16G108900",0.404641341520628,"Manes.18G014000 (interacts with) Manes.16G108900","+"
"Manes.18G019650","Manes.16G108900",0.0299554415028473,"Manes.18G019650 (interacts with) Manes.16G108900","+"
"Manes.18G022600","Manes.16G108900",-0.101337542419929,"Manes.18G022600 (interacts with) Manes.16G108900","-"
"Manes.18G027800","Manes.16G108900",-0.2524933266946,"Manes.18G027800 (interacts with) Manes.16G108900","-"
"Manes.18G054615","Manes.16G108900",-0.0292660382059884,"Manes.18G054615 (interacts with) Manes.16G108900","-"
"Manes.18G060600","Manes.16G108900",-0.0305425365933942,"Manes.18G060600 (interacts with) Manes.16G108900","-"
"Manes.18G063352","Manes.16G108900",-0.0199244717813143,"Manes.18G063352 (interacts with) Manes.16G108900","-"
"Manes.18G069600","Manes.16G108900",0.38406891032924,"Manes.18G069600 (interacts with) Manes.16G108900","+"
"Manes.18G083251","Manes.16G108900",-0.015744758300992,"Manes.18G083251 (interacts with) Manes.16G108900","-"
"Manes.18G086800","Manes.16G108900",-0.323463208418248,"Manes.18G086800 (interacts with) Manes.16G108900","-"
"Manes.18G087000","Manes.16G108900",0.150182661754109,"Manes.18G087000 (interacts with) Manes.16G108900","+"
"Manes.18G087401","Manes.16G108900",-0.215577980960352,"Manes.18G087401 (interacts with) Manes.16G108900","-"
"Manes.18G100100","Manes.16G108900",-0.201665231680345,"Manes.18G100100 (interacts with) Manes.16G108900","-"
"Manes.18G103000","Manes.16G108900",0.03086485942352,"Manes.18G103000 (interacts with) Manes.16G108900","+"
"Manes.18G141800","Manes.16G108900",0.109764354235079,"Manes.18G141800 (interacts with) Manes.16G108900","+"
"Phytoene","Manes.16G108900",0.248563367147921,"Phytoene (interacts with) Manes.16G108900","+"
"Phytofluene","Manes.16G108900",0.275869428082999,"Phytofluene (interacts with) Manes.16G108900","+"
"Zeta.Carotene","Manes.16G108900",0.279810793639817,"Zeta.Carotene (interacts with) Manes.16G108900","+"
"Violaxanthin.peak.1","Manes.16G108900",-0.0609838366435237,"Violaxanthin.peak.1 (interacts with) Manes.16G108900","-"
"Violaxanthin.peak.2","Manes.16G108900",-0.0709004512768004,"Violaxanthin.peak.2 (interacts with) Manes.16G108900","-"
"Lutein","Manes.16G108900",-0.0124253983271228,"Lutein (interacts with) Manes.16G108900","-"
"total_carotenoids","Manes.16G108900",0.316762176545757,"total_carotenoids (interacts with) Manes.16G108900","+"
"Beta.Carotene","Manes.16G108900",0.328347913147524,"Beta.Carotene (interacts with) Manes.16G108900","+"
"total_violaxanthin","Manes.16G108900",-0.068098657505301,"total_violaxanthin (interacts with) Manes.16G108900","-"
"percent_bcarotene","Manes.16G108900",0.160088513170621,"percent_bcarotene (interacts with) Manes.16G108900","+"
"percent_ciscarotenes","Manes.16G108900",0.20055780170387,"percent_ciscarotenes (interacts with) Manes.16G108900","+"
"ratio_cis_bc","Manes.16G108900",0.195246526810603,"ratio_cis_bc (interacts with) Manes.16G108900","+"
"ratio_viola_bc","Manes.16G108900",-0.32125882177243,"ratio_viola_bc (interacts with) Manes.16G108900","-"
"i_o_diff_TC","Manes.16G108900",0.0236500619812381,"i_o_diff_TC (interacts with) Manes.16G108900","+"
"dry_matter","Manes.16G108900",-0.102680081782355,"dry_matter (interacts with) Manes.16G108900","-"
"i_o_diff_DM","Manes.16G108900",0.0229986290860426,"i_o_diff_DM (interacts with) Manes.16G108900","+"
"Manes.01G001200","Manes.16G118600",-0.189707527671161,"Manes.01G001200 (interacts with) Manes.16G118600","-"
"Manes.01G023200","Manes.16G118600",-0.327612448533033,"Manes.01G023200 (interacts with) Manes.16G118600","-"
"Manes.01G026700","Manes.16G118600",-0.117494036436016,"Manes.01G026700 (interacts with) Manes.16G118600","-"
"Manes.01G069000","Manes.16G118600",0.0620411488934363,"Manes.01G069000 (interacts with) Manes.16G118600","+"
"Manes.01G076500","Manes.16G118600",-0.0947921148115708,"Manes.01G076500 (interacts with) Manes.16G118600","-"
"Manes.01G083600","Manes.16G118600",-0.100212084690882,"Manes.01G083600 (interacts with) Manes.16G118600","-"
"Manes.01G091700","Manes.16G118600",0.0754815714272649,"Manes.01G091700 (interacts with) Manes.16G118600","+"
"Manes.01G116600","Manes.16G118600",-0.235269717435977,"Manes.01G116600 (interacts with) Manes.16G118600","-"
"Manes.01G123000","Manes.16G118600",-0.168728893765529,"Manes.01G123000 (interacts with) Manes.16G118600","-"
"Manes.01G124200","Manes.16G118600",0.114681755854655,"Manes.01G124200 (interacts with) Manes.16G118600","+"
"Manes.01G129000","Manes.16G118600",0.1537485705969,"Manes.01G129000 (interacts with) Manes.16G118600","+"
"Manes.01G134800","Manes.16G118600",-0.375515570673706,"Manes.01G134800 (interacts with) Manes.16G118600","-"
"Manes.01G153600","Manes.16G118600",0.0300672874698123,"Manes.01G153600 (interacts with) Manes.16G118600","+"
"Manes.01G157500","Manes.16G118600",-0.224983848747202,"Manes.01G157500 (interacts with) Manes.16G118600","-"
"Manes.01G162300","Manes.16G118600",-0.369978113158182,"Manes.01G162300 (interacts with) Manes.16G118600","-"
"Manes.01G165700","Manes.16G118600",0.13251099731387,"Manes.01G165700 (interacts with) Manes.16G118600","+"
"Manes.01G173500","Manes.16G118600",-0.0336326643450992,"Manes.01G173500 (interacts with) Manes.16G118600","-"
"Manes.01G176400","Manes.16G118600",-0.214426102612479,"Manes.01G176400 (interacts with) Manes.16G118600","-"
"Manes.01G184000","Manes.16G118600",0.00183789620478962,"Manes.01G184000 (interacts with) Manes.16G118600","+"
"Manes.01G194500","Manes.16G118600",-0.237407926916448,"Manes.01G194500 (interacts with) Manes.16G118600","-"
"Manes.01G200300","Manes.16G118600",0.0238974938782104,"Manes.01G200300 (interacts with) Manes.16G118600","+"
"Manes.01G221900","Manes.16G118600",0.04966667404373,"Manes.01G221900 (interacts with) Manes.16G118600","+"
"Manes.01G236700","Manes.16G118600",-0.193956590553978,"Manes.01G236700 (interacts with) Manes.16G118600","-"
"Manes.01G239900","Manes.16G118600",-0.0169510428096411,"Manes.01G239900 (interacts with) Manes.16G118600","-"
"Manes.01G263700","Manes.16G118600",-0.0525237465005671,"Manes.01G263700 (interacts with) Manes.16G118600","-"
"Manes.01G270900","Manes.16G118600",-0.0224904022544072,"Manes.01G270900 (interacts with) Manes.16G118600","-"
"Manes.02G001000","Manes.16G118600",-0.184049130254791,"Manes.02G001000 (interacts with) Manes.16G118600","-"
"Manes.02G006200","Manes.16G118600",-0.143590861389791,"Manes.02G006200 (interacts with) Manes.16G118600","-"
"Manes.02G017610","Manes.16G118600",0.227083457288183,"Manes.02G017610 (interacts with) Manes.16G118600","+"
"Manes.02G030900","Manes.16G118600",0.121745418618501,"Manes.02G030900 (interacts with) Manes.16G118600","+"
"Manes.02G035200","Manes.16G118600",0.0115743352639155,"Manes.02G035200 (interacts with) Manes.16G118600","+"
"Manes.02G035900","Manes.16G118600",0.0607455138849836,"Manes.02G035900 (interacts with) Manes.16G118600","+"
"Manes.02G038200","Manes.16G118600",0.00867466260768983,"Manes.02G038200 (interacts with) Manes.16G118600","+"
"Manes.02G046733","Manes.16G118600",-0.327089015968054,"Manes.02G046733 (interacts with) Manes.16G118600","-"
"Manes.02G052200","Manes.16G118600",0.00867705092888428,"Manes.02G052200 (interacts with) Manes.16G118600","+"
"Manes.02G052240","Manes.16G118600",-0.332120928537414,"Manes.02G052240 (interacts with) Manes.16G118600","-"
"Manes.02G052280","Manes.16G118600",-0.0872596826961038,"Manes.02G052280 (interacts with) Manes.16G118600","-"
"Manes.02G052360","Manes.16G118600",0.210731817194619,"Manes.02G052360 (interacts with) Manes.16G118600","+"
"Manes.02G052520","Manes.16G118600",-0.147950831062693,"Manes.02G052520 (interacts with) Manes.16G118600","-"
"Manes.02G052600","Manes.16G118600",-0.196555123655501,"Manes.02G052600 (interacts with) Manes.16G118600","-"
"Manes.02G064400","Manes.16G118600",0.199453127208036,"Manes.02G064400 (interacts with) Manes.16G118600","+"
"Manes.02G068600","Manes.16G118600",-0.202275853011254,"Manes.02G068600 (interacts with) Manes.16G118600","-"
"Manes.02G080600","Manes.16G118600",0.378534621782505,"Manes.02G080600 (interacts with) Manes.16G118600","+"
"Manes.02G081700","Manes.16G118600",-0.281044590505836,"Manes.02G081700 (interacts with) Manes.16G118600","-"
"Manes.02G082800","Manes.16G118600",-0.210937543174824,"Manes.02G082800 (interacts with) Manes.16G118600","-"
"Manes.02G086900","Manes.16G118600",0.0411771820386137,"Manes.02G086900 (interacts with) Manes.16G118600","+"
"Manes.02G090600","Manes.16G118600",0.170208616381444,"Manes.02G090600 (interacts with) Manes.16G118600","+"
"Manes.02G093200","Manes.16G118600",-0.1095459153903,"Manes.02G093200 (interacts with) Manes.16G118600","-"
"Manes.02G101600","Manes.16G118600",-0.0576495839892008,"Manes.02G101600 (interacts with) Manes.16G118600","-"
"Manes.02G110200","Manes.16G118600",-0.0569274112686195,"Manes.02G110200 (interacts with) Manes.16G118600","-"
"Manes.02G112500","Manes.16G118600",-0.230288772338055,"Manes.02G112500 (interacts with) Manes.16G118600","-"
"Manes.02G116900","Manes.16G118600",-0.148465264374397,"Manes.02G116900 (interacts with) Manes.16G118600","-"
"Manes.02G120500","Manes.16G118600",-0.233748536345242,"Manes.02G120500 (interacts with) Manes.16G118600","-"
"Manes.02G122500","Manes.16G118600",-0.305559938386755,"Manes.02G122500 (interacts with) Manes.16G118600","-"
"Manes.02G132800","Manes.16G118600",-0.427348259926533,"Manes.02G132800 (interacts with) Manes.16G118600","-"
"Manes.02G134400","Manes.16G118600",0.085951971728867,"Manes.02G134400 (interacts with) Manes.16G118600","+"
"Manes.02G146400","Manes.16G118600",0.0198133404399564,"Manes.02G146400 (interacts with) Manes.16G118600","+"
"Manes.02G154900","Manes.16G118600",-0.319392604035309,"Manes.02G154900 (interacts with) Manes.16G118600","-"
"Manes.02G190800","Manes.16G118600",-0.439712576738631,"Manes.02G190800 (interacts with) Manes.16G118600","-"
"Manes.02G194100","Manes.16G118600",0.0790332747816451,"Manes.02G194100 (interacts with) Manes.16G118600","+"
"Manes.02G226001","Manes.16G118600",0.0750987068994348,"Manes.02G226001 (interacts with) Manes.16G118600","+"
"Manes.03G017900","Manes.16G118600",-0.266307612232553,"Manes.03G017900 (interacts with) Manes.16G118600","-"
"Manes.03G026700","Manes.16G118600",-0.0678734238526549,"Manes.03G026700 (interacts with) Manes.16G118600","-"
"Manes.03G029300","Manes.16G118600",-0.0737226358428447,"Manes.03G029300 (interacts with) Manes.16G118600","-"
"Manes.03G044400","Manes.16G118600",-0.244629541578698,"Manes.03G044400 (interacts with) Manes.16G118600","-"
"Manes.03G049200","Manes.16G118600",-0.0310070180484611,"Manes.03G049200 (interacts with) Manes.16G118600","-"
"Manes.03G058700","Manes.16G118600",-0.278461785939444,"Manes.03G058700 (interacts with) Manes.16G118600","-"
"Manes.03G096600","Manes.16G118600",-0.0401623556483652,"Manes.03G096600 (interacts with) Manes.16G118600","-"
"Manes.03G083500","Manes.16G118600",-0.0682187537666466,"Manes.03G083500 (interacts with) Manes.16G118600","-"
"Manes.03G083900","Manes.16G118600",0.0236727497662126,"Manes.03G083900 (interacts with) Manes.16G118600","+"
"Manes.03G103200","Manes.16G118600",-0.334089294598907,"Manes.03G103200 (interacts with) Manes.16G118600","-"
"Manes.03G129800","Manes.16G118600",-0.0935936672708045,"Manes.03G129800 (interacts with) Manes.16G118600","-"
"Manes.03G133300","Manes.16G118600",-0.00898082315163982,"Manes.03G133300 (interacts with) Manes.16G118600","-"
"Manes.03G143700","Manes.16G118600",-0.17372711561238,"Manes.03G143700 (interacts with) Manes.16G118600","-"
"Manes.03G150400","Manes.16G118600",0.0982543362606717,"Manes.03G150400 (interacts with) Manes.16G118600","+"
"Manes.03G155800","Manes.16G118600",0.0363917102495703,"Manes.03G155800 (interacts with) Manes.16G118600","+"
"Manes.03G164100","Manes.16G118600",-0.103540484883101,"Manes.03G164100 (interacts with) Manes.16G118600","-"
"Manes.03G171200","Manes.16G118600",-0.135590849953179,"Manes.03G171200 (interacts with) Manes.16G118600","-"
"Manes.03G191000","Manes.16G118600",0.109149222466614,"Manes.03G191000 (interacts with) Manes.16G118600","+"
"Manes.03G198900","Manes.16G118600",0.116232593913682,"Manes.03G198900 (interacts with) Manes.16G118600","+"
"Manes.03G202500","Manes.16G118600",0.0803556285583792,"Manes.03G202500 (interacts with) Manes.16G118600","+"
"Manes.03G206800","Manes.16G118600",0.0355763190531727,"Manes.03G206800 (interacts with) Manes.16G118600","+"
"Manes.03G209100","Manes.16G118600",-0.115810733437515,"Manes.03G209100 (interacts with) Manes.16G118600","-"
"Manes.04G021700","Manes.16G118600",-0.0762041190196063,"Manes.04G021700 (interacts with) Manes.16G118600","-"
"Manes.04G043700","Manes.16G118600",-0.020063598558815,"Manes.04G043700 (interacts with) Manes.16G118600","-"
"Manes.04G053480","Manes.16G118600",-0.058025469552151,"Manes.04G053480 (interacts with) Manes.16G118600","-"
"Manes.04G078300","Manes.16G118600",-0.140229199362939,"Manes.04G078300 (interacts with) Manes.16G118600","-"
"Manes.04G083800","Manes.16G118600",-0.242257119803401,"Manes.04G083800 (interacts with) Manes.16G118600","-"
"Manes.04G134700","Manes.16G118600",-0.229794678936724,"Manes.04G134700 (interacts with) Manes.16G118600","-"
"Manes.04G141800","Manes.16G118600",-0.190482592754965,"Manes.04G141800 (interacts with) Manes.16G118600","-"
"Manes.04G160400","Manes.16G118600",-0.23118049854095,"Manes.04G160400 (interacts with) Manes.16G118600","-"
"Manes.04G164700","Manes.16G118600",0.153031593879542,"Manes.04G164700 (interacts with) Manes.16G118600","+"
"Manes.05G000300","Manes.16G118600",0.278935406535201,"Manes.05G000300 (interacts with) Manes.16G118600","+"
"Manes.05G016500","Manes.16G118600",0.265914477935035,"Manes.05G016500 (interacts with) Manes.16G118600","+"
"Manes.05G034800","Manes.16G118600",-0.173990295214661,"Manes.05G034800 (interacts with) Manes.16G118600","-"
"Manes.05G034900","Manes.16G118600",-0.0475633520321698,"Manes.05G034900 (interacts with) Manes.16G118600","-"
"Manes.05G073400","Manes.16G118600",0.0426798530614967,"Manes.05G073400 (interacts with) Manes.16G118600","+"
"Manes.05G093200","Manes.16G118600",0.116781052711458,"Manes.05G093200 (interacts with) Manes.16G118600","+"
"Manes.05G108500","Manes.16G118600",-0.0429693345726378,"Manes.05G108500 (interacts with) Manes.16G118600","-"
"Manes.05G128600","Manes.16G118600",-0.157512577369592,"Manes.05G128600 (interacts with) Manes.16G118600","-"
"Manes.05G133800","Manes.16G118600",-0.206153958809022,"Manes.05G133800 (interacts with) Manes.16G118600","-"
"Manes.05G147500","Manes.16G118600",0.259491318384822,"Manes.05G147500 (interacts with) Manes.16G118600","+"
"Manes.05G157500","Manes.16G118600",0.0312785622322148,"Manes.05G157500 (interacts with) Manes.16G118600","+"
"Manes.05G160800","Manes.16G118600",-0.309600725392232,"Manes.05G160800 (interacts with) Manes.16G118600","-"
"Manes.05G189000","Manes.16G118600",0.0747814487469777,"Manes.05G189000 (interacts with) Manes.16G118600","+"
"Manes.05G193700","Manes.16G118600",-0.0385348111539654,"Manes.05G193700 (interacts with) Manes.16G118600","-"
"Manes.05G194300","Manes.16G118600",0.204707690839107,"Manes.05G194300 (interacts with) Manes.16G118600","+"
"Manes.05G200900","Manes.16G118600",-0.00880810703836664,"Manes.05G200900 (interacts with) Manes.16G118600","-"
"Manes.05G202700","Manes.16G118600",0.201816837854684,"Manes.05G202700 (interacts with) Manes.16G118600","+"
"Manes.06G005200","Manes.16G118600",-0.195452858580935,"Manes.06G005200 (interacts with) Manes.16G118600","-"
"Manes.06G028100","Manes.16G118600",0.0118492585610467,"Manes.06G028100 (interacts with) Manes.16G118600","+"
"Manes.06G054000","Manes.16G118600",-0.247173648134586,"Manes.06G054000 (interacts with) Manes.16G118600","-"
"Manes.06G063500","Manes.16G118600",-0.135898477942781,"Manes.06G063500 (interacts with) Manes.16G118600","-"
"Manes.06G091900","Manes.16G118600",-0.205436672609141,"Manes.06G091900 (interacts with) Manes.16G118600","-"
"Manes.06G101600","Manes.16G118600",-0.362092105953006,"Manes.06G101600 (interacts with) Manes.16G118600","-"
"Manes.06G101800","Manes.16G118600",-0.162586728001954,"Manes.06G101800 (interacts with) Manes.16G118600","-"
"Manes.06G104700","Manes.16G118600",0.190391803771322,"Manes.06G104700 (interacts with) Manes.16G118600","+"
"Manes.06G116400","Manes.16G118600",-0.465945749731132,"Manes.06G116400 (interacts with) Manes.16G118600","-"
"Manes.06G141300","Manes.16G118600",-0.247007543088021,"Manes.06G141300 (interacts with) Manes.16G118600","-"
"Manes.06G141400","Manes.16G118600",-0.247907653281968,"Manes.06G141400 (interacts with) Manes.16G118600","-"
"Manes.06G152200","Manes.16G118600",0.0531258683483488,"Manes.06G152200 (interacts with) Manes.16G118600","+"
"Manes.06G155200","Manes.16G118600",-0.279421867954538,"Manes.06G155200 (interacts with) Manes.16G118600","-"
"Manes.06G161400","Manes.16G118600",0.117685387960879,"Manes.06G161400 (interacts with) Manes.16G118600","+"
"Manes.06G176400","Manes.16G118600",0.216761469903285,"Manes.06G176400 (interacts with) Manes.16G118600","+"
"Manes.06G176500","Manes.16G118600",-0.0129926245687271,"Manes.06G176500 (interacts with) Manes.16G118600","-"
"Manes.06G176700","Manes.16G118600",-0.361250840754409,"Manes.06G176700 (interacts with) Manes.16G118600","-"
"Manes.07G000100","Manes.16G118600",-0.210335690347784,"Manes.07G000100 (interacts with) Manes.16G118600","-"
"Manes.07G000500","Manes.16G118600",-0.15685929695102,"Manes.07G000500 (interacts with) Manes.16G118600","-"
"Manes.07G025600","Manes.16G118600",-0.00730895288745951,"Manes.07G025600 (interacts with) Manes.16G118600","-"
"Manes.07G049100","Manes.16G118600",-0.197242279086345,"Manes.07G049100 (interacts with) Manes.16G118600","-"
"Manes.07G056100","Manes.16G118600",-0.173025590657172,"Manes.07G056100 (interacts with) Manes.16G118600","-"
"Manes.07G056300","Manes.16G118600",-0.0878651346962743,"Manes.07G056300 (interacts with) Manes.16G118600","-"
"Manes.07G087500","Manes.16G118600",0.141050745329525,"Manes.07G087500 (interacts with) Manes.16G118600","+"
"Manes.07G116700","Manes.16G118600",-0.04214915768529,"Manes.07G116700 (interacts with) Manes.16G118600","-"
"Manes.08G008500","Manes.16G118600",-0.0273239375766964,"Manes.08G008500 (interacts with) Manes.16G118600","-"
"Manes.08G016300","Manes.16G118600",-0.153431201028738,"Manes.08G016300 (interacts with) Manes.16G118600","-"
"Manes.08G018800","Manes.16G118600",-0.40031773401482,"Manes.08G018800 (interacts with) Manes.16G118600","-"
"Manes.08G020200","Manes.16G118600",-0.377886985749878,"Manes.08G020200 (interacts with) Manes.16G118600","-"
"Manes.08G021400","Manes.16G118600",-0.011406323449427,"Manes.08G021400 (interacts with) Manes.16G118600","-"
"Manes.08G022400","Manes.16G118600",-0.235465237196468,"Manes.08G022400 (interacts with) Manes.16G118600","-"
"Manes.08G037000","Manes.16G118600",-0.0613005506724542,"Manes.08G037000 (interacts with) Manes.16G118600","-"
"Manes.08G037100","Manes.16G118600",-0.0579645606958368,"Manes.08G037100 (interacts with) Manes.16G118600","-"
"Manes.08G050700","Manes.16G118600",-0.0047172091483132,"Manes.08G050700 (interacts with) Manes.16G118600","-"
"Manes.08G076550","Manes.16G118600",-0.0100364588715342,"Manes.08G076550 (interacts with) Manes.16G118600","-"
"Manes.08G091100","Manes.16G118600",0.187583924410651,"Manes.08G091100 (interacts with) Manes.16G118600","+"
"Manes.08G094400","Manes.16G118600",-0.0850257405162415,"Manes.08G094400 (interacts with) Manes.16G118600","-"
"Manes.08G103800","Manes.16G118600",-0.529473095431905,"Manes.08G103800 (interacts with) Manes.16G118600","-"
"Manes.08G122300","Manes.16G118600",0.100680636423616,"Manes.08G122300 (interacts with) Manes.16G118600","+"
"Manes.08G128100","Manes.16G118600",0.371617372028547,"Manes.08G128100 (interacts with) Manes.16G118600","+"
"Manes.08G151600","Manes.16G118600",-0.170541022604241,"Manes.08G151600 (interacts with) Manes.16G118600","-"
"Manes.08G151500","Manes.16G118600",0.0231720295524931,"Manes.08G151500 (interacts with) Manes.16G118600","+"
"Manes.08G156000","Manes.16G118600",0.140322700074989,"Manes.08G156000 (interacts with) Manes.16G118600","+"
"Manes.08G162200","Manes.16G118600",0.127562908208576,"Manes.08G162200 (interacts with) Manes.16G118600","+"
"Manes.08G166700","Manes.16G118600",-0.321231222544213,"Manes.08G166700 (interacts with) Manes.16G118600","-"
"Manes.09G007300","Manes.16G118600",0.00981094366075385,"Manes.09G007300 (interacts with) Manes.16G118600","+"
"Manes.09G008200","Manes.16G118600",0.191010247830997,"Manes.09G008200 (interacts with) Manes.16G118600","+"
"Manes.09G042100","Manes.16G118600",-0.026296238538868,"Manes.09G042100 (interacts with) Manes.16G118600","-"
"Manes.09G056200","Manes.16G118600",0.0579132239369161,"Manes.09G056200 (interacts with) Manes.16G118600","+"
"Manes.09G058676","Manes.16G118600",-0.163583282296799,"Manes.09G058676 (interacts with) Manes.16G118600","-"
"Manes.09G060608","Manes.16G118600",-0.374556977205877,"Manes.09G060608 (interacts with) Manes.16G118600","-"
"Manes.09G061100","Manes.16G118600",0.0514238049447826,"Manes.09G061100 (interacts with) Manes.16G118600","+"
"Manes.09G049886","Manes.16G118600",0.0990523826858059,"Manes.09G049886 (interacts with) Manes.16G118600","+"
"Manes.09G066828","Manes.16G118600",0.144593920674234,"Manes.09G066828 (interacts with) Manes.16G118600","+"
"Manes.09G076472","Manes.16G118600",0.0588823312825629,"Manes.09G076472 (interacts with) Manes.16G118600","+"
"Manes.09G079657","Manes.16G118600",-0.104552051842286,"Manes.09G079657 (interacts with) Manes.16G118600","-"
"Manes.09G084500","Manes.16G118600",-0.107676778530704,"Manes.09G084500 (interacts with) Manes.16G118600","-"
"Manes.09G085200","Manes.16G118600",-0.0581986041070318,"Manes.09G085200 (interacts with) Manes.16G118600","-"
"Manes.09G100784","Manes.16G118600",0.201430131699483,"Manes.09G100784 (interacts with) Manes.16G118600","+"
"Manes.09G104500","Manes.16G118600",-0.0591226521768744,"Manes.09G104500 (interacts with) Manes.16G118600","-"
"Manes.09G106300","Manes.16G118600",-0.0240011796429351,"Manes.09G106300 (interacts with) Manes.16G118600","-"
"Manes.09G120000","Manes.16G118600",-0.204767865787931,"Manes.09G120000 (interacts with) Manes.16G118600","-"
"Manes.09G128000","Manes.16G118600",-0.0771321000534166,"Manes.09G128000 (interacts with) Manes.16G118600","-"
"Manes.09G129300","Manes.16G118600",-0.00728132570649377,"Manes.09G129300 (interacts with) Manes.16G118600","-"
"Manes.09G144600","Manes.16G118600",0.00678723296816637,"Manes.09G144600 (interacts with) Manes.16G118600","+"
