Sample_Name,Sample_Title,Isolate,Organism,Cultivar,Development_stage,Collection_date,Geographic_location,Tissue
TCDM4_403_A20_rt3_i,218_X8_41.5_rt1_o,1_o,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_218_X8_41.5_rt1_o,207_A04_rt1_o,1_o,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_207_A04_rt1_o,112_X4_67_rt1_o,1_o,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_112_X4_67_rt1_o,402_X11_57_rt1_i,1_i,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_402_X11_57_rt1_i,418_X5_36_rt1_o,1_o,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_418_X5_36_rt1_o,403_A20_rt3_o,3_o,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_403_A20_rt3_o,307_A03_rt2_o,2_o,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_307_A03_rt2_o,220_X10_39_rt3_o,3_o,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_220_X10_39_rt3_o,402_X11_57_rt1_o,1_o,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_402_X11_57_rt1_o,107_X4_32_rt3_o,3_o,Manihot esculenta,ITH21F004P032,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_107_X4_32_rt3_o,418_X5_36_rt2_o,2_o,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_418_X5_36_rt2_o,118_C14_rt2_o,2_o,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_118_C14_rt2_o,218_X8_41.5_rt3_i,3_i,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_218_X8_41.5_rt3_i,220_X10_39_rt2_o,2_o,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_220_X10_39_rt2_o,218_X8_41.5_rt2_o,2_o,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_218_X8_41.5_rt2_o,106_X4_46_rt2_o,2_o,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_106_X4_46_rt2_o,402_X11_57_rt2_o,2_o,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_402_X11_57_rt2_o,303_X11_68_rt2_o,2_o,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_303_X11_68_rt2_o,205_X1_54_rt3_i,3_i,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_205_X1_54_rt3_i,304_X5_31_rt3_i,3_i,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_304_X5_31_rt3_i,313_X1_54_rt3_i,3_i,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_313_X1_54_rt3_i,205_X1_54_rt2_i,2_i,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_205_X1_54_rt2_i,115_X1_54_rt3_o,3_o,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_115_X1_54_rt3_o,417_X1_54_rt2_o,2_o,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_417_X1_54_rt2_o,411_C17_rt3_i,3_i,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_411_C17_rt3_i,412_X11_68_rt2_i,2_i,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_BLANK,210_X11_68_rt1_i,1_i,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_210_X11_68_rt1_i,101_X2_24_rt3_i,3_i,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_101_X2_24_rt3_i,207_A04_rt1_i,1_i,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_207_A04_rt1_i,210_X11_68_rt1_o,1_o,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_210_X11_68_rt1_o,307_A03_rt1_i,1_i,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_307_A03_rt1_i,411_C17_rt2_o,2_o,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_411_C17_rt2_o,402_X11_57_rt3_o,3_o,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_402_X11_57_rt3_o,417_X1_54_rt2_i,2_i,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_417_X1_54_rt2_i,411_C17_rt1_i,1_i,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_411_C17_rt1_i,303_X11_68_rt3_i,3_i,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_303_X11_68_rt3_i,101_X2_24_rt2_i,2_i,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_101_X2_24_rt2_i,101_X2_24_rt2_o,2_o,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_101_X2_24_rt2_o,303_X11_68_rt1_o,1_o,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_303_X11_68_rt1_o,106_X4_46_rt1_i,1_i,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_106_X4_46_rt1_i,320_X2_24_rt3_i,3_i,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_320_X2_24_rt3_i,320_X2_24_rt2_o,2_o,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_320_X2_24_rt2_o,206_C17_rt1_o,1_o,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_206_C17_rt1_o,403_A20_rt2_o,2_o,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_403_A20_rt2_o,307_A03_rt3_o,3_o,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_307_A03_rt3_o,101_X2_24_rt1_i,1_i,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_101_X2_24_rt1_i,302_C17_rt3_o,3_o,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_302_C17_rt3_o,403_A20_rt1_o,1_o,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_403_A20_rt1_o,409_X2_45_rt2_o,2_o,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_409_X2_45_rt2_o,407_X2_24_rt3_i,3_i,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_407_X2_24_rt3_i,317_X4_42_rt2_i,2_i,Manihot esculenta,ITH21F004P042,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
