"SampleID","meansuc_mg_g","mean_totalsugar","meanglc_mg_g","mean_starch_mg_g","genotype","block","harvest_date","rootnum","layer","year","PlateName"
"X4_46_1_o",22.6434274547207,23.8459929927985,1.20256553807784,808.128034819933,"X4_46",3,"26-May","1","o","2022","2021_RNAselected_starch-1"
"X4_46_2_i",NA,NA,0.624920028191179,1111.56489319896,"X4_46",3,"26-May","2","i","2022","Trial1Starch-3_fulldigest"
"X4_46_2_o",13.2899291950553,17.5284109615801,4.23848176652478,953.013053610546,"X4_46",3,"26-May","2","o","2022","Trial1Starch-3_fulldigest"
"X4_46_3_i",10.2722528466731,9.82567931054861,-0.446573536124504,784.806816730004,"X4_46",3,"26-May","3","i","2022","2021_RNAselected_starch-1"
"X4_46_3_o",16.5470902443225,19.9853115974107,3.4382213530882,804.981082625735,"X4_46",3,"26-May","3","o","2022","2021_RNAselected_starch-1"
"X4_67_1_i",NA,9.9436182690508,NA,932.859987522197,"X4_67",NA,"","1","i","2022","2021_RNAselected_starch-2"
"X4_67_1_i",NA,9.9436182690508,NA,932.859987522197,"X4_67",NA,"","1","i","2022","2021_RNAselected_starch-2"
"X4_67_1_i",14.6680712650609,14.081373488744,-0.586697776316855,1262.76284992643,"X4_67",NA,"","1","i","2022","2021_RNAselected_starch-lastset"
"X4_67_1_i",14.6680712650609,14.081373488744,-0.586697776316855,1262.76284992643,"X4_67",NA,"","1","i","2022","2021_RNAselected_starch-lastset"
"X4_67_1_o",20.8015860781519,22.4439834580553,1.64239737990346,755.649162733562,"X4_67",1,"5/24/22","1","o","2022","2021_RNAselected_starch-1"
"X4_67_2_i",17.3388170863965,16.9974807081257,-0.341336378270823,580.629032356301,"X4_67",1,"5/24/22","2","i","2022","2021_RNAselected_starch-lastset"
"X4_67_2_o",28.0431116958045,30.3457966600744,2.30268496426991,654.118676133844,"X4_67",1,"5/24/22","2","o","2022","2021_RNAselected_starch-lastset"
"X4_67_3_i",13.543946910817,13.1615117552009,-0.382435155616016,645.511780916654,"X4_67",1,"5/24/22","3","i","2022","2021_RNAselected_starch-lastset"
"X4_67_3_o",17.7668192498612,20.9621956603285,3.19537641046732,739.276688340177,"X4_67",1,"5/24/22","3","o","2022","2021_RNAselected_starch-1"
"X5_31_1_i",10.8620286886489,10.3068915070517,-0.555137181597215,786.787147368465,"X5_31",1,"5/24/22","1","i","2022","2021_RNAselected_starch-1"
"X5_31_1_o",19.8758132093206,21.7552088425182,1.87939563319755,657.800238255346,"X5_31",1,"5/24/22","1","o","2022","2021_RNAselected_starch-1"
"X5_31_2_i",8.5280406243117,7.73821927700551,-0.789821347306196,804.350291474952,"X5_31",1,"5/24/22","2","i","2022","2021_RNAselected_starch-1"
"X5_31_2_o",17.2980866787093,20.5162057934209,3.21811911471158,654.737112281557,"X5_31",1,"5/24/22","2","o","2022","2021_RNAselected_starch-1"
"X5_31_3_i",NA,9.93144106509456,NA,717.582573737125,"X5_31",1,"5/24/22","3","i","2022","2021_RNAselected_starch-1"
"X5_31_3_o",15.6641071016504,18.885797315383,3.22169021373261,697.899538068274,"X5_31",1,"5/24/22","3","o","2022","2021_RNAselected_starch-1"
"X5_36_1_i",13.3235208995775,14.0240052637231,0.700484364145539,745.87625193693,"X5_36",4,"27-May","1","i","2022","2021_RNAselected_starch-1"
"X5_36_1_o",25.5229943832066,31.7323450724149,6.20935068920835,893.788235121501,"X5_36",4,"27-May","1","o","2022","2021_RNAselected_starch-lastset"
"X5_36_2_i",16.9354978335369,16.3437503948225,-0.59174743871437,981.006349352914,"X5_36",4,"27-May","2","i","2022","2021_RNAselected_starch-lastset"
"X5_36_2_o",22.5761966732923,29.2167540904826,6.64055741719029,870.722152505013,"X5_36",4,"27-May","2","o","2022","2021_RNAselected_starch-lastset"
"X5_36_3_i",NA,32.5553575771705,NA,1251.9668592971,"X5_36",4,"27-May","3","i","2022","2021_RNAselected_starch-lastset"
"X5_36_3_o",22.7939925734813,26.007440216236,3.2134476427547,776.293398415986,"X5_36",4,"27-May","3","o","2022","121-163_rna_green_plates"
"X5_47_1_i",17.5574149238835,22.226441647935,4.66902672405156,753.64392020178,"X5_47",2,"25-May","1","i","2022","Trial1Starch-2_fulldigest"
"X5_47_1_o",17.2189244974571,31.2242053715598,14.0052808741027,874.270660864556,"X5_47",2,"25-May","1","o","2022","Trial1Starch-2_fulldigest"
"X5_47_2_i",20.2889665283038,23.3110656606446,3.02209913234086,1086.64955955633,"X5_47",2,"25-May","2","i","2022","Trial1Starch-3_fulldigest"
"X5_47_2_o",NA,18.9976528567381,NA,744.329334160109,"X5_47",2,"25-May","2","o","2022","2021_starch_44-86"
"X5_47_3_i",NA,NA,NA,826.29050121139,"X5_47",2,"25-May","3","i","2022","2021_starch_44-86"
"X5_47_3_o",21.1202016092263,27.4330377078178,6.31283609859149,815.475644316454,"X5_47",2,"25-May","3","o","2022","Trial1Starch-2_fulldigest"
"X5_66_1_i",10.564078927891,7.14053330227441,-3.4235456256166,943.879929503393,"X5_66",3,"26-May","1","i","2022","121-163_rna_green_plates"
"X5_66_1_o",NA,31.1126564803399,NA,720.834004158038,"X5_66",3,"26-May","1","o","2022","121-163_rna_green_plates"
"X5_66_2_i",9.58902129889862,6.7300946605503,-2.85892663834832,1025.21143500612,"X5_66",3,"26-May","2","i","2022","121-163_rna_green_plates"
"X5_66_2_o",NA,36.1694064694496,NA,708.030073645079,"X5_66",3,"26-May","2","o","2022","121-163_rna_green_plates"
"X5_66_3_i",12.8106720085534,9.56884338648191,-3.24182862207148,917.076193587764,"X5_66",3,"26-May","3","i","2022","121-163_rna_green_plates"
"X5_66_3_o",NA,NA,1.97328204511153,826.974820592912,"X5_66",3,"26-May","3","o","2022","121-163_rna_green_plates"
"X6_26_1_i",NA,NA,1.71991717524539,837.623395004444,"X6_26",1,"5/24/22","1","i","2022","Trial1Starch-2_fulldigest"
"X6_26_1_o",30.4899737317585,33.294810223329,2.80483649157056,887.292812411996,"X6_26",1,"5/24/22","1","o","2022","Trial1Starch-2_fulldigest"
"X6_26_2_i",NA,NA,2.51119555939775,802.942492311408,"X6_26",1,"5/24/22","2","i","2022","Trial1Starch-1_fulldigest"
"X6_26_2_o",24.4086707057137,28.4558949406264,4.04722423491277,814.85897042401,"X6_26",1,"5/24/22","2","o","2022","Trial1Starch-2_fulldigest"
"X6_26_3_i",NA,NA,1.21713223330717,1075.73621283342,"X6_26",1,"5/24/22","3","i","2022","Trial1Starch-3_fulldigest"
"X6_26_3_o",NA,NA,5.32316236099633,966.322563722926,"X6_26",1,"5/24/22","3","o","2022","Trial1Starch-2_fulldigest"
"X6_38_1_i",19.0808740607881,21.0390386777138,1.95816461692571,920.083341508484,"X6_38",3,"26-May","1","i","2022","Trial1Starch-3_fulldigest"
"X6_38_1_o",NA,NA,4.60716041310843,750.845864294459,"X6_38",3,"26-May","1","o","2022","2021_starch_44-86"
"X6_38_2_o",11.0065691945189,18.34093072526,7.33436153074108,1033.17530153887,"X6_38",NA,"","2","o","2022","Trial1Starch-3_fulldigest"
"X6_38_3_i",26.8933598479468,28.3586680555654,1.46530820761859,898.249113530884,"X6_38",3,"26-May","3","i","2022","Trial1Starch-2_fulldigest"
"X6_38_3_o",14.0037291853502,18.9703777493527,4.96664856400245,1057.95772176173,"X6_38",3,"26-May","3","o","2022","Trial1Starch-3_fulldigest"
"X6_53_1_i",NA,NA,1.79929345670069,880.371170215539,"X6_53",2,"25-May","1","i","2022","Trial1Starch-1_fulldigest"
"X6_53_1_o",16.694872811414,18.6906946607089,1.99582184929481,739.966365566986,"X6_53",2,"25-May","1","o","2022","Trial1Starch-2_fulldigest"
"X6_53_2_i",NA,7.12705086725039,NA,907.896063388386,"X6_53",2,"25-May","2","i","2022","Trial1Starch-3_fulldigest"
"X6_53_2_o",NA,13.4768537370557,NA,761.623669568306,"X6_53",2,"25-May","2","o","2022","2021_starch_44-86"
"X6_53_3_i",12.0013579922018,12.5938111535567,0.592453161354937,854.388220221605,"X6_53",2,"25-May","3","i","2022","Trial1Starch-2_fulldigest"
"X6_53_3_o",12.9503085838506,16.4026677184821,3.45235913463144,1005.42503062201,"X6_53",2,"25-May","3","o","2022","Trial1Starch-3_fulldigest"
"X6_65_1_i",NA,NA,4.36435218377561,878.624476988613,"X6_65",4,"27-May","1","i","2022","Trial1Starch-1_fulldigest"
"X6_65_1_o",NA,NA,8.12907537960855,1066.26412161,"X6_65",4,"27-May","1","o","2022","Trial1Starch-1_fulldigest"
"X6_65_2_o",NA,NA,14.801865919956,771.017824212245,"X6_65",4,"27-May","2","o","2022","Trial1Starch-1_fulldigest"
"X6_65_3_o",5.51969048381675,9.14944045600332,3.62974997218657,651.852177026858,"X6_65",4,"27-May","3","o","2022","2021_starch_1-43"
"X7_22_1_i",NA,NA,0.766968048366271,892.394553122482,"X7_22",4,"27-May","1","i","2022","Trial1Starch-1_fulldigest"
"X7_22_1_o",NA,NA,0.567290589459925,883.432363795484,"X7_22",4,"27-May","1","o","2022","Trial1Starch-1_fulldigest"
"X7_22_2_i",NA,NA,NA,883.32048715418,"X7_22",4,"27-May","2","i","2022","Trial1Starch-1_fulldigest"
"X7_22_2_o",NA,NA,4.38218583693231,827.317791792372,"X7_22",4,"27-May","2","o","2022","Trial1Starch-1_fulldigest"
"X7_22_3_i",NA,NA,NA,999.85521016629,"X7_22",4,"27-May","3","i","2022","Trial1Starch-1_fulldigest"
"X7_22_3_o",NA,NA,2.29729190238422,788.883954743329,"X7_22",4,"27-May","3","o","2022","Trial1Starch-1_fulldigest"
"X7_48_1_i",NA,5.67779411637864,NA,634.143923398,"X7_48",2,"25-May","1","i","2022","2021_starch_44-86"
"X7_48_1_o",NA,10.3282397760684,NA,747.551948837234,"X7_48",2,"25-May","1","o","2022","2021_starch_1-43"
"X7_48_2_i",NA,4.30151891620613,NA,831.58180466529,"X7_48",2,"25-May","2","i","2022","2021_starch_44-86"
"X7_48_2_o",NA,NA,NA,731.81780049694,"X7_48",2,"25-May","2","o","2022","2021_starch_1-43"
"X7_48_3_i",NA,4.92069903192226,NA,851.559520657887,"X7_48",2,"25-May","3","i","2022","2021_starch_44-86"
"X7_48_3_o",NA,NA,NA,909.964629754094,"X7_48",2,"25-May","3","o","2022","2021_starch_44-86"
"X8_33_1_i",16.870079558155,17.6759526419986,0.805873083843682,790.835731572195,"X8_33",1,"5/24/22","1","i","2022","Trial1Starch-2_fulldigest"
"X8_33_1_o",1.19591895884889,23.7340094786801,22.5380905198313,1030.23513980291,"X8_33",1,"5/24/22","1","o","2022","Trial1Starch-2_fulldigest"
"X8_33_2_i",NA,NA,0.575527524868628,1064.65812341267,"X8_33",1,"5/24/22","2","i","2022","Trial1Starch-2_fulldigest"
"X8_33_2_o",14.7352203275781,23.6758232390916,8.94060291151352,633.36808329038,"X8_33",1,"5/24/22","2","o","2022","Trial1Starch-2_fulldigest"
"X8_33_3_i",18.0712494911821,18.8406917316137,0.76944224043165,1181.74030742098,"X8_33",1,"5/24/22","3","i","2022","Trial1Starch-2_fulldigest"
"X8_33_3_o",NA,22.6614223417638,NA,915.995092900297,"X8_33",1,"5/24/22","3","o","2022","Trial1Starch-2_fulldigest"
"X8_37_1_i",NA,5.74061356334831,NA,837.846137425037,"X8_37",4,"27-May","1","i","2022","78-120 rna_green_plates"
"X8_37_1_i",NA,5.74061356334831,NA,860.16824538611,"X8_37",4,"27-May","1","i","2022","78-120_rna_green_plates"
"X8_37_1_o",NA,13.4492423857827,NA,955.051912891258,"X8_37",4,"27-May","1","o","2022","78-120 rna_green_plates"
"X8_37_1_o",NA,13.4492423857827,NA,905.058412610478,"X8_37",4,"27-May","1","o","2022","78-120_rna_green_plates"
"X8_37_2_i",NA,11.612635946658,NA,1092.72909387536,"X8_37",4,"27-May","2","i","2022","78-120 rna_green_plates"
"X8_37_2_i",NA,11.612635946658,NA,964.083521104531,"X8_37",4,"27-May","2","i","2022","78-120_rna_green_plates"
"X8_37_2_o",18.2568020138003,16.4885609194119,-1.76824109438837,884.731742060779,"X8_37",4,"27-May","2","o","2022","121-163_rna_green_plates"
"X8_37_3_i",NA,NA,NA,1046.01481094565,"X8_37",4,"27-May","3","i","2022","78-120 rna_green_plates"
"X8_37_3_i",NA,NA,NA,965.199134048552,"X8_37",4,"27-May","3","i","2022","78-120_rna_green_plates"
"X8_37_3_o",NA,NA,NA,984.96167618396,"X8_37",4,"27-May","3","o","2022","78-120 rna_green_plates"
"X8_37_3_o",NA,NA,NA,917.868664726516,"X8_37",4,"27-May","3","o","2022","78-120_rna_green_plates"
"X8_41.5_1_o",29.0903715484925,31.4052933489778,2.3149218004853,1086.73109007775,"X8_41.5",3,"26-May","1","o","2022","2021_RNAselected_starch-lastset"
"X8_41.5_2_i",21.7704141319366,21.6412291977928,-0.129184934143847,985.926414632983,"X8_41.5",3,"26-May","2","i","2022","2021_RNAselected_starch-lastset"
"X8_41.5_2_o",NA,22.8421534368324,NA,895.432131495889,"X8_41.5",3,"26-May","2","o","2022","2021_RNAselected_starch-2"
"X8_41.5_3_i",NA,14.5697623671405,NA,1074.46850578538,"X8_41.5",3,"26-May","3","i","2022","2021_RNAselected_starch-lastset"
"X8_41.5_3_o",19.3824373957927,20.4115518239162,1.02911442812345,984.485098387041,"X8_41.5",3,"26-May","3","o","2022","2021_RNAselected_starch-2"
"X8_64_1_i",10.5570902067342,11.9577691180255,1.40067891129132,1283.32481077437,"X8_64",2,"25-May","1","i","2022","Trial1Starch-3_fulldigest"
"X8_64_2_i",NA,13.374424871472,NA,1294.23097412879,"X8_64",2,"25-May","2","i","2022","Trial1Starch-3_fulldigest"
"X8_64_2_o",NA,NA,10.2967587722648,1052.97429843545,"X8_64",2,"25-May","2","o","2022","Trial1Starch-3_fulldigest"
"X8_64_3_i",4.97303709946021,6.67386467734012,1.70082757787991,NA,"X8_64",2,"25-May","3","i","2022",NA
"X8_64_3_o",4.36679120817911,9.78727583972722,5.42048463154811,795.374029167778,"X8_64",2,"25-May","3","o","2022","2021_starch_44-86"
"X9_21_1_i",NA,NA,0.846596153232831,1055.31198326468,"X9_21",1,"5/24/22","1","i","2022","Trial1Starch-3_fulldigest"
"X9_21_1_o",12.9982402478868,15.4972015686995,2.49896132081269,745.306893880479,"X9_21",1,"5/24/22","1","o","2022","Trial1Starch-3_fulldigest"
"X9_21_2_i",22.0822071322855,22.5824375514456,0.500230419160062,740.247879135346,"X9_21",NA,"","2","i","2022","Trial1Starch-2_fulldigest"
"X9_21_2_o",7.34878744971562,16.8822683784989,9.5334809287833,891.880245754149,"X9_21",1,"5/24/22","2","o","2022","Trial1Starch-3_fulldigest"
"X9_21_3_i",6.5395223954514,7.06464593821882,0.525123542767418,1000.64208749769,"X9_21",1,"5/24/22","3","i","2022","Trial1Starch-3_fulldigest"
"X9_21_3_o",NA,14.4712505180232,NA,867.988376886376,"X9_21",1,"5/24/22","3","o","2022","Trial1Starch-3_fulldigest"
"X9_27_1_i",NA,13.2099201319484,NA,954.001455117493,"X9_27",1,"5/24/22","1","i","2022","2021_RNAselected_starch-2"
"X9_27_1_o",27.0986135775576,31.0878053857488,3.98919180819124,1140.35099616266,"X9_27",1,"5/24/22","1","o","2022","2021_RNAselected_starch-lastset"
"X9_27_2_i",11.1335154453639,10.4604278023145,-0.673087643049405,929.095738796258,"X9_27",1,"5/24/22","2","i","2022","2021_RNAselected_starch-2"
"X9_27_2_o",15.9046592946,17.2048019946195,1.30014270001953,855.756138074802,"X9_27",1,"5/24/22","2","o","2022","2021_RNAselected_starch-2"
"X9_27_3_i",NA,11.4116153182639,NA,887.791834419378,"X9_27",1,"5/24/22","3","i","2022","2021_RNAselected_starch-2"
"X9_27_3_o",15.6641741998329,17.1431889616243,1.47901476179133,940.121181553867,"X9_27",1,"5/24/22","3","o","2022","2021_RNAselected_starch-2"
"X9_35_1_i",NA,3.70263640519298,NA,761.016374778106,"X9_35",3,"26-May","1","i","2022","78-120 rna_green_plates"
"X9_35_1_i",NA,3.70263640519298,NA,742.517953300829,"X9_35",3,"26-May","1","i","2022","78-120_rna_green_plates"
"X9_35_1_o",23.0239000490758,24.6500994564276,1.62619940735185,745.838919271303,"X9_35",3,"26-May","1","o","2022","78-120 rna_green_plates"
"X9_35_1_o",23.0239000490758,24.6500994564276,1.62619940735185,737.222989407735,"X9_35",3,"26-May","1","o","2022","78-120_rna_green_plates"
"X9_35_2_i",NA,3.88412072147837,NA,1036.41345035743,"X9_35",3,"26-May","2","i","2022","78-120 rna_green_plates"
"X9_35_2_o",26.4944630152656,28.3837734510407,1.88931043577512,888.55249729887,"X9_35",3,"26-May","2","o","2022","78-120 rna_green_plates"
"X9_35_2_o",26.4944630152656,28.3837734510407,1.88931043577512,748.247448671307,"X9_35",3,"26-May","2","o","2022","78-120_rna_green_plates"
"X9_35_3_i",3.39237802337012,4.6950832693222,1.30270524595208,1027.78609688761,"X9_35",3,"26-May","3","i","2022","78-120 rna_green_plates"
"X9_35_3_i",3.39237802337012,4.6950832693222,1.30270524595208,903.230489175544,"X9_35",3,"26-May","3","i","2022","78-120_rna_green_plates"
"X9_35_3_o",NA,24.6333671012973,NA,894.552467949754,"X9_35",3,"26-May","3","o","2022","Trial1Starch-3_fulldigest"
"X9_41_1_i",NA,7.0403570763799,NA,655.079645830085,"X9_41",3,"26-May","1","i","2022","2021_starch_1-43"
"X9_41_1_o",NA,12.7513724544898,NA,692.713465868954,"X9_41",3,"26-May","1","o","2022","2021_starch_1-43"
"X9_41_2_i",5.1548733159736,8.18966506940513,3.03479175343153,771.437626191294,"X9_41",3,"26-May","2","i","2022","2021_starch_1-43"
"X9_41_2_o",9.52768380819082,14.6936074215327,5.16592361334193,673.699036892063,"X9_41",3,"26-May","2","o","2022","2021_starch_1-43"
"X9_41_3_i",NA,8.72980438030575,NA,680.658559545368,"X9_41",3,"26-May","3","i","2022","2021_starch_1-43"
"X9_41_3_o",15.693794794012,19.5578026179847,3.86400782397279,996.933463983671,"X9_41",3,"26-May","3","o","2022","Trial1Starch-3_fulldigest"
"X9_51_1_i",NA,NA,1.38681922792482,992.72866494724,"X9_51",2,"25-May","1","i","2022","Trial1Starch-1_fulldigest"
"X9_51_1_o",NA,NA,8.96094904632974,1068.73779645736,"X9_51",2,"25-May","1","o","2022","Trial1Starch-1_fulldigest"
"X9_51_2_o",NA,NA,16.7222136004116,697.181253778117,"X9_51",2,"25-May","2","o","2022","Trial1Starch-1_fulldigest"
"X9_51_3_i",NA,NA,1.46748834292066,886.902956845938,"X9_51",2,"25-May","3","i","2022","Trial1Starch-1_fulldigest"
"X9_51_3_o",NA,NA,7.13032730214614,886.775482242382,"X9_51",2,"25-May","3","o","2022","Trial1Starch-1_fulldigest"
"X9_62_1_i",NA,1.58469244817198,NA,790.82638235515,"X9_62",4,"27-May","1","i","2022","2021_starch_1-43"
"X9_62_1_o",21.8108096241901,23.178710379328,1.36790075513786,927.468022118512,"X9_62",4,"27-May","1","o","2022","Trial1Starch-2_fulldigest"
"X9_62_2_i",-0.762799683263428,1.5513230685094,2.31412275177283,769.036575862066,"X9_62",4,"27-May","2","i","2022","2021_starch_1-43"
"X9_62_2_o",NA,15.69586192075,NA,809.564697262375,"X9_62",4,"27-May","2","o","2022","2021_starch_1-43"
"X9_62_3_i",0.806122456564865,2.33481391744343,1.52869146087856,775.3924117934,"X9_62",4,"27-May","3","i","2022","2021_starch_1-43"
"X9_62_3_o",NA,10.6079461019502,NA,504.815396430915,"X9_62",4,"27-May","3","o","2022","2021_starch_1-43"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2022",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2022",NA
