samplenum,sample_ID,timept,harvest_date,plant,root,layer,empty_tube_weight_g,raw_fresh_weight_g,fresh_weight_g,greenhouse_notes,dry_date_out,dry_weight_g,dry_matter%,dry_matter%_complete,Drying_notes,tubeID,corrected_sampleID,corrected_genotypeID
305,301_X2_45_rt3_i,3,7/6/23,301,3,inner,,2.000,8.652,,6/27/24,7.1788,26.16,26.16,,301_X2_45_rt3_i,301_X2_45_rt3_i,X2_45
306,301_X2_45_rt3_o,3,7/6/23,301,3,outer,,4.634,11.286,handwritten label,6/27/24,7.9811,28.60,28.60,,301_X2_45_rt3_o,301_X2_45_rt3_o,X2_45
307,303_X11_68_rt1_i,3,7/6/23,303,1,inner,,3.874,10.526,,6/27/24,7.7941,29.39,29.39,,303_X11_68_rt1_i,303_X11_68_rt1_i,X11_68
308,303_X11_68_rt1_o,3,7/6/23,303,1,outer,,9.222,15.874,,6/27/24,9.4871,30.71,30.71,,303_X11_68_rt1_o,303_X11_68_rt1_o,X11_68
309,303_X11_68_rt2_i,3,7/6/23,303,2,inner,,4.313,10.965,,6/27/24,7.9314,29.58,29.58,,303_X11_68_rt2_i,303_X11_68_rt2_i,X11_68
310,303_X11_68_rt2_o,3,7/6/23,303,2,outer,,2.192,8.844,,7/14/23,7.326,30.59,30.59,,303_X11_68_rt2_o,303_X11_68_rt2_o,X11_68
311,303_X11_68_rt3_i,3,7/6/23,303,3,inner,,5.354,12.006,,6/27/24,8.4269,33.09,33.09,,303_X11_68_rt3_i,303_X11_68_rt3_i,X11_68
312,303_X11_68_rt3_o,3,7/6/23,303,3,outer,,9.603,16.255,,6/27/24,9.5674,30.32,30.32,,303_X11_68_rt3_o,303_X11_68_rt3_o,X11_68
313,307_X4_32_rt1_i,4,7/28/23,306,1,inner,,9.0260,9.009,hand changed label,6/27/24,7.3361,28.87,28.87,,307_X4_32_rti_i,306_X4_32_rti_i,X4_32
314,307_X4_32_rt1_o,4,7/28/23,306,1,outer,,16.5163,16.4993,no root number or layer written on tube but guessing it goes here by process of elimination,6/27/24,9.9663,33.62,33.62,,307_X4_32_rti_o,306_X4_32_rti_o,X4_32
315,307_X4_32_rt2_i,4,7/28/23,306,2,inner,,10.8235,10.8065,,6/27/24,7.8061,27.69,27.69,,307_X4_32_rt2_i,306_X4_32_rt2_i,X4_32
316,307_X4_32_rt2_o,4,7/28/23,306,2,outer,,20.4339,20.4169,,6/27/24,11.0009,31.57,31.57,,307_X4_32_rt2_o,306_X4_32_rt2_o,X4_32
317,307_X4_32_rt3_i,4,7/28/23,306,3,inner,,8.1309,8.1139,,,,-456.93,,,307_X4_32_rt3_i,306_X4_32_rt3_i,X4_32
318,307_X4_32_rt3_o,4,7/28/23,306,3,outer,,13.8116,13.7946,,6/27/24,9.0184,33.08,33.08,,307_X4_32_rt3_o,306_X4_32_rt3_o,X4_32
319,314_X5_66_rt1_i,3,7/6/23,314,1,inner,,5.952,12.604,,7/14/23,8.576,32.27,32.27,,314_X5_66_rt1_i,314_X5_66_rt1_i,X5_66
320,314_X5_66_rt1_o,3,7/6/23,314,1,outer,,14.956,21.608,,7/14/23,11.496,32.37,32.37,,314_X5_66_rt1_o,314_X5_66_rt1_o,X5_66
321,314_X5_66_rt2_i,3,7/6/23,314,2,inner,,3.097,9.749,,4/10/24,7.306,20.99,20.99,,314_X5_66_rt2_i,314_X5_66_rt2_i,X5_66
322,314_X5_66_rt2_o,3,7/6/23,314,2,outer,,8.436,15.088,,4/10/24,9.066,28.57,28.57,,314_X5_66_rt2_o,314_X5_66_rt2_o,X5_66
323,314_X5_66_rt3_i,3,7/6/23,314,3,inner,,3.423,10.075,,7/14/23,7.891,36.10,36.10,,314_X5_66_rt3_i,314_X5_66_rt3_i,X5_66
324,314_X5_66_rt3_o,3,7/6/23,314,3,outer,,7.250,13.902,,7/14/23,8.954,31.70,31.70,,314_X5_66_rt3_o,314_X5_66_rt3_o,X5_66
325,318_A04_rt1_i,3,7/6/23,318,1,inner,,4.028,10.68,,7/14/23,7.716,26.32,26.32,,318_A04_rt1_i,318_A04_rt1_i,A04
326,318_A04_rt1_o,3,7/6/23,318,1,outer,,10.77,17.422,,7/14/23,9.638,27.69,27.69,,318_A04_rt1_o,318_A04_rt1_o,A04
327,318_A04_rt2_i,3,7/6/23,318,2,inner,,2.035,8.687,,7/26/23,7.195,26.50,26.50,,318_A04_rt2_i,318_A04_rt2_i,A04
328,318_A04_rt2_o,3,7/6/23,318,2,outer,,6.608,13.26,,7/14/23,8.664,30.40,30.40,,318_A04_rt2_o,318_A04_rt2_o,A04
329,318_A04_rt3_i,3,7/6/23,318,3,inner,,2.495,9.147,,7/14/23,7.298,25.74,25.74,,318_A04_rt3_i,318_A04_rt3_i,A04
330,318_A04_rt3_o,3,7/6/23,318,3,outer,,6.725,13.377,,7/14/23,8.414,26.15,26.15,,318_A04_rt3_o,318_A04_rt3_o,A04
331,405_X1_34_rt1_i,3,7/6/23,405,1,inner,,6.675,13.327,real genotype is X10_39 (corrected in GID column),7/14/23,8.558,28.50,28.50,,405_X1_34_rt1_i,405_X10_39_rt1_i,X10_39
332,405_X1_34_rt1_o,3,7/6/23,405,1,outer,,16.61,23.262,,7/14/23,12.231,33.57,33.57,,405_X1_34_rt1_o,405_X10_39_rt1_o,X10_39
333,405_X1_34_rt2_i,3,7/6/23,405,2,inner,,7.157,13.809,,7/14/23,8.948,32.03,32.03,,405_X1_34_rt2_i,405_X10_39_rt2_i,X10_39
334,405_X1_34_rt2_o,3,7/6/23,405,2,outer,,11.208,17.86,,7/14/23,10.47,34.04,34.04,,405_X1_34_rt2_o,405_X10_39_rt2_o,X10_39
335,405_X1_34_rt3_i,3,7/6/23,405,3,inner,,4.309,10.961,,7/14/23,8.056,32.50,32.50,,405_X1_34_rt3_i,405_X10_39_rt3_i,X10_39
336,405_X1_34_rt3_o,3,7/6/23,405,3,outer,,10.139,16.791,,7/14/23,10.025,33.23,33.23,,405_X1_34_rt3_o,405_X10_39_rt3_o,X10_39
337,408_X4_46_rt1_i,3,7/6/23,408,1,inner,,5.845,12.497,,7/14/23,8.272,27.65,27.65,,408_X4_46_rt1_i,408_X4_46_rt1_i,X4_46
338,408_X4_46_rt1_o,3,7/6/23,408,1,outer,,8.864,15.516,,4/10/24,8.922,25.57,25.57,,408_X4_46_rt1_o,408_X4_46_rt1_o,X4_46
339,408_X4_46_rt2_i,3,7/6/23,408,2,inner,,2.824,9.476,,7/14/23,7.546,31.54,31.54,,408_X4_46_rt2_i,408_X4_46_rt2_i,X4_46
340,408_X4_46_rt2_o,3,7/6/23,408,2,outer,,7.120,13.772,,7/14/23,9.016,33.16,33.16,,408_X4_46_rt2_o,408_X4_46_rt2_o,X4_46
341,408_X4_46_rt3_i,3,7/6/23,408,3,inner,,3.599,10.251,,7/14/23,7.772,31.02,31.02,,408_X4_46_rt3_i,408_X4_46_rt3_i,X4_46
342,408_X4_46_rt3_o,3,7/6/23,408,3,outer,,8.798,15.45,,4/10/24,9.226,29.22,29.22,,408_X4_46_rt3_o,408_X4_46_rt3_o,X4_46
343,411_C17_rt1_i,3,7/6/23,411,1,inner,,4.107,10.759,was in tube labeled 414_x8_41.5; label has been hand-corrected to 411_C17_rt1_i,7/14/23,7.766,27.04,27.04,it's not hand changed for the dry weight? this must be a different tube (this note was moved and is now correct),414_X8_41.5_rt1_i,411_C17_rt1_i,C17
344,411_C17_rt1_o,3,7/6/23,411,1,outer,,9.423,16.075,note 4/10/24: label hand changed. Former note: in tube labeled 414_x8_41.5; label needs to be corrected,4/10/24,9.244,27.47,27.47,,414_X8_41.5_rt1_o,411_C17_rt1_o,C17
345,411_C17_rt2_i,3,7/6/23,411,2,inner,,1.756,8.408,,7/14/23,7.184,30.10,30.10,,411_C17_rt2_i,411_C17_rt2_i,C17
346,411_C17_rt2_o,3,7/6/23,411,2,outer,,5.836,12.488,,7/14/23,8.534,32.19,32.19,,411_C17_rt2_o,411_C17_rt2_o,C17
347,411_C17_rt3_i,3,7/6/23,411,3,inner,,3.125,9.777,,7/14/23,7.637,31.41,31.41,,411_C17_rt3_i,411_C17_rt3_i,C17
348,411_C17_rt3_o,3,7/6/23,411,3,outer,,5.523,12.175,,7/14/23,8.299,29.76,29.76,,411_C17_rt3_o,411_C17_rt3_o,C17
349,414_X8_41.5_rt1_i,3,7/6/23,414,1,inner,,11.814,18.466,label hand changed,7/14/23,9.511,24.17,24.17,weight comes from label picture,414_411_C17_rt1_i,414_X8_41.5_rt1_i,X8_41.5
350,414_X8_41.5_rt1_o,3,7/6/23,414,1,outer,,16.78,23.432,label hand changed,7/14/23,13.205,39.03,39.03,<when I took the dry weight it wasn't labed 414_x8_41.5—the label read 411_C17_rt1_o but the 411 was changed to 414 and the C17 was crossed out (this is in the correct spot),414_411_C17_rt1_o ,414_X8_41.5_rt1_o,X8_41.5
351,414_X8_41.5_rt2_i,3,7/6/23,414,2,inner,,6.296,12.948,handwritten label,7/14/23,7.98,21.03,21.03,,414_X8_41.5_rt2_i,414_X8_41.5_rt2_i,X8_41.5
352,414_X8_41.5_rt2_o,3,7/6/23,414,2,outer,,8.287,14.939,handwritten label,4/10/24,8.985,28.11,28.11,,414_X8_41.5_rt2_o,414_X8_41.5_rt2_o,X8_41.5
353,414_X8_41.5_rt3_i,3,7/6/23,414,3,inner,,3.778,10.43,,7/14/23,7.523,22.95,22.95,handwritten for the dry weight but nothing was written here before,414_X8_41.5_rt3_i,414_X8_41.5_rt3_i,X8_41.5
354,414_X8_41.5_rt3_o,3,7/6/23,414,3,outer,,5.824,12.476,note 4/10/24: handwritten label,4/10/24,8.364,29.33,29.33,,414_X8_41.5_rt3_o,414_X8_41.5_rt3_o,X8_41.5
355,420_A03_rt1_i,3,7/6/23,420,1,inner,,3.788,10.44,,7/14/23,7.732,28.42,28.42,,420_A03_rt1_i,420_A03_rt1_i,A03
356,420_A03_rt1_o,3,7/6/23,420,1,outer,,6.999,13.651,,7/14/23,8.409,25.05,25.05,,420_A03_rt1_o,420_A03_rt1_o,A03
357,420_A03_rt2_i,3,7/6/23,420,2,inner,,4.643,11.295,,7/14/23,8.041,29.84,29.84,,420_A03_rt2_i,420_A03_rt2_i,A03
358,420_A03_rt2_o,3,7/6/23,420,2,outer,,12.678,19.33,,7/14/23,9.921,25.76,25.76,,420_A03_rt2_o,420_A03_rt2_o,A03
359,420_A03_rt3_i,3,7/6/23,420,3,inner,,3.781,10.433,,7/14/23,7.886,32.55,32.55,,420_A03_rt3_i,420_A03_rt3_i,A03
360,420_A03_rt3_o,3,7/6/23,420,3,outer,,7.905,14.557,,7/14/23,8.763,26.66,26.66,,420_A03_rt3_o,420_A03_rt3_o,A03
361,105_X5_66_rt1_i,4,7/28/23,105,1,inner,,14.7670,14.75,scale tare = 0.017,8/10/23,9.702,37.63,37.63,,105_X5_66_rt1_i,105_X5_66_rt1_i,X5_66
362,105_X5_66_rt1_o,4,7/28/23,105,1,outer,,15.8485,15.8315,,8/10/23,9.828,34.56,34.56,,105_X5_66_rt1_o,105_X5_66_rt1_o,X5_66
363,105_X5_66_rt2_i,4,7/28/23,105,2,inner,,10.9422,10.9252,,8/10/23,8.268,37.74,37.74,,105_X5_66_rt2_i,105_X5_66_rt2_i,X5_66
364,105_X5_66_rt2_o,4,7/28/23,105,2,outer,,18.3079,18.2909,,8/10/2023,10.954,36.94,36.94,,105_X5_66_rt2_o,105_X5_66_rt2_o,X5_66
365,105_X5_66_rt3_i,4,7/28/23,105,3,inner,,8.9930,8.976,,8/10/23,7.463,34.76,34.76,,105_X5_66_rt3_i,105_X5_66_rt3_i,X5_66
366,105_X5_66_rt3_o,4,7/28/23,105,3,outer,,15.1097,15.0927,,8/10/23,9.86,37.97,37.97,,105_X5_66_rt3_o,105_X5_66_rt3_o,X5_66
367,106_X4_46_rt1_i,4,7/28/23,106,1,inner,,11.0714,11.0544,,8/10/23,7.773,25.38,25.38,,106_X4_46_rt1_i,106_X4_46_rt1_i,X4_46
368,106_X4_46_rt1_o,4,7/28/23,106,1,outer,,17.579,17.562,,8/10/23,10.275,33.18,33.18,,106_X4_46_rt1_o,106_X4_46_rt1_o,X4_46
369,106_X4_46_rt2_i,4,7/28/23,106,2,inner,,15.1350,15.118,,8/10/23,9.027,28.01,28.01,,106_X4_46_rt2_i,106_X4_46_rt2_i,X4_46
370,106_X4_46_rt2_o,4,7/28/23,106,2,outer,,18.6143,18.5973,,8/10/2023,10.624,33.22,33.22,,106_X4_46_rt2_o,106_X4_46_rt2_o,X4_46
371,106_X4_46_rt3_i,4,7/28/23,106,3,inner,,11.3146,11.2976,,8/10/23,7.982,28.55,28.55,,106_X4_46_rt3_i,106_X4_46_rt3_i,X4_46
372,106_X4_46_rt3_o,4,7/28/23,106,3,outer,,18.1614,18.1444,,8/10/23,10.746,35.60,35.60,,106_X4_46_rt3_o,106_X4_46_rt3_o,X4_46
373,107_X10_52_rt1_i,4,7/28/23,107,1,inner,,13.896,13.879,real genotype is X4_32 (corrected in GID column),8/10/23,8.798,29.65,29.65,,107_X10_52_rt1_i,107_X4_32_rt1_i,X4_32
374,107_X10_52_rt1_o,4,7/28/23,107,1,outer,,22.2946,22.2776,,8/10/23,11.958,33.94,33.94,,107_X10_52_rt1_o,107_X4_32_rt1_o,X4_32
375,107_X10_52_rt2_i,4,7/28/23,107,2,inner,,10.0545,10.0375,,8/10/23,7.661,29.70,29.70,,107_X10_52_rt2_i,107_X4_32_rt2_i,X4_32
376,107_X10_52_rt2_o,4,7/28/23,107,2,outer,,22.774,22.757,,8/10/23,12.481,36.17,36.17,,107_X10_52_rt2_o,107_X4_32_rt2_o,X4_32
377,107_X10_52_rt3_i,4,7/28/23,107,3,inner,,10.4581,10.4411,,8/10/23,7.777,29.60,29.60,,107_X10_52_rt3_i,107_X4_32_rt3_i,X4_32
378,107_X10_52_rt3_o,4,7/28/23,107,3,outer,,19.7653,19.7483,,8/10/23,10.948,32.78,32.78,,107_X10_52_rt3_o,107_X4_32_rt3_o,X4_32
379,112_X4_67_rt1_i,4,7/28/23,112,1,inner,,12.4879,12.4709,,8/10/23,8.517,31.99,31.99,,112_X4_67_rt1_i,112_X4_67_rt1_i,X4_67
380,112_X4_67_rt1_o,4,7/28/23,112,1,outer,,16.9352,16.9182,,8/10/23,9.919,31.79,31.79,,112_X4_67_rt1_o,112_X4_67_rt1_o,X4_67
381,112_X4_67_rt2_i,4,7/28/23,112,2,inner,,10.2367,10.2197,,8/10/23,7.745,30.54,30.54,,112_X4_67_rt2_i,112_X4_67_rt2_i,X4_67
382,112_X4_67_rt2_o,4,7/28/23,112,2,outer,,20.9616,20.9446,,8/10/23,11.027,30.59,30.59,,112_X4_67_rt2_o,112_X4_67_rt2_o,X4_67
383,112_X4_67_rt3_i,4,7/28/23,112,3,inner,,11.5200,11.503,,8/10/23,8.122,30.23,30.23,,112_X4_67_rt3_i,112_X4_67_rt3_i,X4_67
384,112_X4_67_rt3_o,4,7/28/23,112,3,outer,,13.7808,13.7638,,8/10/23,8.854,30.91,30.91,,112_X4_67_rt3_o,112_X4_67_rt3_o,X4_67
385,118_C14_rt1_i,4,7/28/23,118,1,inner,,8.6666,8.6496,,,,-334.09,,,118_C14_rt1_i,118_C14_rt1_i,C14
386,118_C14_rt1_o,4,7/28/23,118,1,outer,,12.6723,12.6553,,8/10/2023,8.361,28.41,28.41,,118_C14_rt1_o,118_C14_rt1_o,C14
387,118_C14_rt2_i,4,7/28/23,118,2,inner,,8.4559,8.4389,,8/10/23,7.181,29.41,29.41,,118_C14_rt2_i,118_C14_rt2_i,C14
388,118_C14_rt2_o,4,7/28/23,118,2,outer,,10.145,10.128,,8/10/23,7.534,25.27,25.27,,118_C14_rt2_o,118_C14_rt2_o,C14
389,118_C14_rt3_i,4,7/28/23,118,3,inner,,8.8293,8.8123,,8/10/23,7.261,28.02,28.02,,118_C14_rt3_i,118_C14_rt3_i,C14
390,118_C14_rt3_o,4,7/28/23,118,3,outer,,9.7362,9.7192,,8/10/23,7.403,24.36,24.36,,118_C14_rt3_o,118_C14_rt3_o,C14
391,205_X1_54_rt1_i,4,7/28/23,205,1,inner,,11.2239,11.2069,plant 205 was missing tag; we are assuming the one left was 205,8/10/23,8.158,32.99,32.99,,205_X1_54_rt1_i,205_X1_54_rt1_i,X1_54
392,205_X1_54_rt1_o,4,7/28/23,205,1,outer,,15.0368,15.0198,,8/10/23,9.437,33.24,33.24,,205_X1_54_rt1_o,205_X1_54_rt1_o,X1_54
393,205_X1_54_rt2_i,4,7/28/23,205,2,inner,,9.9402,9.9232,,8/10/23,7.626,29.67,29.67,,205_X1_54_rt2_i,205_X1_54_rt2_i,X1_54
394,205_X1_54_rt2_o,4,7/28/23,205,2,outer,,18.7151,18.6981,,8/10/23,11.166,37.45,37.45,,205_X1_54_rt2_o,205_X1_54_rt2_o,X1_54
395,205_X1_54_rt3_i,4,7/28/23,205,3,inner,,10.0672,10.0502,,8/10/23,7.553,26.41,26.41,,205_X1_54_rt3_i,205_X1_54_rt3_i,X1_54
396,205_X1_54_rt3_o,4,7/28/23,205,3,outer,,20.4888,20.4718,,8/10/23,11.483,34.93,34.93,,205_X1_54_rt3_o,205_X1_54_rt3_o,X1_54
397,207_A04_rt1_i,4,7/28/23,207,1,inner,,11.1676,11.1506,,8/10/23,7.751,24.35,24.35,,207_A04_rt1_i,207_A04_rt1_i,A04
398,207_A04_rt1_o,4,7/28/23,207,1,outer,,16.5829,16.5659,,8/10/23,9.386,27.54,27.54,,207_A04_rt1_o,207_A04_rt1_o,A04
399,207_A04_rt2_i,4,7/28/23,207,2,inner,,12.8192,12.8022,,8/10/23,8.226,25.53,25.53,,207_A04_rt2_i,207_A04_rt2_i,A04
400,207_A04_rt2_o,4,7/28/23,207,2,outer,,17.0128,16.9958,,8/10/23,9.691,29.35,29.35,,207_A04_rt2_o,207_A04_rt2_o,A04
401,207_A04_rt3_i,4,7/28/23,207,3,inner,,11.2670,11.25,,8/10/23,7.846,25.89,25.89,,207_A04_rt3_i,207_A04_rt3_i,A04
402,207_A04_rt3_o,4,7/28/23,207,3,outer,,16.0732,16.0562,,8/10/23,9.454,29.76,29.76,,207_A04_rt3_o,207_A04_rt3_o,A04
403,210_X11_68_rt1_i,4,7/28/23,210,1,inner,,13.1182,13.1012,,8/10/23,8.447,27.78,27.78,,210_X11_68_rt1_i,210_X11_68_rt1_i,X11_68
404,210_X11_68_rt1_o,4,7/28/23,210,1,outer,,21.4788,21.4618,,8/10/23,12.218,37.56,37.56,,210_X11_68_rt1_o,210_X11_68_rt1_o,X11_68
405,210_X11_68_rt2_i,4,7/28/23,210,2,inner,,12.9012,12.8842,,8/10/23,8.258,25.71,25.71,,210_X11_68_rt2_i,210_X11_68_rt2_i,X11_68
406,210_X11_68_rt2_o,4,7/28/23,210,2,outer,,14.3620,14.345,,8/10/23,8.887,29.01,29.01,,210_X11_68_rt2_o,210_X11_68_rt2_o,X11_68
407,210_X11_68_rt3_i,4,7/28/23,210,3,inner,,11.4778,11.4608,,8/10/23,7.706,21.84,21.84,,210_X11_68_rt3_i,210_X11_68_rt3_i,X11_68
408,210_X11_68_rt3_o,4,7/28/23,210,3,outer,,16.2924,16.2754,,8/10/23,9.761,32.27,32.27,,210_X11_68_rt3_o,210_X11_68_rt3_o,X11_68
409,218_X8_41.5_rt1_i,4,7/28/23,218,1,inner,,9.7402,9.7232,,8/7/23,7.177,16.96,16.96,,218_X8_41.5_rt1_i,218_X8_41.5_rt1_i,X8_41.5
410,218_X8_41.5_rt1_o,4,7/28/23,218,1,outer,,21.7382,21.7212,,8/7/23,10.511,25.58,25.58,*might (???) not be fully dried,218_X8_41.5_rt1_o,218_X8_41.5_rt1_o,X8_41.5
411,218_X8_41.5_rt2_i,4,7/28/23,218,2,inner,,10.9113,10.8943,,8/10/23,7.507,20.06,20.06,,218_X8_41.5_rt2_i,218_X8_41.5_rt2_i,X8_41.5
412,218_X8_41.5_rt2_o,4,7/28/23,218,2,outer,,18.9016,18.8846,may not be fully dry,6/27/24,9.9851,27.22,27.22,,218_X8_41.5_rt2_o,218_X8_41.5_rt2_o,X8_41.5
413,218_X8_41.5_rt3_i,4,7/28/23,218,3,inner,,10.0969,10.0799,,8/7/23,7.446,23.05,23.05,,218_X8_41.5_rt3_i,218_X8_41.5_rt3_i,X8_41.5
414,218_X8_41.5_rt3_o,4,7/28/23,218,3,outer,,14.4132,14.3962,,8/7/23,8.445,23.10,23.10,,218_X8_41.5_rt3_o,218_X8_41.5_rt3_o,X8_41.5
415,220_X1_34_rt1_i,4,7/28/23,220,1,inner,,8.5989,8.5819,real genotype is X10_39,8/7/23,7.174,26.86,26.86,,220_X1_34_rt1_i,220_X10_39_rt1_i,X10_39
416,220_X1_34_rt1_o,4,7/28/23,220,1,outer,,14.4457,14.4287,,8/7/23,8.771,27.20,27.20,,220_X1_34_rt1_o,220_X10_39_rt1_o,X10_39
417,220_X1_34_rt2_i,4,7/28/23,220,2,inner,,10.1601,10.1431,,6/27/24,7.5363,25.22,25.22,,220_X1_34_rt2_i,220_X10_39_rt2_i,X10_39
418,220_X1_34_rt2_o,4,7/28/23,220,2,outer,,17.0199,17.0029,,8/10/23,9.61,28.54,28.54,,220_X1_34_rt2_o,220_X10_39_rt2_o,X10_39
419,220_X1_34_rt3_i,4,7/28/23,220,3,inner,,11.8715,11.8545,,6/27/24,7.9033,23.98,23.98,,220_X1_34_rt3_i,220_X10_39_rt3_i,X10_39
420,220_X1_34_rt3_o,4,7/28/23,220,3,outer,,23.2501,23.2331,busted tube; replaced in new tube with handwritten label,6/27/24,10.8176,25.10,25.10,,220_X1_34_rt3_o,220_X10_39_rt3_o,X10_39
421,302_C17_rt1_i,4,7/28/23,302,1,inner,,11.1809,11.1639,,6/27/24,8.1107,32.25,32.25,,302_C17_rt1_i,302_C17_rt1_i,C17
422,302_C17_rt1_o,4,7/28/23,302,1,outer,,12.8269,12.8099,,8/7/23,8.494,29.86,29.86,,302_C17_rt1_o,302_C17_rt1_o,C17
423,302_C17_rt2_i,4,7/28/23,302,2,inner,,10.5839,10.5669,,6/27/24,7.8709,31.05,31.05,,302_C17_rt2_i,302_C17_rt2_i,C17
424,302_C17_rt2_o,4,7/28/23,302,2,outer,,14.1505,14.1335,,8/10/23,8.515,24.85,24.85,,302_C17_rt2_o,302_C17_rt2_o,C17
425,302_C17_rt3_i,4,7/28/23,302,3,inner,,10.4619,10.4449,,8/7/23,8.038,36.46,36.46,,302_C17_rt3_i,302_C17_rt3_i,C17
426,302_C17_rt3_o,4,7/28/23,302,3,outer,,14.0117,13.9947,,8/7/23,9.358,36.81,36.81,,302_C17_rt3_o,302_C17_rt3_o,C17
427,304_X5_31_rt1_i,4,7/28/23,304,1,inner,,10.5160,10.499,,8/7/23,7.639,25.56,25.56,,304_X5_31_rt1_i,304_X5_31_rt1_i,X5_31
428,304_X5_31_rt1_o,4,7/28/23,304,1,outer,,19.9203,19.9033,,8/7/23,10.836,31.55,31.55,,304_X5_31_rt1_o,304_X5_31_rt1_o,X5_31
429,304_X5_31_rt2_i,4,7/28/23,304,2,inner,,10.1760,10.159,,8/7/23,7.72,30.35,30.35,,304_X5_31_rt2_i,304_X5_31_rt2_i,X5_31
430,304_X5_31_rt2_o,4,7/28/23,304,2,outer,,16.3962,16.3792,,8/7/23,10.155,35.98,35.98,,304_X5_31_rt2_o,304_X5_31_rt2_o,X5_31
431,304_X5_31_rt3_i,4,7/28/23,304,3,inner,,10.6280,10.611,,6/27/24,7.7864,28.56,28.56,,304_X5_31_rt3_i,304_X5_31_rt3_i,X5_31
432,304_X5_31_rt3_o,4,7/28/23,304,3,outer,,15.3070,15.29,,8/7/23,9.607,34.17,34.17,,304_X5_31_rt3_o,304_X5_31_rt3_o,X5_31
433,307_A03_rt1_i,4,7/28/23,307,1,inner,,10.1723,10.1553,confirmed A03,8/7/23,7.537,25.16,25.16,,307_A03_rt1_i,307_A03_rt1_i,A03
434,307_A03_rt1_o,4,7/28/23,307,1,outer,,16.8489,16.8319,,8/7/23,9.794,30.83,30.83,,307_A03_rt1_o,307_A03_rt1_o,A03
435,307_A03_rt2_i,4,7/28/23,307,2,inner,,15.1308,15.1138,,6/27/24,8.7831,25.14,25.14,,307_A03_rt2_i,307_A03_rt2_i,A03
436,307_A03_rt2_o,4,7/28/23,307,2,outer,,17.2783,17.2613,,8/7/23,9.627,28.01,28.01,,307_A03_rt2_o,307_A03_rt2_o,A03
437,307_A03_rt3_i,4,7/28/23,307,3,inner,,10.5362,10.5192,,8/7/23,7.645,25.58,25.58,,307_A03_rt3_i,307_A03_rt3_i,A03
438,307_A03_rt3_o,4,7/28/23,307,3,outer,,14.6380,14.621,,8/7/23,8.795,26.85,26.85,,307_A03_rt3_o,307_A03_rt3_o,A03
439,317_X4_42_rt1_i,4,7/28/23,317,1,inner,,11.0285,11.0115,,6/27/24,7.5672,20.90,20.90,,317_X4_42_rt1_i,317_X4_42_rt1_i,X4_42
440,317_X4_42_rt1_o,4,7/28/23,317,1,outer,,23.0401,23.0231,,8/7/23,11.106,27.18,27.18,*might (???) be not fully dried,317_X4_42_rt1_o,317_X4_42_rt1_o,X4_42
441,317_X4_42_rt2_i,4,7/28/23,317,2,inner,,8.0447,8.0277,,,,-485.66,,,317_X4_42_rt2_i,317_X4_42_rt2_i,X4_42
442,317_X4_42_rt2_o,4,7/28/23,317,2,outer,,16.0947,16.0777,,8/7/23,9.301,28.07,28.07,,317_X4_42_rt2_o,317_X4_42_rt2_o,X4_42
443,317_X4_42_rt3_i,4,7/28/23,317,3,inner,,8.0826,8.0656,,8/7/23,6.877,15.62,15.62,,317_X4_42_rt3_i,317_X4_42_rt3_i,X4_42
444,317_X4_42_rt3_o,4,7/28/23,317,3,outer,,15.4675,15.4505,,8/7/23,8.985,26.47,26.47,,317_X4_42_rt3_o,317_X4_42_rt3_o,X4_42
445,319_X8_37_rt1_i,4,7/28/23,319,1,inner,,8.6979,8.6809,,6/27/24,7.2724,30.41,30.41,,319_X8_37_rt1_i,319_X8_37_rt1_i,X8_37
446,319_X8_37_rt1_o,4,7/28/23,319,1,outer,,17.6264,17.6094,,8/7/23,10.652,36.48,36.48,,319_X8_37_rt1_o,319_X8_37_rt1_o,X8_37
447,319_X8_37_rt2_i,4,7/28/23,319,2,inner,,11.9961,11.9791,,8/7/23,8.604,36.58,36.58,,319_X8_37_rt2_i,319_X8_37_rt2_i,X8_37
448,319_X8_37_rt2_o,4,7/28/23,319,2,outer,,17.1151,17.0981,,8/7/23,10.404,35.89,35.89,,319_X8_37_rt2_o,319_X8_37_rt2_o,X8_37
449,319_X8_37_rt3_i,4,7/28/23,319,3,inner,,9.5648,9.5478,,6/27/24,7.5781,31.86,31.86,,319_X8_37_rt3_i,319_X8_37_rt3_i,X8_37
450,319_X8_37_rt3_o,4,7/28/23,319,3,outer,,14.2276,14.2106,,8/7/23,9.429,36.70,36.70,,319_X8_37_rt3_o,319_X8_37_rt3_o,X8_37
451,402_X11_57_rt1_i,4,7/28/23,402,1,inner,,13.2686,13.2516,,8/7/23,8.604,29.52,29.52,,402_X11_57_rt1_i,402_X11_57_rt1_i,X11_57
452,402_X11_57_rt1_o,4,7/28/23,402,1,outer,,21.7191,21.7021,may not be fully dry,6/27/24,12.003,35.53,35.53,,402_X11_57_rt1_o,402_X11_57_rt1_o,X11_57
453,402_X11_57_rt2_i,4,7/28/23,402,2,inner,,9.5872,9.5702,,6/27/24,7.7515,37.57,37.57,,402_X11_57_rt2_i,402_X11_57_rt2_i,X11_57
454,402_X11_57_rt2_o,4,7/28/23,402,2,outer,,15.9367,15.9197,,6/27/24,9.7985,33.92,33.92,,402_X11_57_rt2_o,402_X11_57_rt2_o,X11_57
