Manes.01G059600.v8.1	188	188	0
Manes.01G059700.v8.1	0	0	0
Manes.01G059800.v8.1	1	1	0
Manes.01G059900.v8.1	4	4	0
Manes.01G060100.v8.1	100	100	0
Manes.01G060200.v8.1	105	104	1
Manes.01G060300.v8.1	62	62	0
Manes.01G060400.v8.1	680	680	0
Manes.01G060500.v8.1	0	0	0
Manes.01G060600.v8.1	0	0	0
Manes.01G060700.v8.1	11	11	0
Manes.01G060875.v8.1	0	0	0
Manes.01G061050.v8.1	135	135	0
Manes.01G061200.v8.1	243	243	0
Manes.01G061400.v8.1	21	21	0
Manes.01G061600.v8.1	26	26	0
Manes.01G061800.v8.1	52	52	0
Manes.01G061850.v8.1	0	0	0
Manes.01G061900.v8.1	167	167	0
Manes.01G062000.v8.1	18	18	0
Manes.01G062100.v8.1	0	0	0
Manes.01G062300.v8.1	0	0	0
Manes.01G062400.v8.1	62	62	0
Manes.01G062500.v8.1	240	239	1
Manes.01G062600.v8.1	73	73	0
Manes.01G062700.v8.1	159	159	0
Manes.01G062800.v8.1	0	0	0
Manes.01G063000.v8.1	100	100	0
Manes.01G063100.v8.1	6	6	0
Manes.01G063300.v8.1	5	5	0
Manes.01G063400.v8.1	0	0	0
Manes.01G063500.v8.1	0	0	0
Manes.01G063600.v8.1	19	19	0
Manes.01G063700.v8.1	0	0	0
Manes.01G063900.v8.1	0	0	0
Manes.01G063933.v8.1	0	0	0
Manes.01G064000.v8.1	76	76	0
Manes.01G064200.v8.1	0	0	0
Manes.01G064300.v8.1	0	0	0
Manes.01G064400.v8.1	0	0	0
Manes.01G064500.v8.1	0	0	0
Manes.01G064600.v8.1	49	49	0
Manes.01G064900.v8.1	0	0	0
Manes.01G065000.v8.1	8	8	0
Manes.01G065100.v8.1	51	51	0
Manes.01G065200.v8.1	89	88	1
Manes.01G065300.v8.1	0	0	0
Manes.01G065400.v8.1	84	84	0
Manes.01G065500.v8.1	0	0	0
Manes.01G065550.v8.1	0	0	0
Manes.01G065600.v8.1	207	207	0
Manes.01G065800.v8.1	1	1	0
Manes.01G065900.v8.1	0	0	0
Manes.01G066000.v8.1	2	2	0
Manes.01G066100.v8.1	23	23	0
Manes.01G066150.v8.1	0	0	0
Manes.01G066200.v8.1	258	258	0
Manes.01G066400.v8.1	1	1	0
Manes.01G066600.v8.1	53	52	1
Manes.01G066633.v8.1	0	0	0
Manes.01G066700.v8.1	169	169	0
Manes.01G066800.v8.1	33	33	0
Manes.01G066900.v8.1	1	1	0
Manes.01G067300.v8.1	0	0	0
Manes.01G067400.v8.1	0	0	0
Manes.01G067700.v8.1	0	0	0
Manes.01G067801.v8.1	0	0	0
Manes.01G067900.v8.1	29	29	0
Manes.01G068001.v8.1	4	3	5
Manes.01G068100.v8.1	4	8	0
Manes.01G068400.v8.1	5	5	0
Manes.01G068600.v8.1	0	0	0
Manes.01G068800.v8.1	0	0	0
Manes.01G068901.v8.1	0	0	0
Manes.01G069000.v8.1	1	1	0
Manes.01G069050.v8.1	0	0	0
Manes.01G069100.v8.1	0	0	0
Manes.01G069200.v8.1	2	0	2
Manes.01G069300.v8.1	44	44	0
Manes.01G069400.v8.1	0	0	0
Manes.01G069500.v8.1	4	4	0
Manes.01G069600.v8.1	36	36	0
Manes.01G069700.v8.1	0	0	0
Manes.01G069750.v8.1	0	0	0
Manes.01G069800.v8.1	42	42	0
Manes.01G070000.v8.1	0	0	0
Manes.01G070200.v8.1	8	10	0
Manes.01G070300.v8.1	0	0	2
Manes.01G070400.v8.1	0	0	0
Manes.01G070500.v8.1	0	0	0
Manes.01G070600.v8.1	0	0	0
Manes.01G070700.v8.1	53	53	0
Manes.01G070800.v8.1	0	0	0
Manes.01G070900.v8.1	14	14	0
Manes.01G071000.v8.1	0	0	0
Manes.01G071100.v8.1	4	4	0
Manes.01G071200.v8.1	15	15	0
Manes.01G071300.v8.1	1	0	1
Manes.01G071400.v8.1	301	301	0
Manes.01G071500.v8.1	27	27	0
Manes.01G071600.v8.1	0	0	0
Manes.01G071700.v8.1	109	109	0
Manes.01G071800.v8.1	198	186	12
Manes.01G071900.v8.1	71	71	0
Manes.01G072000.v8.1	24	24	0
Manes.01G072100.v8.1	26	26	0
Manes.01G072200.v8.1	135	135	0
Manes.01G072400.v8.1	1	0	1
Manes.01G072801.v8.1	46	46	0
Manes.01G073000.v8.1	0	0	0
Manes.01G073100.v8.1	24	24	0
Manes.01G073112.v8.1	1	1	0
Manes.01G073125.v8.1	39	39	0
Manes.01G073300.v8.1	61	64	1
Manes.01G073400.v8.1	596	597	3
Manes.01G073500.v8.1	17	17	0
Manes.01G073600.v8.1	0	0	0
Manes.01G073700.v8.1	176	173	3
Manes.01G073750.v8.1	0	0	0
Manes.01G073800.v8.1	10	10	0
Manes.01G073900.v8.1	1159	1158	1
Manes.01G074000.v8.1	5	5	0
Manes.01G074100.v8.1	149	143	6
Manes.01G074200.v8.1	0	0	0
Manes.01G074250.v8.1	0	0	0
Manes.01G074300.v8.1	78	78	0
Manes.01G074400.v8.1	0	0	0
Manes.01G074500.v8.1	1311	1311	0
Manes.01G074600.v8.1	1	1	0
Manes.01G074700.v8.1	28	28	0
Manes.01G074800.v8.1	0	0	0
Manes.01G074850.v8.1	0	0	0
Manes.01G074925.v8.1	2	2	0
Manes.01G075000.v8.1	310	310	0
Manes.01G075100.v8.1	444	444	0
Manes.01G075700.v8.1	5987	5987	0
Manes.01G076000.v8.1	0	0	0
